#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.420016    0.420016           0
           2    0.421688    0.420852 0.000591193
           3    0.417615    0.419773 0.000965045
           4    0.424193    0.420878  0.00119983
           5    0.417908    0.420284  0.00109712
           6    0.420568    0.420331 0.000915291
           7    0.414559    0.419507  0.00109463
           8    0.411777     0.41854  0.00131689
           9     0.43248    0.420089  0.00187151
          10    0.409889    0.419069  0.00194253
          11    0.421899    0.419327  0.00178289
          12    0.428042    0.420053   0.0017761
          13    0.406664    0.419023  0.00191493
          14    0.426577    0.419563  0.00185261
          15    0.421914    0.419719  0.00173572
          16    0.414065    0.419366  0.00166282
          17    0.424752    0.419683  0.00159491
          18    0.430308    0.420273  0.00161184
          19      0.4175    0.420127   0.0015336
          20    0.431799    0.420711  0.00156402
          21    0.410873    0.420242  0.00155813
          22    0.419233    0.420196  0.00148798
          23    0.434248    0.420807  0.00154362
          24    0.408692    0.420302  0.00155966
          25    0.425526    0.420511  0.00151121
          26    0.416949    0.420374  0.00145928
          27    0.419861    0.420355  0.00140536
          28    0.418331    0.420283  0.00135702
          29    0.432251    0.420696  0.00137154
          30    0.421492    0.420722  0.00132608
          31    0.417281    0.420611  0.00128794
          32     0.41821    0.420536  0.00124988
          33    0.410209    0.420223  0.00125057
          34    0.423561    0.420321  0.00121764
          35    0.419973    0.420311  0.00118289
          36    0.423098    0.420389  0.00115256
          37    0.415753    0.420264   0.0011282
          38    0.410323    0.420002  0.00112843
          39     0.41165    0.419788  0.00111963
          40    0.433358    0.420127  0.00114189
          41    0.414429    0.419988  0.00112246
          42    0.414125    0.419849  0.00110438
          43    0.425165    0.419972   0.0010856
          44    0.431893    0.420243  0.00109421
          45     0.41575    0.420143  0.00107444
          46    0.415592    0.420044  0.00105563
          47     0.42328    0.420113  0.00103541
          48    0.409912    0.419901  0.00103542
          49    0.432949    0.420167  0.00104797
          50    0.427049    0.420305  0.00103601
          51     0.43128     0.42052  0.00103781
          52    0.417317    0.420458  0.00101968
          53    0.419768    0.420445  0.00100052
          54    0.418214    0.420404 0.000982844
          55     0.43006    0.420579  0.00098053
          56    0.413405    0.420451 0.000971353
          57    0.408951    0.420249 0.000975038
          58    0.417839    0.420208 0.000959113
          59    0.422145    0.420241 0.000943418
          60    0.420092    0.420238 0.000927698
          61    0.430491    0.420406 0.000927591
          62     0.42381    0.420461 0.000914253
          63    0.434306    0.420681 0.000925777
          64    0.437309    0.420941 0.000947068
          65    0.410959    0.420787 0.000944866
          66    0.433043    0.420973 0.000948623
          67    0.443087    0.421303 0.000990223
          68    0.410051    0.421138 0.000989389
          69     0.41853      0.4211 0.000975772
          70    0.420189    0.421087 0.000961919
          71    0.430217    0.421215 0.000956928
          72    0.429983    0.421337 0.000951354
          73    0.422787    0.421357 0.000938529
          74    0.414145     0.42126 0.000930893
          75    0.416869    0.421201  0.00092032
          76     0.41376    0.421103 0.000913404
          77     0.42663    0.421175 0.000904358
          78    0.408703    0.421015 0.000906789
          79    0.424837    0.421063   0.0008966
          80    0.422669    0.421083 0.000885617
          81     0.41443    0.421001 0.000878485
          82    0.423626    0.421033 0.000868355
          83    0.416365    0.420977 0.000859712
          84    0.417319    0.420933  0.00085058
          85    0.431839    0.421062 0.000850194
          86    0.405586    0.420882 0.000859142
          87    0.428123    0.420965 0.000853289
          88    0.417181    0.420922 0.000844676
          89    0.419767    0.420909 0.000835285
          90    0.414966    0.420843  0.00082861
          91     0.41559    0.420785 0.000821512
          92    0.426474    0.420847 0.000814906
          93    0.427102    0.420914 0.000808914
          94    0.433172    0.421045 0.000810752
          95    0.424062    0.421077 0.000802839
          96    0.420962    0.421075 0.000794477
          97    0.421441    0.421079 0.000786296
          98    0.416416    0.421032 0.000779711
          99    0.422462    0.421046 0.000771969
         100    0.427791    0.421113  0.00076719
