#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.201177    0.201177           0
           2    0.200718    0.200947 0.000162304
           3    0.199155     0.20035 0.000499646
           4    0.194417    0.198867    0.001338
           5    0.196434     0.19838  0.00115549
           6    0.195218    0.197853  0.00107638
           7    0.196827    0.197707 0.000932543
           8    0.200933     0.19811 0.000898948
           9    0.197374    0.198028 0.000802778
          10    0.195949     0.19782 0.000748951
          11    0.192474    0.197334 0.000823581
          12    0.197267    0.197328 0.000754968
          13    0.197785    0.197364  0.00069771
          14    0.196519    0.197303 0.000650473
          15    0.194752    0.197133 0.000628954
          16    0.198651    0.197228 0.000596758
          17    0.197674    0.197254 0.000562232
          18    0.195218    0.197141 0.000542264
          19    0.193842    0.196968 0.000540816
          20    0.198116    0.197025 0.000516814
          21    0.197239    0.197035 0.000492304
          22    0.199072    0.197128 0.000478553
          23    0.195556    0.197059 0.000462602
          24    0.196734    0.197046 0.000443527
          25    0.197051    0.197046 0.000425786
          26    0.197475    0.197062 0.000409729
          27    0.196519    0.197042 0.000395049
          28    0.192527    0.196881 0.000412547
          29    0.196848     0.19688 0.000398323
          30    0.198556    0.196936 0.000388943
          31    0.198702    0.196993 0.000380547
          32    0.195762    0.196954 0.000370593
          33    0.196687    0.196946 0.000359452
          34    0.195164    0.196894 0.000352681
          35    0.198648    0.196944 0.000346146
          36    0.196349    0.196927 0.000336925
          37    0.197421    0.196941 0.000328083
          38    0.193127     0.19684 0.000334452
          39    0.196498    0.196832 0.000325991
          40    0.196111    0.196814 0.000318338
          41    0.194227     0.19675 0.000316765
          42    0.194412    0.196695 0.000314078
          43    0.196733    0.196696 0.000306775
          44    0.197615    0.196717 0.000300514
          45    0.196415     0.19671 0.000293911
          46    0.199775    0.196777  0.00029498
          47    0.199026    0.196824 0.000292562
          48    0.194931    0.196785 0.000289115
          49    0.196295    0.196775 0.000283388
          50    0.193778    0.196715 0.000283988
          51    0.195863    0.196698  0.00027891
          52    0.198634    0.196736  0.00027602
          53    0.199901    0.196795   0.0002772
          54    0.194422    0.196751 0.000275528
          55    0.193594    0.196694 0.000276435
          56    0.195586    0.196674 0.000272206
          57    0.194839    0.196642 0.000269328
          58    0.198372    0.196672 0.000266331
          59    0.196518    0.196669  0.00026183
          60    0.196383    0.196664  0.00025751
          61    0.197796    0.196683 0.000253956
          62      0.1963    0.196677 0.000249935
          63    0.193955    0.196634 0.000249674
          64    0.197176    0.196642 0.000245916
          65    0.200429      0.1967  0.00024894
          66    0.192763    0.196641 0.000252215
          67    0.199645    0.196685 0.000252405
          68    0.198729    0.196716 0.000250476
          69    0.196887    0.196718 0.000246858
          70    0.194489    0.196686 0.000245377
          71    0.197119    0.196692 0.000241997
          72    0.196684    0.196692 0.000238636
          73    0.197486    0.196703 0.000235615
          74    0.195594    0.196688 0.000232906
          75    0.195546    0.196673 0.000230298
          76    0.194058    0.196638 0.000229824
          77    0.192114     0.19658 0.000234231
          78    0.198923     0.19661 0.000233148
          79    0.198487    0.196633 0.000231405
          80    0.194997    0.196613 0.000229414
          81    0.195796    0.196603 0.000226803
          82    0.197191     0.19661 0.000224151
          83    0.192524    0.196561 0.000226791
          84    0.196858    0.196564 0.000224119
          85    0.199093    0.196594 0.000223447
          86    0.192316    0.196544 0.000226318
          87    0.195365    0.196531 0.000224122
          88    0.198422    0.196552 0.000222603
          89    0.197341    0.196561 0.000220278
          90    0.198089    0.196578 0.000218484
          91    0.195216    0.196563 0.000216595
          92    0.197132    0.196569 0.000214329
          93    0.200412    0.196611  0.00021597
          94    0.195516    0.196599 0.000213986
          95    0.195841    0.196591 0.000211883
          96    0.196311    0.196588 0.000209696
          97    0.195946    0.196582 0.000207638
          98    0.197345    0.196589 0.000205665
          99    0.197161    0.196595 0.000203669
         100    0.197794    0.196607 0.000201985
