#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.761388   -0.761388           0
           2    -0.76106   -0.761224 0.000115966
           3   -0.761964   -0.761471 0.000215731
           4    -0.76362   -0.762008  0.00049267
           5   -0.764588   -0.762524 0.000606917
           6   -0.763224   -0.762641 0.000516856
           7     -0.7615   -0.762478 0.000468002
           8    -0.75888   -0.762028 0.000587073
           9   -0.759968   -0.761799 0.000564702
          10    -0.76288   -0.761907 0.000518473
          11   -0.761304   -0.761852  0.00047423
          12   -0.762676   -0.761921  0.00043965
          13   -0.762856   -0.761993 0.000411672
          14   -0.760552    -0.76189 0.000394923
          15   -0.765072   -0.762102 0.000421738
          16   -0.764192   -0.762233 0.000415113
          17    -0.76056   -0.762134 0.000402188
          18    -0.76094   -0.762068 0.000385279
          19   -0.763008   -0.762117 0.000368164
          20   -0.761656   -0.762094 0.000350478
          21    -0.76262   -0.762119 0.000334681
          22   -0.763148   -0.762166 0.000322717
          23   -0.759604   -0.762055 0.000327349
          24   -0.760748      -0.762 0.000318205
          25   -0.764652   -0.762106 0.000322671
          26   -0.762168   -0.762109 0.000310269
          27   -0.762168   -0.762111 0.000298785
          28   -0.763408   -0.762157 0.000291683
          29   -0.759136   -0.762053 0.000299654
          30   -0.761764   -0.762043  0.00028982
          31   -0.761784   -0.762035 0.000280592
          32   -0.762256   -0.762042 0.000271908
          33   -0.762768   -0.762064 0.000264557
          34   -0.760364   -0.762014 0.000261458
          35   -0.760736   -0.761977 0.000256525
          36   -0.758956   -0.761894 0.000262771
          37   -0.761188   -0.761874  0.00025636
          38   -0.764624   -0.761947 0.000259624
          39   -0.761868   -0.761945 0.000252975
          40    -0.76128   -0.761928 0.000247196
          41   -0.761716   -0.761923 0.000241221
          42    -0.76162   -0.761916 0.000235586
          43   -0.761008   -0.761895 0.000231051
          44   -0.762636   -0.761912 0.000226413
          45    -0.76108   -0.761893 0.000222134
          46    -0.76192   -0.761894 0.000217306
          47   -0.759432   -0.761841 0.000218904
          48    -0.75894   -0.761781 0.000222531
          49   -0.764444   -0.761835 0.000224529
          50   -0.764288   -0.761884 0.000225334
          51   -0.760052   -0.761848 0.000223761
          52   -0.762572   -0.761862  0.00021989
          53   -0.762228   -0.761869  0.00021585
          54   -0.762088   -0.761873 0.000211891
          55   -0.759368   -0.761828 0.000212877
          56   -0.762476   -0.761839 0.000209391
          57     -0.7639   -0.761875 0.000208815
          58    -0.75986   -0.761841 0.000208086
          59   -0.761952   -0.761843 0.000204568
          60   -0.759372   -0.761801  0.00020526
          61   -0.761984   -0.761804 0.000201917
          62   -0.760964   -0.761791 0.000199115
          63   -0.759044   -0.761747 0.000200671
          64   -0.762664   -0.761762 0.000198046
          65    -0.75986   -0.761732 0.000197148
          66   -0.762516   -0.761744 0.000194518
          67   -0.760576   -0.761727 0.000192395
          68   -0.761944    -0.76173 0.000189592
          69    -0.76218   -0.761736 0.000186956
          70   -0.760248   -0.761715 0.000185491
          71   -0.763684   -0.761743 0.000184939
          72   -0.760816    -0.76173 0.000182818
          73   -0.763744   -0.761758 0.000182384
          74   -0.763044   -0.761775 0.000180746
          75   -0.761352   -0.761769 0.000178424
          76   -0.759904   -0.761745 0.000177756
          77   -0.761928   -0.761747 0.000175463
          78   -0.762888   -0.761762 0.000173822
          79   -0.759076   -0.761728 0.000174915
          80   -0.761008   -0.761719  0.00017296
          81     -0.7602     -0.7617 0.000171838
          82    -0.76104   -0.761692 0.000169931
          83   -0.763308   -0.761711 0.000168995
          84   -0.762804   -0.761724 0.000167483
          85   -0.764492   -0.761757 0.000168648
          86   -0.759464    -0.76173 0.000168781
          87   -0.763636   -0.761752 0.000168257
          88   -0.761716   -0.761752 0.000166345
          89   -0.760708    -0.76174 0.000164889
          90   -0.766056   -0.761788 0.000169887
          91    -0.76166   -0.761787 0.000168026
          92   -0.760348   -0.761771 0.000166926
          93   -0.759792    -0.76175 0.000166482
          94   -0.759064   -0.761721 0.000167145
          95   -0.763304   -0.761738 0.000166213
          96   -0.762932    -0.76175 0.000164947
          97   -0.762708    -0.76176 0.000163542
          98   -0.765184   -0.761795 0.000165563
          99   -0.758716   -0.761764 0.000166786
         100   -0.760124   -0.761748 0.000165922
