#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.973436   -0.973436           0
           2    -0.97418   -0.973808 0.000263044
           3   -0.969212   -0.972276  0.00126311
           4   -0.970832   -0.971915 0.000997583
           5   -0.975112   -0.972554 0.000981823
           6   -0.973092   -0.972644 0.000822264
           7    -0.96858   -0.972063  0.00088637
           8    -0.97576   -0.972525 0.000887883
           9   -0.975896     -0.9729 0.000864609
          10   -0.978896     -0.9735  0.00096389
          11    -0.97844   -0.973949 0.000975302
          12    -0.97442   -0.973988 0.000894818
          13   -0.972188    -0.97385 0.000836629
          14   -0.970544   -0.973613 0.000809502
          15     -0.9792   -0.973986 0.000836837
          16    -0.97886    -0.97429  0.00083815
          17   -0.980616   -0.974663 0.000867517
          18   -0.966632   -0.974216  0.00092697
          19   -0.975608    -0.97429 0.000881071
          20   -0.970856   -0.974118 0.000853581
          21   -0.975224   -0.974171 0.000814557
          22   -0.973524   -0.974141 0.000778062
          23   -0.973032   -0.974093 0.000745726
          24   -0.977868    -0.97425 0.000731054
          25   -0.968016   -0.974001 0.000743128
          26    -0.97446   -0.974019 0.000714756
          27   -0.974412   -0.974033 0.000688432
          28   -0.971668   -0.973949 0.000669008
          29   -0.972744   -0.973907 0.000647227
          30   -0.973552   -0.973895 0.000625761
          31   -0.968324   -0.973716 0.000630856
          32   -0.974724   -0.973747 0.000611928
          33   -0.973688   -0.973745 0.000593387
          34     -0.9774   -0.973853 0.000585589
          35   -0.977964    -0.97397  0.00058052
          36   -0.972312   -0.973924 0.000566219
          37    -0.97566   -0.973971 0.000552855
          38   -0.977016   -0.974051 0.000544082
          39   -0.969828   -0.973943   0.0005408
          40   -0.972792   -0.973914 0.000528045
          41   -0.978084   -0.974016 0.000524869
          42   -0.970944   -0.973943 0.000517443
          43   -0.980792   -0.974102 0.000529358
          44   -0.976812   -0.974164 0.000520898
          45    -0.97042    -0.97408 0.000515923
          46   -0.973468   -0.974067 0.000504879
          47    -0.97362   -0.974058 0.000494227
          48   -0.980424    -0.97419 0.000501411
          49   -0.969968   -0.974104 0.000498528
          50    -0.97684   -0.974159 0.000491551
          51   -0.978064   -0.974235  0.00048784
          52   -0.976852   -0.974286 0.000481047
          53   -0.972828   -0.974258 0.000472756
          54   -0.976568   -0.974301 0.000465933
          55   -0.977448   -0.974358 0.000460961
          56   -0.973432   -0.974342 0.000453026
          57   -0.973116    -0.97432 0.000445588
          58    -0.97538   -0.974338  0.00043828
          59    -0.96962   -0.974258 0.000438087
          60   -0.973812   -0.974251 0.000430849
          61    -0.97606   -0.974281 0.000424805
          62   -0.975848   -0.974306 0.000418705
          63   -0.974528   -0.974309 0.000412074
          64    -0.98034   -0.974404 0.000416269
          65   -0.977744   -0.974455 0.000413025
          66   -0.978852   -0.974522 0.000412105
          67   -0.979216   -0.974592 0.000411867
          68   -0.975124     -0.9746 0.000405884
          69   -0.977644   -0.974644 0.000402393
          70    -0.97408   -0.974636 0.000396725
          71   -0.977184   -0.974672 0.000392758
          72     -0.9802   -0.974748 0.000394737
          73   -0.967336   -0.974647 0.000402177
          74   -0.977544   -0.974686 0.000398643
          75   -0.971376   -0.974642 0.000395764
          76   -0.972484   -0.974613 0.000391573
          77   -0.972948   -0.974592 0.000387085
          78   -0.978084   -0.974637 0.000384703
          79   -0.969964   -0.974577 0.000384353
          80   -0.972484   -0.974551 0.000380438
          81    -0.97546   -0.974562 0.000375907
          82     -0.9721   -0.974532  0.00037252
          83    -0.98058   -0.974605  0.00037509
          84   -0.977488    -0.97464 0.000372191
          85   -0.972324   -0.974612 0.000368808
          86   -0.974652   -0.974613  0.00036452
          87   -0.975856   -0.974627  0.00036061
          88    -0.97108   -0.974587 0.000358758
          89   -0.978624   -0.974632 0.000357583
          90   -0.971272   -0.974595 0.000355554
          91   -0.972868   -0.974576 0.000352153
          92   -0.978296   -0.974616 0.000350639
          93   -0.974548   -0.974616 0.000346869
          94   -0.968504   -0.974551 0.000349219
          95   -0.975076   -0.974556 0.000345587
          96   -0.971324   -0.974522 0.000343623
          97   -0.972684   -0.974503 0.000340603
          98   -0.976708   -0.974526  0.00033787
          99   -0.978004   -0.974561 0.000336278
         100   -0.972844   -0.974544 0.000333354
