#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.134786    0.134786           0
           2    0.142606    0.138696  0.00276479
           3    0.125938    0.134443  0.00393118
           4    0.151654    0.138746   0.0047516
           5    0.141032    0.139203  0.00382321
           6    0.148492    0.140751  0.00348538
           7    0.164932    0.144206  0.00437642
           8    0.123416    0.141607  0.00453577
           9    0.143672    0.141836   0.0040376
          10    0.128962    0.140549   0.0038336
          11     0.17058    0.143279  0.00434991
          12    0.144212    0.143357  0.00398811
          13    0.127804     0.14216  0.00385661
          14    0.148224    0.142594  0.00360537
          15    0.147314    0.142908  0.00337872
          16    0.165862    0.144343  0.00345873
          17    0.120558    0.142944  0.00352693
          18    0.163616    0.144092    0.003513
          19     0.15787    0.144817  0.00340212
          20    0.141636    0.144658  0.00323573
          21    0.153308     0.14507  0.00310775
          22    0.151992    0.145385  0.00298238
          23     0.14399    0.145324  0.00285332
          24    0.142514    0.145207  0.00273684
          25    0.139824    0.144992  0.00263582
          26    0.131196    0.144461   0.0025873
          27    0.157798    0.144955  0.00253819
          28     0.12649    0.144296  0.00253176
          29     0.12551    0.143648  0.00252597
          30    0.150126    0.143864  0.00245098
          31     0.14969    0.144052  0.00237911
          32    0.127114    0.143522  0.00236291
          33    0.134842    0.143259   0.0023059
          34    0.140366    0.143174  0.00223965
          35    0.163052    0.143742  0.00224652
          36    0.129516    0.143347   0.0022186
          37    0.162576    0.143867  0.00221867
          38    0.122876    0.143314  0.00222799
          39    0.164236    0.143851  0.00223451
          40    0.119606    0.143245  0.00225936
          41    0.156738    0.143574  0.00222809
          42    0.153126    0.143801  0.00218662
          43    0.128008    0.143434   0.0021664
          44    0.152024    0.143629  0.00212594
          45    0.141138    0.143574  0.00207942
          46     0.13961    0.143488    0.002036
          47     0.13312    0.143267  0.00200459
          48    0.162462    0.143667  0.00200232
          49    0.132972    0.143449  0.00197331
          50     0.14528    0.143485  0.00193419
          51    0.139844    0.143414  0.00189758
          52      0.1625    0.143781  0.00189625
          53    0.163722    0.144157  0.00189743
          54    0.180168    0.144824  0.00197601
          55     0.18926    0.145632  0.00209876
          56     0.14221    0.145571  0.00206217
          57    0.157106    0.145773   0.0020359
          58     0.16277    0.146066  0.00202178
          59    0.140628    0.145974  0.00198961
          60    0.169828    0.146372  0.00199578
          61    0.168222     0.14673  0.00199495
          62    0.163304    0.146997   0.0019806
          63    0.124264    0.146636  0.00198176
          64    0.141732     0.14656  0.00195228
          65     0.14423    0.146524  0.00192257
          66    0.135378    0.146355  0.00190084
          67    0.145972    0.146349  0.00187248
          68    0.170762    0.146708  0.00187905
          69    0.131446    0.146487  0.00186479
          70    0.140406      0.1464  0.00184017
          71    0.120926    0.146041   0.0018489
          72    0.132758    0.145857   0.0018324
          73    0.127594    0.145607   0.0018243
          74    0.163096    0.145843  0.00181489
          75    0.140114    0.145767   0.0017923
          76    0.137334    0.145656  0.00177215
          77    0.159298    0.145833  0.00175797
          78    0.150006    0.145886  0.00173624
          79     0.15652    0.146021  0.00171947
          80    0.175846    0.146394  0.00173793
          81    0.130862    0.146202  0.00172702
          82    0.148258    0.146227  0.00170614
          83     0.14824    0.146251  0.00168575
          84    0.162036    0.146439  0.00167613
          85    0.170282     0.14672  0.00167971
          86    0.129958    0.146525  0.00167145
          87    0.156692    0.146642  0.00165632
          88     0.16227    0.146819  0.00164699
          89     0.16471     0.14702  0.00164071
          90    0.139014    0.146931  0.00162489
          91    0.173046    0.147218  0.00163218
          92     0.13657    0.147103  0.00161853
          93    0.133806     0.14696  0.00160743
          94    0.117498    0.146646   0.0016206
          95    0.119032    0.146356   0.0016294
          96    0.165812    0.146558  0.00162498
          97    0.151558     0.14661  0.00160905
          98    0.176818    0.146918  0.00162189
          99    0.153072     0.14698  0.00160669
         100    0.137086    0.146881  0.00159367
