#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.02706     0.02706           0
           2    0.027432    0.027246 0.000131522
           3    0.018704   0.0243987  0.00232649
           4    0.029972    0.025792  0.00212146
           5    0.033628   0.0273592   0.0022012
           6    0.034276    0.028512  0.00211477
           7    0.031898   0.0289957  0.00186716
           8    0.025494    0.028558  0.00168429
           9    0.031916   0.0289311  0.00153792
          10     0.02345    0.028383  0.00147857
          11     0.02333   0.0279236  0.00141372
          12    0.025136   0.0276913  0.00131485
          13    0.027072   0.0276437  0.00121457
          14    0.029702   0.0277907  0.00113668
          15    0.025792   0.0276575  0.00106869
          16    0.027902   0.0276728    0.001002
          17    0.032346   0.0279476 0.000980044
          18    0.024326   0.0277464 0.000946025
          19    0.034068   0.0280792 0.000952947
          20    0.026288   0.0279896 0.000909498
          21    0.028908   0.0280333  0.00086724
          22    0.024838   0.0278881 0.000839894
          23     0.02259   0.0276577 0.000834368
          24    0.029254   0.0277243 0.000802249
          25    0.024862   0.0276098 0.000778285
          26    0.027828   0.0276182 0.000748397
          27    0.022786   0.0274392 0.000741769
          28    0.026596   0.0274091 0.000715888
          29    0.029262    0.027473 0.000694048
          30    0.029608   0.0275441 0.000674552
          31    0.031782   0.0276808   0.0006665
          32    0.026994   0.0276594 0.000646018
          33     0.02226   0.0274958 0.000646829
          34    0.025042   0.0274236 0.000631818
          35    0.030116   0.0275005 0.000618432
          36     0.02055   0.0273074 0.000630671
          37    0.035204   0.0275209 0.000648732
          38     0.02728   0.0275145 0.000631691
          39    0.030554   0.0275925 0.000620283
          40    0.026582   0.0275672  0.00060529
          41     0.02659   0.0275434 0.000590996
          42    0.028122   0.0275571 0.000577085
          43    0.025114   0.0275003 0.000566455
          44    0.028008   0.0275119 0.000553698
          45     0.02968     0.02756 0.000543486
          46    0.024884   0.0275019 0.000534776
          47    0.031308   0.0275829 0.000529494
          48    0.031798   0.0276707 0.000525694
          49    0.026364    0.027644 0.000515642
          50    0.020272   0.0274966 0.000525986
          51    0.022668   0.0274019 0.000524124
          52    0.024884   0.0273535 0.000516276
          53    0.029918   0.0274018 0.000508798
          54    0.022552    0.027312  0.00050724
          55    0.025478   0.0272787 0.000499113
          56     0.03106   0.0273462 0.000494747
          57    0.024918   0.0273036 0.000487897
          58     0.02756    0.027308 0.000479505
          59    0.026042   0.0272866 0.000471858
          60    0.028864   0.0273129 0.000464726
          61    0.021336   0.0272149 0.000467322
          62    0.026264   0.0271995 0.000460036
          63    0.033952   0.0273067 0.000465052
          64    0.027696   0.0273128 0.000457826
          65    0.028236    0.027327 0.000451002
          66    0.025918   0.0273057 0.000444674
          67     0.02771   0.0273117 0.000438078
          68     0.02676   0.0273036 0.000431711
          69     0.02234   0.0272317 0.000431406
          70    0.029624   0.0272658 0.000426595
          71    0.032014   0.0273327 0.000425796
          72    0.028386   0.0273473 0.000420133
          73    0.028262   0.0273599 0.000414565
          74    0.030822   0.0274066 0.000411594
          75    0.030968   0.0274541 0.000408836
          76    0.026188   0.0274375 0.000403796
          77    0.030284   0.0274744 0.000400241
          78    0.033996   0.0275581 0.000403748
          79     0.02562   0.0275335 0.000399382
          80    0.029544   0.0275587 0.000395179
          81      0.0269   0.0275505 0.000390384
          82    0.017614   0.0274293 0.000403993
          83    0.027974   0.0274359 0.000399179
          84    0.031068   0.0274791 0.000396762
          85     0.02367   0.0274343 0.000394616
          86    0.025012   0.0274062 0.000391032
          87    0.026852   0.0273998 0.000386589
          88    0.030196   0.0274316   0.0003835
          89     0.02906   0.0274499 0.000379627
          90    0.030338    0.027482 0.000376763
          91    0.025974   0.0274654 0.000372987
          92     0.03002   0.0274932 0.000369965
          93    0.023146   0.0274464 0.000368928
          94     0.02317   0.0274009 0.000367797
          95    0.038356   0.0275162 0.000381575
          96    0.027046   0.0275113 0.000377632
          97     0.02384   0.0274735 0.000375631
          98    0.026248    0.027461 0.000372006
          99    0.032268   0.0275095 0.000371404
         100    0.020486   0.0274393 0.000374272
