#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        2828     1.74038     1.30065   0.0168521
        2829     1.73901     1.30081   0.0168468
        2830     1.73805     1.30096   0.0168416
        2831     1.73725     1.30111   0.0168363
        2832     1.73641     1.30127   0.0168311
        2833     1.73624     1.30142   0.0168259
        2834     1.73579     1.30158   0.0168206
        2835     1.73555     1.30173   0.0168154
        2836     1.73578     1.30188   0.0168102
        2837     1.73454     1.30203   0.0168049
        2838     1.73497     1.30219   0.0167997
        2839      1.7354     1.30234   0.0167945
        2840     1.73655     1.30249   0.0167892
        2841     1.73795     1.30265    0.016784
        2842     1.73959      1.3028   0.0167788
        2843     1.74125     1.30295   0.0167736
        2844     1.74291     1.30311   0.0167685
        2845     1.74532     1.30326   0.0167633
        2846     1.74846     1.30342   0.0167581
        2847     1.75088     1.30358    0.016753
        2848     1.75333     1.30373   0.0167478
        2849     1.75602     1.30389   0.0167427
        2850     1.75898     1.30405   0.0167376
        2851     1.76268     1.30421   0.0167325
        2852     1.76663     1.30438   0.0167274
        2853     1.77108     1.30454   0.0167224
        2854     1.77578      1.3047   0.0167173
        2855     1.78026     1.30487   0.0167123
        2856     1.78595     1.30504   0.0167073
        2857     1.79068     1.30521   0.0167023
        2858     1.79638     1.30538   0.0166973
        2859     1.80161     1.30556   0.0166924
        2860     1.80635     1.30573   0.0166875
        2861     1.81301     1.30591   0.0166826
        2862     1.81894     1.30609   0.0166777
        2863     1.82508     1.30627   0.0166729
        2864     1.83167     1.30645   0.0166681
        2865     1.83798     1.30664   0.0166633
        2866     1.84568     1.30683   0.0166585
        2867     1.85426     1.30702   0.0166538
        2868     1.86202     1.30721   0.0166491
        2869     1.86967     1.30741   0.0166445
        2870     1.87717      1.3076   0.0166399
        2871     1.88499     1.30781   0.0166353
        2872     1.89308     1.30801   0.0166307
        2873     1.90093     1.30822   0.0166262
        2874     1.90851     1.30842   0.0166218
        2875     1.91599     1.30864   0.0166173
        2876     1.92359     1.30885   0.0166129
        2877     1.93125     1.30907   0.0166086
        2878     1.93842     1.30928   0.0166042
        2879     1.94506     1.30951   0.0165999
        2880     1.95278     1.30973   0.0165957
        2881     1.95887     1.30995   0.0165914
        2882     1.96495     1.31018   0.0165872
        2883        1.97     1.31041   0.0165831
        2884     1.97466     1.31064   0.0165789
        2885     1.97766     1.31087   0.0165748
        2886     1.98087      1.3111   0.0165707
        2887     1.98302     1.31134   0.0165666
        2888     1.98476     1.31157   0.0165625
        2889     1.98508      1.3118   0.0165584
        2890      1.9844     1.31204   0.0165543
        2891      1.9822     1.31227   0.0165502
        2892     1.97989      1.3125   0.0165461
        2893     1.97624     1.31273   0.0165419
        2894     1.97145     1.31296   0.0165378
        2895     1.96578     1.31318   0.0165336
        2896     1.95776      1.3134   0.0165294
        2897     1.94932     1.31362   0.0165251
        2898     1.93906     1.31384   0.0165209
        2899     1.92891     1.31405   0.0165165
        2900     1.91772     1.31426   0.0165121
        2901     1.90553     1.31446   0.0165077
        2902     1.89239     1.31466   0.0165032
        2903     1.87764     1.31486   0.0164987
        2904     1.86351     1.31505   0.0164941
        2905     1.84718     1.31523   0.0164894
        2906      1.8309     1.31541   0.0164847
        2907     1.81401     1.31558   0.0164799
        2908     1.79636     1.31574   0.0164751
        2909     1.77778      1.3159   0.0164702
        2910     1.75883     1.31605   0.0164652
        2911     1.73983      1.3162   0.0164602
        2912     1.72037     1.31634   0.0164551
        2913     1.70101     1.31647     0.01645
        2914      1.6811      1.3166   0.0164448
        2915     1.66191     1.31671   0.0164396
        2916     1.64256     1.31683   0.0164344
        2917      1.6231     1.31693   0.0164291
        2918     1.60481     1.31703   0.0164237
        2919     1.58558     1.31712   0.0164184
        2920     1.56692     1.31721    0.016413
        2921      1.5484     1.31729   0.0164075
        2922     1.53082     1.31736   0.0164021
        2923     1.51373     1.31743   0.0163966
        2924     1.49721     1.31749   0.0163911
        2925     1.48154     1.31754   0.0163856
        2926     1.46605     1.31759   0.0163801
        2927     1.45127     1.31764   0.0163746
        2928     1.43773     1.31768    0.016369
        2929     1.42498     1.31772   0.0163635
        2930     1.41236     1.31775   0.0163579
        2931     1.40061     1.31778   0.0163524
        2932     1.39049      1.3178   0.0163468
        2933     1.38083     1.31782   0.0163412
        2934     1.37357     1.31784   0.0163357
        2935     1.36681     1.31786   0.0163301
        2936     1.36057     1.31787   0.0163246
        2937     1.35559     1.31789    0.016319
        2938     1.35138      1.3179   0.0163135
        2939     1.34748     1.31791   0.0163079
        2940     1.34435     1.31792   0.0163024
        2941     1.34248     1.31793   0.0162968
        2942     1.34258     1.31793   0.0162913
        2943     1.34273     1.31794   0.0162858
        2944     1.34458     1.31795   0.0162802
        2945     1.34694     1.31796   0.0162747
        2946     1.34976     1.31797   0.0162692
        2947      1.3545     1.31799   0.0162637
        2948     1.36063       1.318   0.0162582
        2949     1.36791     1.31802   0.0162527
        2950     1.37534     1.31804   0.0162472
        2951     1.38362     1.31806   0.0162417
        2952      1.3925     1.31808   0.0162362
        2953     1.40219     1.31811   0.0162307
        2954     1.41314     1.31814   0.0162253
        2955     1.42412     1.31818   0.0162198
        2956     1.43631     1.31822   0.0162144
        2957     1.44943     1.31826   0.0162089
        2958     1.46297     1.31831   0.0162035
        2959     1.47665     1.31837   0.0161982
        2960     1.49139     1.31843   0.0161928
        2961     1.50521     1.31849   0.0161874
        2962     1.52047     1.31856   0.0161821
        2963     1.53664     1.31863   0.0161768
        2964      1.5534     1.31871   0.0161716
        2965     1.56975     1.31879   0.0161663
        2966     1.58704     1.31888   0.0161611
        2967     1.60472     1.31898    0.016156
        2968     1.62127     1.31908   0.0161508
        2969     1.63805     1.31919   0.0161458
        2970     1.65571      1.3193   0.0161407
        2971     1.67294     1.31942   0.0161357
        2972     1.68917     1.31955   0.0161308
        2973     1.70456     1.31968   0.0161259
        2974     1.72048     1.31981    0.016121
        2975     1.73539     1.31995   0.0161162
        2976     1.75042      1.3201   0.0161114
        2977     1.76452     1.32024   0.0161067
        2978     1.77667      1.3204    0.016102
        2979     1.78897     1.32056   0.0160974
        2980     1.79967     1.32072   0.0160928
        2981     1.80969     1.32088   0.0160882
        2982     1.81898     1.32105   0.0160837
        2983     1.82727     1.32122   0.0160792
        2984      1.8355     1.32139   0.0160748
        2985     1.84245     1.32156   0.0160703
        2986     1.84837     1.32174   0.0160659
        2987     1.85254     1.32192   0.0160615
        2988     1.85642      1.3221   0.0160571
        2989      1.8586     1.32228   0.0160528
        2990     1.86007     1.32246   0.0160484
        2991     1.86042     1.32264    0.016044
        2992     1.85968     1.32282   0.0160397
        2993      1.8589     1.32299   0.0160353
        2994     1.85742     1.32317    0.016031
        2995     1.85436     1.32335   0.0160266
        2996     1.85123     1.32353   0.0160222
        2997      1.8491      1.3237   0.0160178
        2998     1.84539     1.32388   0.0160134
        2999     1.84091     1.32405    0.016009
        3000     1.83694     1.32422   0.0160046
        3001      1.8326     1.32439   0.0160001
        3002     1.82842     1.32456   0.0159957
        3003     1.82423     1.32472   0.0159912
        3004     1.81909     1.32489   0.0159868
        3005     1.81448     1.32505   0.0159823
        3006     1.80969     1.32521   0.0159778
        3007     1.80569     1.32537   0.0159733
        3008     1.80172     1.32553   0.0159687
        3009     1.79775     1.32569   0.0159642
        3010     1.79326     1.32584   0.0159596
        3011      1.7889       1.326   0.0159551
        3012     1.78507     1.32615   0.0159505
        3013     1.77977      1.3263   0.0159459
        3014      1.7751     1.32645   0.0159413
        3015     1.76974     1.32659   0.0159367
        3016     1.76364     1.32674   0.0159321
        3017     1.75743     1.32688   0.0159275
        3018     1.75033     1.32702   0.0159228
        3019     1.74253     1.32716   0.0159181
        3020     1.73425      1.3273   0.0159134
        3021      1.7245     1.32743   0.0159087
        3022     1.71451     1.32755    0.015904
        3023      1.7038     1.32768   0.0158992
        3024     1.69244      1.3278   0.0158944
        3025     1.67998     1.32792   0.0158895
        3026     1.66747     1.32803   0.0158847
        3027     1.65403     1.32814   0.0158798
        3028     1.64047     1.32824   0.0158749
        3029     1.62639     1.32834     0.01587
        3030     1.61216     1.32843    0.015865
        3031     1.59857     1.32852     0.01586
        3032     1.58428      1.3286    0.015855
        3033     1.57009     1.32868     0.01585
        3034     1.55634     1.32876   0.0158449
        3035     1.54259     1.32883   0.0158399
        3036     1.52942      1.3289   0.0158348
        3037     1.51685     1.32896   0.0158297
        3038     1.50399     1.32902   0.0158246
        3039     1.49231     1.32907   0.0158195
        3040     1.48063     1.32912   0.0158144
        3041     1.47018     1.32917   0.0158092
        3042     1.45979     1.32921   0.0158041
        3043     1.45065     1.32925   0.0157989
        3044      1.4411     1.32929   0.0157938
        3045      1.4321     1.32932   0.0157886
        3046      1.4234     1.32935   0.0157835
        3047     1.41572     1.32938   0.0157783
        3048     1.40881      1.3294   0.0157732
        3049     1.40217     1.32943    0.015768
        3050     1.39555     1.32945   0.0157629
        3051     1.39013     1.32947   0.0157577
        3052     1.38541     1.32949   0.0157526
        3053     1.38065      1.3295   0.0157474
        3054     1.37605     1.32952   0.0157423
        3055     1.37208     1.32953   0.0157371
        3056     1.36822     1.32955    0.015732
        3057     1.36443     1.32956   0.0157268
        3058      1.3614     1.32957   0.0157217
        3059      1.3586     1.32958   0.0157166
        3060     1.35601     1.32959   0.0157114
        3061     1.35286     1.32959   0.0157063
        3062     1.35031      1.3296   0.0157012
        3063     1.34832     1.32961    0.015696
        3064     1.34636     1.32961   0.0156909
        3065     1.34367     1.32962   0.0156858
        3066     1.34118     1.32962   0.0156807
        3067     1.33908     1.32962   0.0156756
        3068     1.33712     1.32963   0.0156705
        3069     1.33404     1.32963   0.0156654
        3070     1.33152     1.32963   0.0156603
        3071     1.32834     1.32963   0.0156552
        3072     1.32496     1.32963   0.0156501
        3073     1.32162     1.32962    0.015645
        3074     1.31808     1.32962   0.0156399
        3075     1.31412     1.32962   0.0156348
        3076     1.30998     1.32961   0.0156297
        3077     1.30595      1.3296   0.0156246
        3078     1.30156     1.32959   0.0156196
        3079     1.29734     1.32958   0.0156145
        3080      1.2931     1.32957   0.0156094
        3081     1.28913     1.32956   0.0156044
        3082     1.28525     1.32954   0.0155993
        3083     1.28079     1.32953   0.0155943
        3084      1.2763     1.32951   0.0155892
        3085     1.27282     1.32949   0.0155842
        3086     1.26967     1.32947   0.0155791
        3087     1.26741     1.32945   0.0155741
        3088      1.2649     1.32943   0.0155691
        3089     1.26245     1.32941    0.015564
        3090     1.26107     1.32939    0.015559
        3091     1.26059     1.32936    0.015554
        3092     1.26105     1.32934    0.015549
        3093     1.26178     1.32932    0.015544
        3094     1.26379      1.3293    0.015539
        3095     1.26591     1.32928    0.015534
        3096     1.26936     1.32926    0.015529
        3097     1.27322     1.32924   0.0155239
        3098     1.27823     1.32922   0.0155189
        3099     1.28414     1.32921   0.0155139
        3100     1.29073      1.3292   0.0155089
        3101     1.29847     1.32919   0.0155039
        3102     1.30713     1.32918   0.0154989
        3103     1.31667     1.32918    0.015494
        3104     1.32661     1.32918    0.015489
        3105     1.33811     1.32918    0.015484
        3106     1.35067     1.32919    0.015479
        3107       1.364      1.3292    0.015474
        3108     1.37709     1.32921    0.015469
        3109     1.39112     1.32923   0.0154641
        3110     1.40625     1.32926   0.0154591
        3111     1.42197     1.32929   0.0154542
        3112     1.43797     1.32932   0.0154493
        3113     1.45444     1.32936   0.0154444
        3114     1.47153     1.32941   0.0154395
        3115     1.48823     1.32946   0.0154346
        3116     1.50592     1.32952   0.0154297
        3117     1.52429     1.32958   0.0154249
        3118     1.54254     1.32965   0.0154201
        3119     1.56086     1.32972   0.0154154
        3120     1.57845      1.3298   0.0154106
        3121      1.5962     1.32989   0.0154059
        3122     1.61405     1.32998   0.0154012
        3123     1.63195     1.33007   0.0153966
        3124     1.64911     1.33017    0.015392
        3125     1.66572     1.33028   0.0153875
        3126     1.68245      1.3304    0.015383
        3127     1.69925     1.33051   0.0153785
        3128     1.71513     1.33064   0.0153741
        3129     1.73027     1.33076   0.0153697
        3130     1.74465      1.3309   0.0153654
        3131     1.75945     1.33103   0.0153611
        3132      1.7732     1.33117   0.0153568
        3133     1.78613     1.33132   0.0153526
        3134     1.79848     1.33147   0.0153484
        3135     1.81215     1.33162   0.0153443
        3136     1.82379     1.33178   0.0153402
        3137     1.83436     1.33194   0.0153361
        3138     1.84461      1.3321   0.0153321
        3139     1.85455     1.33227   0.0153281
        3140     1.86323     1.33244   0.0153242
        3141     1.87166     1.33261   0.0153203
        3142     1.88081     1.33278   0.0153164
        3143     1.88904     1.33296   0.0153125
        3144     1.89637     1.33314   0.0153087
        3145     1.90238     1.33332   0.0153049
        3146     1.90925      1.3335   0.0153011
        3147      1.9151     1.33369   0.0152974
        3148     1.92117     1.33388   0.0152937
        3149     1.92629     1.33406     0.01529
        3150     1.93123     1.33425   0.0152863
        3151     1.93769     1.33444   0.0152827
        3152     1.94354     1.33464    0.015279
        3153     1.94882     1.33483   0.0152754
        3154     1.95355     1.33503   0.0152718
        3155     1.95824     1.33523   0.0152683
        3156     1.96362     1.33543   0.0152647
        3157     1.96852     1.33563   0.0152612
        3158     1.97366     1.33583   0.0152577
        3159     1.97883     1.33603   0.0152542
        3160     1.98377     1.33624   0.0152508
        3161      1.9902     1.33644   0.0152474
        3162     1.99399     1.33665    0.015244
        3163      2.0007     1.33686   0.0152406
        3164     2.00623     1.33707   0.0152373
        3165     2.01129     1.33729   0.0152339
        3166     2.01754      1.3375   0.0152306
        3167     2.02306     1.33772   0.0152274
        3168     2.02783     1.33794   0.0152241
        3169     2.03328     1.33815   0.0152209
        3170     2.03817     1.33838   0.0152177
        3171     2.04346      1.3386   0.0152145
        3172     2.04911     1.33882   0.0152114
        3173     2.05438     1.33905   0.0152082
        3174     2.05876     1.33927   0.0152051
        3175     2.06246      1.3395   0.0152021
        3176     2.06615     1.33973    0.015199
        3177     2.06982     1.33996   0.0151959
        3178     2.07317     1.34019   0.0151929
        3179     2.07664     1.34042   0.0151899
        3180     2.07897     1.34065   0.0151869
        3181     2.08157     1.34089   0.0151839
        3182     2.08363     1.34112   0.0151809
        3183     2.08464     1.34135    0.015178
        3184     2.08499     1.34159    0.015175
        3185     2.08488     1.34182    0.015172
        3186     2.08423     1.34205   0.0151691
        3187     2.08201     1.34229   0.0151661
        3188      2.0801     1.34252   0.0151631
        3189     2.07627     1.34275   0.0151601
        3190     2.07192     1.34298    0.015157
        3191      2.0663      1.3432    0.015154
        3192     2.06011     1.34343   0.0151509
        3193     2.05286     1.34365   0.0151478
        3194     2.04434     1.34387   0.0151446
        3195     2.03384     1.34409   0.0151414
        3196     2.02311      1.3443   0.0151382
        3197     2.01174     1.34451   0.0151349
        3198     1.99885     1.34471   0.0151315
        3199     1.98479     1.34491   0.0151281
        3200     1.97112     1.34511   0.0151247
        3201     1.95724      1.3453   0.0151212
        3202     1.94279     1.34549   0.0151176
        3203     1.92793     1.34567    0.015114
        3204     1.91372     1.34584   0.0151103
        3205      1.8991     1.34602   0.0151065
        3206      1.8844     1.34619   0.0151028
        3207     1.87022     1.34635   0.0150989
        3208     1.85615     1.34651   0.0150951
        3209      1.8432     1.34666   0.0150912
        3210     1.83047     1.34681   0.0150872
        3211     1.81821     1.34696   0.0150832
        3212     1.80571      1.3471   0.0150792
        3213      1.7944     1.34724   0.0150752
        3214     1.78304     1.34738   0.0150711
        3215     1.77255     1.34751    0.015067
        3216     1.76242     1.34764   0.0150628
        3217     1.75258     1.34776   0.0150587
        3218     1.74201     1.34789   0.0150545
        3219     1.73162     1.34801   0.0150503
        3220     1.72258     1.34812   0.0150461
        3221     1.71385     1.34824   0.0150418
        3222     1.70471     1.34835   0.0150376
        3223     1.69583     1.34845   0.0150333
        3224     1.68601     1.34856    0.015029
        3225     1.67764     1.34866   0.0150247
        3226     1.66713     1.34876   0.0150203
        3227     1.65835     1.34886    0.015016
        3228     1.64917     1.34895   0.0150116
        3229     1.63986     1.34904   0.0150073
        3230     1.63096     1.34913   0.0150029
        3231     1.62202     1.34921   0.0149985
        3232     1.61384     1.34929    0.014994
        3233     1.60551     1.34937   0.0149896
        3234      1.5978     1.34945   0.0149852
        3235     1.59102     1.34952   0.0149807
        3236     1.58379      1.3496   0.0149763
        3237      1.5776     1.34967   0.0149718
        3238      1.5718     1.34973   0.0149673
        3239     1.56739      1.3498   0.0149629
        3240     1.56323     1.34987   0.0149584
        3241      1.5596     1.34993   0.0149539
        3242     1.55608        1.35   0.0149494
        3243     1.55365     1.35006    0.014945
        3244     1.55284     1.35012   0.0149405
        3245     1.55247     1.35018    0.014936
        3246     1.55256     1.35025   0.0149315
        3247     1.55482     1.35031   0.0149271
        3248     1.55782     1.35037   0.0149226
        3249     1.56251     1.35044   0.0149182
        3250     1.56673      1.3505   0.0149137
        3251     1.57191     1.35057   0.0149093
        3252     1.57924     1.35064   0.0149049
        3253     1.58748     1.35072   0.0149005
        3254     1.59611     1.35079   0.0148961
        3255     1.60533     1.35087   0.0148917
        3256     1.61557     1.35095   0.0148874
        3257     1.62651     1.35104    0.014883
        3258     1.63784     1.35112   0.0148787
        3259     1.64996     1.35122   0.0148744
        3260     1.66254     1.35131   0.0148702
        3261     1.67571     1.35141    0.014866
        3262      1.6889     1.35151   0.0148618
        3263     1.70293     1.35162   0.0148576
        3264     1.71579     1.35173   0.0148535
        3265     1.72926     1.35185   0.0148494
        3266     1.74274     1.35197   0.0148453
        3267     1.75563     1.35209   0.0148413
        3268     1.76755     1.35222   0.0148373
        3269      1.7791     1.35235   0.0148333
        3270     1.78968     1.35248   0.0148294
        3271     1.80038     1.35262   0.0148255
        3272      1.8094     1.35276   0.0148216
        3273     1.81687      1.3529   0.0148178
        3274     1.82368     1.35305   0.0148139
        3275     1.82925     1.35319   0.0148101
        3276     1.83279     1.35334   0.0148063
        3277     1.83545     1.35348   0.0148025
        3278     1.83694     1.35363   0.0147987
        3279     1.83723     1.35378    0.014795
        3280     1.83607     1.35393   0.0147912
        3281     1.83322     1.35407   0.0147874
        3282     1.82891     1.35422   0.0147836
        3283     1.82439     1.35436   0.0147798
        3284     1.81706      1.3545    0.014776
        3285     1.80864     1.35464   0.0147721
        3286     1.79898     1.35477   0.0147682
        3287     1.78791     1.35491   0.0147643
        3288     1.77624     1.35503   0.0147604
        3289     1.76217     1.35516   0.0147564
        3290     1.74893     1.35528   0.0147524
        3291     1.73425     1.35539   0.0147484
        3292       1.719      1.3555   0.0147443
        3293      1.7033     1.35561   0.0147402
        3294      1.6878     1.35571   0.0147361
        3295     1.67265     1.35581   0.0147319
        3296     1.65632      1.3559   0.0147278
        3297     1.64066     1.35598   0.0147235
        3298     1.62439     1.35607   0.0147193
        3299     1.61006     1.35614    0.014715
        3300     1.59639     1.35622   0.0147108
        3301     1.58257     1.35628   0.0147065
        3302     1.57042     1.35635   0.0147022
        3303     1.55912     1.35641   0.0146978
        3304      1.5495     1.35647   0.0146935
        3305      1.5412     1.35652   0.0146892
        3306     1.53312     1.35658   0.0146848
        3307     1.52725     1.35663   0.0146805
        3308     1.52296     1.35668   0.0146761
        3309     1.51981     1.35673   0.0146718
        3310     1.51904     1.35678   0.0146674
        3311      1.5202     1.35683   0.0146631
        3312     1.52231     1.35688   0.0146587
        3313     1.52634     1.35693   0.0146544
        3314     1.53177     1.35698   0.0146501
        3315     1.53854     1.35704   0.0146457
        3316     1.54731     1.35709   0.0146414
        3317       1.558     1.35715   0.0146371
        3318     1.56979     1.35722   0.0146329
        3319     1.58233     1.35729   0.0146286
        3320     1.59597     1.35736   0.0146244
        3321     1.61154     1.35743   0.0146202
        3322     1.62769     1.35752    0.014616
        3323     1.64498      1.3576   0.0146119
        3324     1.66181     1.35769   0.0146078
        3325     1.67923     1.35779   0.0146037
        3326      1.6973     1.35789   0.0145997
        3327     1.71514       1.358   0.0145957
        3328     1.73163     1.35811   0.0145917
        3329     1.74854     1.35823   0.0145878
        3330     1.76477     1.35835   0.0145839
        3331     1.78042     1.35848   0.0145801
        3332     1.79633     1.35861   0.0145763
        3333     1.81094     1.35875   0.0145726
        3334     1.82417     1.35888   0.0145689
        3335     1.83617     1.35903   0.0145652
        3336     1.84833     1.35917   0.0145616
        3337     1.85842     1.35932    0.014558
        3338     1.86762     1.35948   0.0145544
        3339     1.87518     1.35963   0.0145509
        3340     1.88182     1.35979   0.0145474
        3341     1.88777     1.35995   0.0145439
        3342     1.89233      1.3601   0.0145404
        3343     1.89552     1.36026   0.0145369
        3344     1.89906     1.36043   0.0145335
        3345     1.90104     1.36059     0.01453
        3346     1.90128     1.36075   0.0145266
        3347     1.90054     1.36091   0.0145231
        3348     1.89912     1.36107   0.0145197
        3349     1.89585     1.36123   0.0145162
        3350     1.89201     1.36139   0.0145128
        3351      1.8886     1.36155   0.0145093
        3352     1.88352      1.3617   0.0145058
        3353     1.87754     1.36186   0.0145023
        3354     1.87097     1.36201   0.0144987
        3355     1.86484     1.36216   0.0144952
        3356      1.8575     1.36231   0.0144916
        3357        1.85     1.36245    0.014488
        3358     1.84262     1.36259   0.0144844
        3359     1.83397     1.36273   0.0144808
        3360     1.82605     1.36287   0.0144772
        3361     1.81675     1.36301   0.0144735
        3362     1.80828     1.36314   0.0144698
        3363     1.80022     1.36327   0.0144661
        3364     1.79192      1.3634   0.0144623
        3365     1.78292     1.36352   0.0144586
        3366     1.77329     1.36364   0.0144548
        3367     1.76523     1.36376    0.014451
        3368     1.75759     1.36388   0.0144472
        3369     1.74945     1.36399   0.0144433
        3370     1.74132     1.36411   0.0144395
        3371     1.73446     1.36422   0.0144356
        3372     1.72697     1.36432   0.0144317
        3373     1.72032     1.36443   0.0144278
        3374     1.71455     1.36453   0.0144239
        3375     1.70871     1.36463     0.01442
        3376     1.70354     1.36474   0.0144161
        3377     1.69835     1.36483   0.0144122
        3378     1.69386     1.36493   0.0144082
        3379     1.68961     1.36503   0.0144043
        3380     1.68656     1.36512   0.0144003
        3381     1.68351     1.36522   0.0143964
        3382     1.68093     1.36531   0.0143924
        3383     1.67906      1.3654   0.0143885
        3384     1.67718     1.36549   0.0143845
        3385     1.67549     1.36559   0.0143806
        3386     1.67495     1.36568   0.0143766
        3387     1.67458     1.36577   0.0143726
        3388     1.67458     1.36586   0.0143687
        3389      1.6742     1.36595   0.0143647
        3390      1.6751     1.36604   0.0143608
        3391     1.67604     1.36613   0.0143568
        3392     1.67722     1.36623   0.0143529
        3393     1.67786     1.36632    0.014349
        3394     1.67939     1.36641    0.014345
        3395     1.68077      1.3665   0.0143411
        3396     1.68268      1.3666   0.0143372
        3397     1.68411     1.36669   0.0143333
        3398     1.68572     1.36678   0.0143294
        3399     1.68648     1.36688   0.0143255
        3400     1.68874     1.36697   0.0143216
        3401     1.68932     1.36707   0.0143177
        3402      1.6896     1.36716   0.0143138
        3403     1.68975     1.36726   0.0143099
        3404     1.68923     1.36735    0.014306
        3405     1.68943     1.36744   0.0143021
        3406     1.68836     1.36754   0.0142982
        3407     1.68476     1.36763   0.0142943
        3408     1.68148     1.36772   0.0142904
        3409     1.67799     1.36782   0.0142865
        3410     1.67377     1.36791   0.0142826
        3411     1.66879     1.36799   0.0142787
        3412     1.66303     1.36808   0.0142748
        3413      1.6572     1.36816   0.0142708
        3414     1.65032     1.36825   0.0142669
        3415     1.64194     1.36833   0.0142629
        3416     1.63373      1.3684    0.014259
        3417      1.6243     1.36848    0.014255
        3418     1.61342     1.36855    0.014251
        3419     1.60188     1.36862    0.014247
        3420     1.58972     1.36868    0.014243
        3421     1.57821     1.36875    0.014239
        3422     1.56575      1.3688   0.0142349
        3423     1.55265     1.36886   0.0142309
        3424     1.53876     1.36891   0.0142268
        3425     1.52561     1.36895   0.0142227
        3426     1.51256     1.36899   0.0142186
        3427     1.49948     1.36903   0.0142145
        3428     1.48573     1.36907   0.0142104
        3429     1.47238      1.3691   0.0142063
        3430     1.45951     1.36912   0.0142022
        3431     1.44673     1.36915   0.0141981
        3432     1.43436     1.36916   0.0141939
        3433     1.42224     1.36918   0.0141898
        3434     1.41092     1.36919   0.0141857
        3435     1.39951      1.3692   0.0141816
        3436     1.38925     1.36921   0.0141774
        3437     1.38021     1.36921   0.0141733
        3438     1.37122     1.36921   0.0141692
        3439     1.36375     1.36921   0.0141651
        3440     1.35758     1.36921   0.0141609
        3441     1.35176      1.3692   0.0141568
        3442     1.34583     1.36919   0.0141527
        3443      1.3417     1.36919   0.0141486
        3444     1.33791     1.36918   0.0141445
        3445     1.33471     1.36917   0.0141404
        3446     1.33301     1.36916   0.0141363
        3447      1.3328     1.36915   0.0141322
        3448     1.33188     1.36913   0.0141281
        3449     1.33309     1.36912    0.014124
        3450     1.33302     1.36911   0.0141199
        3451     1.33429      1.3691   0.0141158
        3452     1.33708     1.36909   0.0141118
        3453     1.33967     1.36909   0.0141077
        3454     1.34248     1.36908   0.0141036
        3455     1.34595     1.36907   0.0140995
        3456     1.34955     1.36907   0.0140954
        3457     1.35322     1.36906   0.0140914
        3458     1.35766     1.36906   0.0140873
        3459      1.3628     1.36906   0.0140832
        3460     1.36643     1.36906   0.0140791
        3461     1.37067     1.36906   0.0140751
        3462     1.37594     1.36906    0.014071
        3463     1.38052     1.36906   0.0140669
        3464     1.38556     1.36907   0.0140629
        3465     1.39003     1.36907   0.0140588
        3466      1.3951     1.36908   0.0140548
        3467     1.39997     1.36909   0.0140507
        3468     1.40483      1.3691   0.0140467
        3469     1.40913     1.36911   0.0140426
        3470     1.41234     1.36912   0.0140386
        3471     1.41559     1.36914   0.0140345
        3472     1.41833     1.36915   0.0140305
        3473     1.42074     1.36917   0.0140265
        3474     1.42253     1.36918   0.0140224
        3475     1.42361      1.3692   0.0140184
        3476     1.42371     1.36921   0.0140144
        3477     1.42326     1.36923   0.0140104
        3478     1.42148     1.36924   0.0140064
        3479     1.41954     1.36926   0.0140023
        3480     1.41647     1.36927   0.0139983
        3481     1.41248     1.36928   0.0139943
        3482      1.4071     1.36929   0.0139903
        3483     1.40033      1.3693   0.0139863
        3484     1.39243     1.36931   0.0139823
        3485      1.3844     1.36931   0.0139783
        3486     1.37531     1.36932   0.0139742
        3487     1.36594     1.36931   0.0139702
        3488     1.35611     1.36931   0.0139662
        3489     1.34516      1.3693   0.0139622
        3490     1.33316     1.36929   0.0139582
        3491     1.32164     1.36928   0.0139542
        3492     1.30898     1.36926   0.0139503
        3493     1.29624     1.36924   0.0139463
        3494     1.28445     1.36922   0.0139423
        3495     1.27104     1.36919   0.0139383
        3496     1.25825     1.36916   0.0139344
        3497     1.24495     1.36912   0.0139305
        3498     1.23241     1.36908   0.0139265
        3499     1.21877     1.36904   0.0139226
        3500     1.20599     1.36899   0.0139187
        3501     1.19318     1.36894   0.0139148
        3502     1.18109     1.36889    0.013911
        3503     1.16904     1.36883   0.0139071
        3504     1.15755     1.36877   0.0139033
        3505     1.14616     1.36871   0.0138994
        3506     1.13513     1.36864   0.0138956
        3507     1.12521     1.36857   0.0138919
        3508     1.11543      1.3685   0.0138881
        3509      1.1058     1.36843   0.0138843
        3510      1.0956     1.36835   0.0138806
        3511     1.08748     1.36827   0.0138769
        3512     1.07928     1.36819   0.0138732
        3513        1.07      1.3681   0.0138695
        3514     1.06182     1.36801   0.0138658
        3515     1.05473     1.36792   0.0138621
        3516     1.04774     1.36783   0.0138585
        3517     1.04061     1.36774   0.0138549
        3518     1.03403     1.36765   0.0138512
        3519      1.0287     1.36755   0.0138476
        3520     1.02294     1.36745   0.0138441
        3521     1.01694     1.36735   0.0138405
        3522     1.01167     1.36725   0.0138369
        3523     1.00684     1.36715   0.0138334
        3524     1.00197     1.36704   0.0138298
        3525    0.997269     1.36694   0.0138263
        3526    0.992231     1.36683   0.0138228
        3527    0.988033     1.36673   0.0138193
        3528    0.983209     1.36662   0.0138158
        3529    0.979418     1.36651   0.0138123
