#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        4186      1.7623      1.3738   0.0117579
        4187     1.75716     1.37389   0.0117555
        4188     1.74983     1.37398    0.011753
        4189     1.74229     1.37407   0.0117505
        4190     1.73488     1.37415    0.011748
        4191     1.72696     1.37424   0.0117455
        4192     1.71837     1.37432    0.011743
        4193     1.70823      1.3744   0.0117405
        4194     1.69854     1.37448   0.0117379
        4195     1.68866     1.37455   0.0117354
        4196     1.67864     1.37462   0.0117328
        4197     1.66785     1.37469   0.0117302
        4198      1.6585     1.37476   0.0117276
        4199     1.64873     1.37483    0.011725
        4200     1.63908     1.37489   0.0117224
        4201     1.63007     1.37495   0.0117198
        4202     1.62079     1.37501   0.0117171
        4203     1.61125     1.37507   0.0117145
        4204     1.60295     1.37512   0.0117118
        4205      1.5947     1.37517   0.0117091
        4206      1.5865     1.37522   0.0117065
        4207     1.57862     1.37527   0.0117038
        4208     1.57105     1.37532   0.0117011
        4209     1.56403     1.37536   0.0116984
        4210     1.55706     1.37541   0.0116957
        4211     1.55108     1.37545    0.011693
        4212     1.54486     1.37549   0.0116903
        4213     1.53811     1.37553   0.0116876
        4214     1.53152     1.37556   0.0116849
        4215     1.52527      1.3756   0.0116821
        4216     1.51953     1.37563   0.0116794
        4217     1.51353     1.37567   0.0116767
        4218     1.50743      1.3757    0.011674
        4219     1.50139     1.37573   0.0116712
        4220     1.49388     1.37575   0.0116685
        4221     1.48699     1.37578   0.0116658
        4222     1.47895     1.37581    0.011663
        4223     1.47113     1.37583   0.0116603
        4224     1.46151     1.37585   0.0116576
        4225     1.45291     1.37587   0.0116548
        4226     1.44333     1.37588   0.0116521
        4227     1.43321      1.3759   0.0116493
        4228     1.42152     1.37591   0.0116466
        4229     1.41016     1.37591   0.0116438
        4230     1.39717     1.37592   0.0116411
        4231     1.38326     1.37592   0.0116383
        4232     1.36892     1.37592   0.0116356
        4233     1.35248     1.37591   0.0116328
        4234     1.33539      1.3759   0.0116301
        4235     1.31771     1.37589   0.0116273
        4236     1.29948     1.37587   0.0116246
        4237     1.28051     1.37585   0.0116219
        4238     1.26112     1.37582   0.0116192
        4239      1.2409     1.37579   0.0116165
        4240     1.21945     1.37575   0.0116138
        4241     1.19757     1.37571   0.0116111
        4242     1.17512     1.37567   0.0116085
        4243     1.15317     1.37561   0.0116059
        4244     1.13132     1.37556   0.0116033
        4245     1.10919     1.37549   0.0116007
        4246     1.08713     1.37542   0.0115982
        4247     1.06547     1.37535   0.0115957
        4248     1.04407     1.37527   0.0115932
        4249     1.02303     1.37519   0.0115908
        4250     1.00219      1.3751   0.0115884
        4251    0.982861     1.37501    0.011586
        4252    0.962467     1.37491   0.0115837
        4253      0.9435     1.37481   0.0115814
        4254    0.925313     1.37471   0.0115792
        4255    0.907981      1.3746    0.011577
        4256    0.891325     1.37448   0.0115748
        4257    0.875645     1.37437   0.0115727
        4258     0.86195     1.37425   0.0115706
        4259    0.848847     1.37412   0.0115685
        4260    0.836614       1.374   0.0115665
        4261    0.825281     1.37387   0.0115645
        4262    0.815591     1.37374   0.0115625
        4263    0.808281      1.3736   0.0115606
        4264    0.799751     1.37347   0.0115587
        4265    0.793616     1.37333   0.0115568
        4266    0.786984      1.3732   0.0115549
        4267    0.783217     1.37306    0.011553
        4268    0.780614     1.37292   0.0115511
        4269    0.779398     1.37278   0.0115492
        4270    0.778337     1.37264   0.0115474
        4271    0.778851      1.3725   0.0115455
        4272    0.780907     1.37236   0.0115436
        4273    0.783261     1.37223   0.0115418
        4274    0.786597     1.37209   0.0115399
        4275    0.790874     1.37195    0.011538
        4276    0.796289     1.37182   0.0115361
        4277    0.801829     1.37168   0.0115341
        4278    0.808891     1.37155   0.0115322
        4279    0.817184     1.37142   0.0115302
        4280    0.825217      1.3713   0.0115282
        4281    0.834384     1.37117   0.0115262
        4282    0.844159     1.37105   0.0115242
        4283    0.854732     1.37093   0.0115221
        4284    0.865099     1.37081     0.01152
        4285     0.87666     1.37069   0.0115179
        4286    0.888173     1.37058   0.0115158
        4287    0.901282     1.37047   0.0115136
        4288    0.914511     1.37036   0.0115114
        4289    0.926383     1.37026   0.0115092
        4290    0.939283     1.37016    0.011507
        4291    0.952226     1.37006   0.0115047
        4292    0.965674     1.36997   0.0115024
        4293    0.980092     1.36988   0.0115001
        4294    0.994022     1.36979   0.0114977
        4295     1.00866     1.36971   0.0114954
        4296     1.02256     1.36963    0.011493
        4297     1.03789     1.36955   0.0114906
        4298     1.05368     1.36948   0.0114881
        4299     1.06993     1.36941   0.0114857
        4300       1.084     1.36934   0.0114832
        4301     1.09974     1.36928   0.0114807
        4302     1.11572     1.36922   0.0114782
        4303     1.13194     1.36916   0.0114756
        4304     1.14793     1.36911   0.0114731
        4305     1.16441     1.36906   0.0114705
        4306     1.18187     1.36902   0.0114679
        4307     1.19936     1.36898   0.0114653
        4308     1.21664     1.36895   0.0114627
        4309     1.23515     1.36891   0.0114601
        4310     1.25345     1.36889   0.0114575
        4311     1.27154     1.36886   0.0114548
        4312     1.29038     1.36885   0.0114522
        4313     1.31022     1.36883   0.0114496
        4314     1.32913     1.36882   0.0114469
        4315     1.34807     1.36882   0.0114443
        4316      1.3675     1.36882   0.0114416
        4317     1.38718     1.36882    0.011439
        4318     1.40829     1.36883   0.0114363
        4319      1.4289     1.36885   0.0114337
        4320     1.44922     1.36886    0.011431
        4321     1.46995     1.36889   0.0114284
        4322     1.49034     1.36892   0.0114258
        4323     1.51108     1.36895   0.0114232
        4324     1.53165     1.36899   0.0114206
        4325     1.55225     1.36903   0.0114181
        4326     1.57379     1.36908   0.0114155
        4327     1.59429     1.36913    0.011413
        4328     1.61538     1.36919   0.0114105
        4329      1.6358     1.36925    0.011408
        4330     1.65619     1.36931   0.0114056
        4331     1.67648     1.36938   0.0114032
        4332      1.6966     1.36946   0.0114008
        4333      1.7155     1.36954   0.0113985
        4334     1.73381     1.36962   0.0113961
        4335      1.7517     1.36971   0.0113938
        4336     1.76884      1.3698   0.0113916
        4337      1.7849      1.3699   0.0113894
        4338      1.7998        1.37   0.0113872
        4339     1.81466      1.3701    0.011385
        4340     1.82844     1.37021   0.0113829
        4341     1.84085     1.37031   0.0113808
        4342     1.85182     1.37043   0.0113787
        4343     1.86129     1.37054   0.0113766
        4344      1.8702     1.37065   0.0113746
        4345      1.8773     1.37077   0.0113726
        4346     1.88282     1.37089   0.0113706
        4347     1.88723     1.37101   0.0113686
        4348     1.88982     1.37113   0.0113666
        4349     1.89204     1.37125   0.0113646
        4350     1.89297     1.37137   0.0113626
        4351     1.89215     1.37149   0.0113606
        4352     1.89108     1.37161   0.0113587
        4353     1.88814     1.37172   0.0113567
        4354     1.88386     1.37184   0.0113547
        4355      1.8776     1.37196   0.0113527
        4356     1.87208     1.37207   0.0113506
        4357      1.8652     1.37219   0.0113486
        4358     1.85801      1.3723   0.0113465
        4359     1.84915     1.37241   0.0113445
        4360     1.84013     1.37251   0.0113424
        4361     1.83055     1.37262   0.0113402
        4362     1.82001     1.37272   0.0113381
        4363     1.80904     1.37282    0.011336
        4364     1.79747     1.37292   0.0113338
        4365      1.7856     1.37301   0.0113316
        4366     1.77349      1.3731   0.0113293
        4367     1.76143     1.37319   0.0113271
        4368     1.75018     1.37328   0.0113248
        4369     1.73785     1.37336   0.0113226
        4370      1.7257     1.37344   0.0113202
        4371     1.71352     1.37352   0.0113179
        4372     1.70134      1.3736   0.0113156
        4373     1.68897     1.37367   0.0113132
        4374     1.67643     1.37374   0.0113109
        4375       1.664      1.3738   0.0113085
        4376     1.65173     1.37387   0.0113061
        4377     1.64038     1.37393   0.0113036
        4378     1.62807     1.37399   0.0113012
        4379     1.61701     1.37404   0.0112988
        4380     1.60679      1.3741   0.0112963
        4381     1.59672     1.37415   0.0112938
        4382     1.58736      1.3742   0.0112914
        4383     1.57707     1.37424   0.0112889
        4384     1.56856     1.37429   0.0112864
        4385     1.56021     1.37433   0.0112839
        4386     1.55281     1.37437   0.0112814
        4387     1.54592     1.37441   0.0112789
        4388     1.53984     1.37445   0.0112764
        4389     1.53487     1.37448   0.0112739
        4390     1.53106     1.37452   0.0112714
        4391     1.52772     1.37455   0.0112689
        4392     1.52608     1.37459   0.0112663
        4393      1.5245     1.37462   0.0112638
        4394     1.52394     1.37466   0.0112613
        4395     1.52586     1.37469   0.0112588
        4396     1.52809     1.37472   0.0112563
        4397     1.53062     1.37476   0.0112538
        4398      1.5344      1.3748   0.0112513
        4399     1.53915     1.37483   0.0112488
        4400     1.54532     1.37487   0.0112463
        4401     1.55188     1.37491   0.0112438
        4402     1.55974     1.37495   0.0112414
        4403     1.56834       1.375   0.0112389
        4404     1.57808     1.37504   0.0112364
        4405     1.58694     1.37509    0.011234
        4406     1.59724     1.37514   0.0112315
        4407      1.6079      1.3752   0.0112291
        4408     1.61809     1.37525   0.0112267
        4409      1.6289     1.37531   0.0112243
        4410     1.64021     1.37537   0.0112219
        4411     1.65141     1.37543   0.0112196
        4412     1.66238      1.3755   0.0112172
        4413     1.67253     1.37556   0.0112149
        4414     1.68174     1.37563   0.0112125
        4415     1.69109      1.3757   0.0112102
        4416     1.69929     1.37578   0.0112079
        4417     1.70696     1.37585   0.0112056
        4418     1.71402     1.37593   0.0112034
        4419     1.71991     1.37601   0.0112011
        4420     1.72505     1.37609   0.0111988
        4421     1.72915     1.37617   0.0111966
        4422     1.73218     1.37625   0.0111944
        4423     1.73412     1.37633   0.0111921
        4424     1.73494     1.37641   0.0111899
        4425     1.73514     1.37649   0.0111876
        4426     1.73399     1.37657   0.0111854
        4427     1.73152     1.37665   0.0111832
        4428      1.7275     1.37673   0.0111809
        4429     1.72294     1.37681   0.0111787
        4430     1.71618     1.37688   0.0111764
        4431      1.7087     1.37696   0.0111741
        4432     1.70054     1.37703   0.0111719
        4433     1.69245      1.3771   0.0111696
        4434     1.68328     1.37717   0.0111673
        4435     1.67329     1.37724   0.0111649
        4436     1.66204      1.3773   0.0111626
        4437     1.65052     1.37737   0.0111603
        4438     1.63755     1.37742   0.0111579
        4439     1.62532     1.37748   0.0111555
        4440     1.61144     1.37753   0.0111531
        4441     1.59665     1.37758   0.0111507
        4442     1.58146     1.37763   0.0111483
        4443     1.56612     1.37767   0.0111459
        4444     1.54969     1.37771   0.0111435
        4445     1.53337     1.37774    0.011141
        4446      1.5167     1.37778   0.0111385
        4447     1.49803      1.3778   0.0111361
        4448     1.47978     1.37783   0.0111336
        4449     1.46053     1.37784   0.0111311
        4450     1.44033     1.37786   0.0111286
        4451     1.42039     1.37787   0.0111261
        4452     1.39932     1.37787   0.0111236
        4453     1.37837     1.37787   0.0111211
        4454     1.35614     1.37787   0.0111186
        4455     1.33484     1.37786   0.0111161
        4456     1.31262     1.37784   0.0111136
        4457     1.29073     1.37782   0.0111112
        4458       1.269      1.3778   0.0111087
        4459      1.2475     1.37777   0.0111062
        4460     1.22486     1.37774   0.0111038
        4461     1.20427      1.3777   0.0111014
        4462     1.18243     1.37765    0.011099
        4463     1.16064      1.3776   0.0110966
        4464     1.13943     1.37755   0.0110942
        4465     1.11864     1.37749   0.0110919
        4466     1.09882     1.37743   0.0110896
        4467     1.07932     1.37736   0.0110873
        4468     1.06044     1.37729   0.0110851
        4469     1.04225     1.37722   0.0110828
        4470     1.02504     1.37714   0.0110806
        4471     1.00814     1.37706   0.0110785
        4472    0.991848     1.37697   0.0110763
        4473    0.976695     1.37688   0.0110742
        4474    0.962479     1.37679   0.0110721
        4475     0.94972     1.37669   0.0110701
        4476    0.936524     1.37659    0.011068
        4477    0.926048     1.37649    0.011066
        4478    0.916154     1.37639    0.011064
        4479    0.907821     1.37629    0.011062
        4480    0.900099     1.37618   0.0110601
        4481    0.893472     1.37607   0.0110581
        4482    0.887947     1.37596   0.0110562
        4483    0.884002     1.37585   0.0110543
        4484    0.880188     1.37574   0.0110524
        4485    0.878182     1.37563   0.0110505
        4486     0.87676     1.37552   0.0110486
        4487    0.876621     1.37541   0.0110467
        4488    0.877496      1.3753   0.0110448
        4489    0.878629     1.37519   0.0110429
        4490    0.880708     1.37508   0.0110409
        4491    0.884413     1.37497    0.011039
        4492     0.88874     1.37486   0.0110371
        4493    0.894604     1.37475   0.0110352
        4494     0.90051     1.37465   0.0110332
        4495    0.907368     1.37454   0.0110312
        4496    0.915609     1.37444   0.0110293
        4497    0.923974     1.37434   0.0110273
        4498    0.932177     1.37424   0.0110253
        4499    0.940161     1.37415   0.0110232
        4500    0.949563     1.37405   0.0110212
        4501    0.959617     1.37396   0.0110191
        4502    0.969805     1.37387    0.011017
        4503    0.979848     1.37378   0.0110149
        4504     0.99092      1.3737   0.0110128
        4505     1.00227     1.37362   0.0110107
        4506     1.01437     1.37354   0.0110085
        4507     1.02598     1.37346   0.0110064
        4508     1.03808     1.37338   0.0110042
        4509     1.05041     1.37331    0.011002
        4510     1.06345     1.37324   0.0109997
        4511     1.07673     1.37318   0.0109975
        4512     1.09026     1.37312   0.0109952
        4513     1.10307     1.37306    0.010993
        4514     1.11712       1.373   0.0109907
        4515     1.13095     1.37295   0.0109884
        4516     1.14555      1.3729    0.010986
        4517     1.15996     1.37285   0.0109837
        4518     1.17491      1.3728   0.0109814
        4519     1.18945     1.37276    0.010979
        4520     1.20452     1.37273   0.0109766
        4521     1.22087     1.37269   0.0109743
        4522     1.23606     1.37266   0.0109719
        4523     1.25179     1.37264   0.0109695
        4524     1.26852     1.37261   0.0109671
        4525     1.28623     1.37259   0.0109647
        4526     1.30323     1.37258   0.0109623
        4527      1.3207     1.37257   0.0109599
        4528     1.33885     1.37256   0.0109574
        4529     1.35621     1.37256    0.010955
        4530     1.37396     1.37256   0.0109526
        4531     1.39159     1.37256   0.0109502
        4532     1.40954     1.37257   0.0109478
        4533     1.42656     1.37258   0.0109454
        4534     1.44454      1.3726    0.010943
        4535     1.46248     1.37262   0.0109406
        4536     1.48009     1.37264   0.0109382
        4537     1.49781     1.37267   0.0109358
        4538      1.5151      1.3727   0.0109334
        4539      1.5324     1.37273   0.0109311
        4540     1.54943     1.37277   0.0109287
        4541     1.56566     1.37282   0.0109264
        4542       1.582     1.37286   0.0109241
        4543      1.5977     1.37291   0.0109218
        4544     1.61294     1.37296   0.0109195
        4545     1.62698     1.37302   0.0109173
        4546      1.6417     1.37308    0.010915
        4547     1.65637     1.37314   0.0109128
        4548     1.66951     1.37321   0.0109106
        4549     1.68304     1.37327   0.0109084
        4550     1.69527     1.37335   0.0109063
        4551     1.70739     1.37342   0.0109041
        4552     1.71892      1.3735    0.010902
        4553     1.72962     1.37357   0.0108999
        4554     1.73928     1.37365   0.0108978
        4555     1.74861     1.37374   0.0108957
        4556     1.75787     1.37382   0.0108936
        4557     1.76636     1.37391   0.0108916
        4558     1.77408     1.37399   0.0108895
        4559     1.78107     1.37408   0.0108875
        4560      1.7878     1.37417   0.0108855
        4561     1.79356     1.37427   0.0108835
        4562     1.80004     1.37436   0.0108815
        4563     1.80508     1.37445   0.0108795
        4564     1.80963     1.37455   0.0108776
        4565     1.81343     1.37465   0.0108756
        4566     1.81623     1.37474   0.0108737
        4567     1.81874     1.37484   0.0108717
        4568     1.82164     1.37494   0.0108698
        4569     1.82395     1.37504   0.0108679
        4570     1.82586     1.37513   0.0108659
        4571      1.8264     1.37523    0.010864
        4572       1.826     1.37533   0.0108621
        4573     1.82487     1.37543   0.0108601
        4574     1.82372     1.37553   0.0108582
        4575     1.82178     1.37563   0.0108563
        4576     1.81831     1.37572   0.0108543
        4577      1.8138     1.37582   0.0108524
        4578      1.8092     1.37591   0.0108504
        4579     1.80331     1.37601   0.0108484
        4580      1.7971      1.3761   0.0108465
        4581     1.78988     1.37619   0.0108445
        4582      1.7824     1.37628   0.0108425
        4583     1.77375     1.37636   0.0108405
        4584     1.76468     1.37645   0.0108384
        4585     1.75503     1.37653   0.0108364
        4586     1.74557     1.37661   0.0108343
        4587     1.73541     1.37669   0.0108322
        4588     1.72461     1.37677   0.0108301
        4589     1.71277     1.37684    0.010828
        4590     1.70141     1.37691   0.0108259
        4591     1.68962     1.37698   0.0108237
        4592     1.67676     1.37704   0.0108216
        4593     1.66506     1.37711   0.0108194
        4594     1.65361     1.37717   0.0108172
        4595     1.64126     1.37722    0.010815
        4596     1.62951     1.37728   0.0108128
        4597     1.61768     1.37733   0.0108106
        4598     1.60627     1.37738   0.0108083
        4599      1.5946     1.37743   0.0108061
        4600     1.58365     1.37747   0.0108038
        4601     1.57246     1.37751   0.0108016
        4602     1.56249     1.37755   0.0107993
        4603     1.55227     1.37759    0.010797
        4604       1.543     1.37763   0.0107947
        4605     1.53322     1.37766   0.0107925
        4606     1.52337     1.37769   0.0107902
        4607     1.51392     1.37772   0.0107879
        4608     1.50432     1.37775   0.0107855
        4609     1.49526     1.37778   0.0107832
        4610     1.48643      1.3778   0.0107809
        4611      1.4773     1.37782   0.0107786
        4612     1.46829     1.37784   0.0107763
        4613     1.45933     1.37786    0.010774
        4614     1.44963     1.37787   0.0107716
        4615     1.44009     1.37789   0.0107693
        4616     1.42873      1.3779    0.010767
        4617     1.41791     1.37791   0.0107647
        4618     1.40589     1.37791   0.0107623
        4619      1.3936     1.37792     0.01076
        4620     1.38223     1.37792   0.0107577
        4621     1.36913     1.37792   0.0107553
        4622     1.35431     1.37791    0.010753
        4623      1.3402      1.3779   0.0107507
        4624     1.32516     1.37789   0.0107484
        4625     1.31117     1.37788   0.0107461
        4626     1.29541     1.37786   0.0107438
        4627     1.28015     1.37784   0.0107415
        4628     1.26449     1.37781   0.0107392
        4629     1.24879     1.37779   0.0107369
        4630     1.23313     1.37775   0.0107346
        4631     1.21739     1.37772   0.0107323
        4632     1.20092     1.37768   0.0107301
        4633     1.18576     1.37764   0.0107279
        4634     1.17197      1.3776   0.0107256
        4635     1.15771     1.37755   0.0107234
        4636     1.14376      1.3775   0.0107212
        4637     1.12993     1.37744   0.0107191
        4638     1.11747     1.37739   0.0107169
        4639     1.10568     1.37733   0.0107147
        4640      1.0953     1.37727   0.0107126
        4641     1.08491     1.37721   0.0107105
        4642     1.07571     1.37714   0.0107084
        4643     1.06747     1.37707   0.0107063
        4644      1.0597     1.37701   0.0107042
        4645     1.05217     1.37694   0.0107021
        4646     1.04583     1.37686      0.0107
        4647      1.0402     1.37679    0.010698
        4648      1.0353     1.37672   0.0106959
        4649     1.03041     1.37664   0.0106939
        4650     1.02699     1.37657   0.0106919
        4651      1.0253     1.37649   0.0106898
        4652     1.02295     1.37642   0.0106878
        4653     1.02213     1.37634   0.0106858
        4654      1.0224     1.37627   0.0106837
        4655     1.02185     1.37619   0.0106817
        4656     1.02244     1.37611   0.0106797
        4657     1.02493     1.37604   0.0106777
        4658     1.02886     1.37596   0.0106756
        4659     1.03305     1.37589   0.0106736
        4660     1.03873     1.37582   0.0106716
        4661      1.0447     1.37575   0.0106695
        4662     1.05218     1.37568   0.0106674
        4663     1.06021     1.37561   0.0106654
        4664     1.06997     1.37554   0.0106633
        4665     1.07953     1.37548   0.0106612
        4666     1.09103     1.37542   0.0106591
        4667     1.10299     1.37536   0.0106569
        4668     1.11561     1.37531   0.0106548
        4669      1.1298     1.37525   0.0106527
        4670     1.14428      1.3752   0.0106505
        4671     1.15899     1.37516   0.0106483
        4672     1.17577     1.37511   0.0106461
        4673     1.19189     1.37508   0.0106439
        4674     1.20895     1.37504   0.0106417
        4675     1.22733     1.37501   0.0106395
        4676     1.24524     1.37498   0.0106372
        4677     1.26308     1.37496    0.010635
        4678     1.28049     1.37494   0.0106327
        4679     1.29811     1.37492   0.0106305
        4680     1.31584     1.37491   0.0106282
        4681     1.33361      1.3749   0.0106259
        4682     1.34988     1.37489   0.0106237
        4683     1.36605     1.37489   0.0106214
        4684     1.38303     1.37489   0.0106191
        4685     1.39861      1.3749   0.0106169
        4686     1.41447     1.37491   0.0106146
        4687     1.42962     1.37492   0.0106123
        4688     1.44385     1.37493   0.0106101
        4689     1.45838     1.37495   0.0106078
        4690      1.4723     1.37497   0.0106056
        4691     1.48541     1.37499   0.0106034
        4692     1.49802     1.37502   0.0106011
        4693     1.51118     1.37505   0.0105989
        4694     1.52401     1.37508   0.0105967
        4695     1.53661     1.37512   0.0105945
        4696     1.54979     1.37515   0.0105923
        4697     1.56316     1.37519   0.0105901
        4698     1.57659     1.37524    0.010588
        4699     1.59042     1.37528   0.0105858
        4700     1.60521     1.37533   0.0105837
        4701     1.61984     1.37538   0.0105816
        4702     1.63561     1.37544   0.0105794
        4703     1.65233      1.3755   0.0105774
        4704     1.67007     1.37556   0.0105753
        4705     1.68861     1.37563   0.0105733
        4706     1.70752      1.3757   0.0105712
        4707     1.72656     1.37577   0.0105693
        4708     1.74767     1.37585   0.0105673
        4709     1.76866     1.37593   0.0105654
        4710     1.79119     1.37602   0.0105635
        4711     1.81497     1.37612   0.0105617
        4712     1.83776     1.37621   0.0105599
        4713     1.86165     1.37632   0.0105582
        4714     1.88606     1.37642   0.0105565
        4715     1.91159     1.37654   0.0105549
        4716     1.93763     1.37666   0.0105533
        4717      1.9633     1.37678   0.0105518
        4718     1.98869     1.37691   0.0105503
        4719     2.01434     1.37705    0.010549
        4720     2.03888     1.37719   0.0105477
        4721     2.06306     1.37733   0.0105464
        4722     2.08718     1.37748   0.0105453
        4723     2.10935     1.37764   0.0105442
        4724      2.1306      1.3778   0.0105432
        4725     2.15123     1.37796   0.0105422
        4726     2.17008     1.37813   0.0105413
        4727     2.18702      1.3783   0.0105405
        4728     2.20237     1.37847   0.0105397
        4729     2.21602     1.37865   0.0105389
        4730     2.22664     1.37883   0.0105382
        4731     2.23513     1.37901   0.0105375
        4732     2.24166     1.37919   0.0105369
        4733     2.24571     1.37938   0.0105363
        4734     2.24824     1.37956   0.0105356
        4735     2.24804     1.37974    0.010535
        4736     2.24586     1.37993   0.0105344
        4737     2.24102     1.38011   0.0105337
        4738     2.23405     1.38029    0.010533
        4739     2.22575     1.38047   0.0105323
        4740     2.21475     1.38064   0.0105316
        4741     2.20283     1.38082   0.0105308
        4742     2.18886     1.38099   0.0105299
        4743      2.1732     1.38115    0.010529
        4744     2.15594     1.38132   0.0105281
        4745     2.13646     1.38148   0.0105271
        4746     2.11607     1.38163    0.010526
        4747     2.09415     1.38178   0.0105248
        4748     2.07103     1.38193   0.0105236
        4749     2.04706     1.38207   0.0105223
        4750     2.02256      1.3822    0.010521
        4751     1.99619     1.38233   0.0105196
        4752      1.9697     1.38245   0.0105181
        4753     1.94199     1.38257   0.0105165
        4754     1.91361     1.38268   0.0105149
        4755     1.88441     1.38279   0.0105132
        4756      1.8542     1.38289   0.0105115
        4757     1.82404     1.38298   0.0105097
        4758     1.79446     1.38307   0.0105078
        4759     1.76507     1.38315   0.0105059
        4760     1.73448     1.38322    0.010504
        4761     1.70277     1.38329    0.010502
        4762     1.67216     1.38335      0.0105
        4763     1.64154      1.3834   0.0104979
        4764     1.60977     1.38345   0.0104958
        4765     1.57931     1.38349   0.0104937
        4766     1.54834     1.38353   0.0104915
        4767     1.51837     1.38355   0.0104894
        4768     1.48852     1.38358   0.0104872
        4769      1.4591     1.38359    0.010485
        4770     1.42997      1.3836   0.0104828
        4771     1.40143     1.38361   0.0104806
        4772     1.37334      1.3836   0.0104784
        4773     1.34697      1.3836   0.0104762
        4774     1.32098     1.38358    0.010474
        4775     1.29591     1.38356   0.0104719
        4776      1.2721     1.38354   0.0104697
        4777     1.24913     1.38351   0.0104675
        4778     1.22781     1.38348   0.0104654
        4779     1.20747     1.38344   0.0104633
        4780     1.18843      1.3834   0.0104612
        4781     1.17003     1.38336   0.0104591
        4782     1.15329     1.38331    0.010457
        4783      1.1385     1.38326   0.0104549
        4784     1.12523      1.3832   0.0104529
        4785     1.11376     1.38315   0.0104509
        4786     1.10315     1.38309   0.0104488
        4787     1.09368     1.38303   0.0104468
        4788     1.08729     1.38297   0.0104448
        4789     1.08256      1.3829   0.0104428
        4790     1.07829     1.38284   0.0104408
        4791     1.07663     1.38278   0.0104389
        4792      1.0764     1.38271   0.0104369
        4793     1.07804     1.38265   0.0104349
        4794     1.07987     1.38259   0.0104329
        4795     1.08401     1.38252   0.0104309
        4796     1.08923     1.38246   0.0104289
        4797     1.09621      1.3824   0.0104269
        4798     1.10515     1.38235   0.0104249
        4799     1.11502     1.38229   0.0104229
        4800     1.12723     1.38224   0.0104209
        4801      1.1388     1.38219   0.0104188
        4802     1.15329     1.38214   0.0104167
        4803     1.16845     1.38209   0.0104147
        4804     1.18539     1.38205   0.0104126
        4805     1.20236     1.38202   0.0104105
        4806     1.22118     1.38198   0.0104084
        4807     1.24007     1.38195   0.0104062
        4808     1.26085     1.38193   0.0104041
        4809     1.28053     1.38191    0.010402
        4810     1.30142     1.38189   0.0103998
        4811      1.3222     1.38188   0.0103977
        4812     1.34348     1.38187   0.0103955
        4813      1.3649     1.38187   0.0103933
        4814     1.38757     1.38187   0.0103912
        4815      1.4092     1.38187    0.010389
        4816     1.43065     1.38188   0.0103869
        4817     1.45204      1.3819   0.0103847
        4818     1.47256     1.38192   0.0103826
        4819     1.49259     1.38194   0.0103805
        4820     1.51252     1.38197   0.0103784
        4821     1.53153       1.382   0.0103762
        4822     1.55028     1.38203   0.0103742
        4823     1.56795     1.38207   0.0103721
        4824     1.58474     1.38211     0.01037
        4825     1.59987     1.38216    0.010368
        4826     1.61423     1.38221   0.0103659
        4827     1.62852     1.38226   0.0103639
        4828     1.64052     1.38231   0.0103619
        4829     1.65239     1.38237   0.0103599
        4830     1.66241     1.38242   0.0103579
        4831     1.67202     1.38248   0.0103559
        4832     1.68048     1.38255    0.010354
        4833     1.68781     1.38261    0.010352
        4834     1.69304     1.38267   0.0103501
        4835     1.69785     1.38274   0.0103482
        4836     1.70155      1.3828   0.0103462
        4837     1.70416     1.38287   0.0103443
        4838     1.70521     1.38294   0.0103424
        4839     1.70545       1.383   0.0103405
        4840     1.70444     1.38307   0.0103385
        4841     1.70291     1.38314   0.0103366
        4842     1.70043      1.3832   0.0103347
        4843     1.69629     1.38327   0.0103327
        4844     1.69174     1.38333   0.0103308
        4845     1.68657     1.38339   0.0103289
        4846     1.68008     1.38345   0.0103269
        4847     1.67328     1.38351    0.010325
        4848     1.66522     1.38357    0.010323
        4849     1.65664     1.38363    0.010321
        4850     1.64637     1.38368    0.010319
        4851     1.63635     1.38373    0.010317
        4852     1.62586     1.38378    0.010315
        4853     1.61467     1.38383    0.010313
        4854     1.60254     1.38388    0.010311
        4855     1.58922     1.38392    0.010309
        4856     1.57568     1.38396   0.0103069
        4857     1.56118       1.384   0.0103048
        4858      1.5457     1.38403   0.0103028
        4859     1.53067     1.38406   0.0103007
        4860      1.5144     1.38409   0.0102986
        4861     1.49736     1.38411   0.0102965
        4862     1.47978     1.38413   0.0102944
        4863     1.46045     1.38414   0.0102923
        4864      1.4401     1.38416   0.0102902
        4865     1.41944     1.38416   0.0102881
        4866     1.39827     1.38417    0.010286
        4867     1.37563     1.38416   0.0102839
        4868     1.35373     1.38416   0.0102818
        4869      1.3307     1.38415   0.0102797
        4870     1.30681     1.38413   0.0102776
        4871     1.28262     1.38411   0.0102755
        4872     1.25747     1.38408   0.0102734
        4873     1.23217     1.38405   0.0102713
        4874     1.20727     1.38402   0.0102693
        4875     1.18119     1.38398   0.0102673
        4876     1.15401     1.38393   0.0102653
        4877     1.12847     1.38388   0.0102633
        4878     1.10179     1.38382   0.0102614
        4879     1.07527     1.38375   0.0102594
        4880     1.04924     1.38369   0.0102576
        4881     1.02453     1.38361   0.0102557
        4882    0.999282     1.38353   0.0102539
        4883    0.974803     1.38345   0.0102522
        4884    0.950449     1.38336   0.0102505
        4885    0.926776     1.38327   0.0102488
        4886    0.904338     1.38317   0.0102472
        4887    0.882234     1.38307   0.0102456
