#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         213    -5.45483    -5.80579   0.0353708
         214    -5.45493    -5.80415   0.0352435
         215    -5.45494    -5.80252    0.035117
         216    -5.45563    -5.80092   0.0349911
         217    -5.45595    -5.79933    0.034866
         218    -5.45654    -5.79776   0.0347415
         219    -5.45708     -5.7962   0.0346177
         220     -5.4582    -5.79466   0.0344944
         221    -5.46007    -5.79315   0.0343715
         222    -5.46147    -5.79166   0.0342491
         223    -5.46363    -5.79019   0.0341271
         224    -5.46594    -5.78874   0.0340055
         225    -5.46902    -5.78732    0.033884
         226    -5.47225    -5.78592   0.0337627
         227    -5.47534    -5.78455   0.0336417
         228    -5.47858    -5.78321   0.0335209
         229    -5.48255     -5.7819   0.0334002
         230    -5.48694    -5.78062   0.0332796
         231    -5.49112    -5.77936   0.0331592
         232    -5.49552    -5.77814   0.0330388
         233    -5.50088    -5.77695   0.0329184
         234    -5.50639    -5.77579    0.032798
         235    -5.51188    -5.77467   0.0326777
         236    -5.51746    -5.77358   0.0325574
         237    -5.52294    -5.77252   0.0324372
         238    -5.52829     -5.7715   0.0323171
         239     -5.5336     -5.7705   0.0321972
         240    -5.53871    -5.76954   0.0320776
         241    -5.54402     -5.7686   0.0319581
         242    -5.54921    -5.76769   0.0318389
         243    -5.55455    -5.76682     0.03172
         244     -5.5591    -5.76597   0.0316014
         245    -5.56389    -5.76514   0.0314832
         246    -5.56801    -5.76434   0.0313654
         247    -5.57249    -5.76356    0.031248
         248    -5.57641    -5.76281   0.0311311
         249    -5.57977    -5.76207   0.0310148
         250    -5.58285    -5.76136    0.030899
         251    -5.58552    -5.76066   0.0307838
         252    -5.58837    -5.75997   0.0306693
         253    -5.59141    -5.75931   0.0305553
         254    -5.59329    -5.75865    0.030442
         255    -5.59477    -5.75801   0.0303294
         256    -5.59645    -5.75738   0.0302175
         257    -5.59775    -5.75676   0.0301063
         258    -5.59944    -5.75615   0.0299958
         259    -5.60062    -5.75555    0.029886
         260    -5.60145    -5.75495   0.0297769
         261    -5.60211    -5.75437   0.0296686
         262     -5.6029    -5.75379   0.0295609
         263    -5.60278    -5.75322   0.0294541
         264    -5.60283    -5.75265   0.0293481
         265    -5.60259    -5.75208   0.0292428
         266    -5.60224    -5.75152   0.0291383
         267    -5.60209    -5.75096   0.0290345
         268    -5.60199     -5.7504   0.0289315
         269    -5.60181    -5.74985   0.0288292
         270    -5.60154     -5.7493   0.0287277
         271    -5.60091    -5.74875   0.0286269
         272    -5.60067    -5.74821   0.0285268
         273    -5.60022    -5.74767   0.0284275
         274    -5.59927    -5.74712   0.0283289
         275    -5.59857    -5.74658    0.028231
         276    -5.59798    -5.74605   0.0281339
         277     -5.5969    -5.74551   0.0280374
         278    -5.59578    -5.74497   0.0279418
         279    -5.59447    -5.74443   0.0278468
         280    -5.59328    -5.74389   0.0277526
         281    -5.59296    -5.74335    0.027659
         282    -5.59214    -5.74282   0.0275661
         283    -5.59143    -5.74228   0.0274739
         284    -5.59037    -5.74175   0.0273824
         285     -5.5888    -5.74121   0.0272916
         286    -5.58733    -5.74067   0.0272015
         287    -5.58595    -5.74013    0.027112
         288    -5.58421    -5.73959   0.0270233
         289    -5.58285    -5.73905   0.0269352
         290    -5.58157    -5.73851   0.0268478
         291     -5.5802    -5.73796   0.0267611
         292    -5.57875    -5.73742    0.026675
         293    -5.57659    -5.73687   0.0265896
         294     -5.5751    -5.73632   0.0265048
         295    -5.57305    -5.73576   0.0264208
         296    -5.57104    -5.73521   0.0263374
         297    -5.56847    -5.73465   0.0262547
         298    -5.56608    -5.73408   0.0261727
         299    -5.56419    -5.73351   0.0260913
         300    -5.56172    -5.73294   0.0260106
         301    -5.55854    -5.73236   0.0259306
         302    -5.55509    -5.73177   0.0258514
         303    -5.55213    -5.73118   0.0257729
         304    -5.54967    -5.73058    0.025695
         305    -5.54651    -5.72998   0.0256179
         306    -5.54325    -5.72937   0.0255414
         307    -5.54036    -5.72875   0.0254656
         308    -5.53678    -5.72813   0.0253906
         309     -5.5339     -5.7275   0.0253162
         310     -5.5305    -5.72687   0.0252425
         311     -5.5269    -5.72622   0.0251695
         312     -5.5231    -5.72557   0.0250973
         313    -5.51988    -5.72492   0.0250257
         314    -5.51573    -5.72425   0.0249549
         315    -5.51186    -5.72357   0.0248848
         316    -5.50799    -5.72289   0.0248154
         317    -5.50455     -5.7222   0.0247466
         318    -5.50096    -5.72151   0.0246786
         319    -5.49722    -5.72081   0.0246112
         320    -5.49317    -5.72009   0.0245446
         321    -5.48958    -5.71938   0.0244786
         322    -5.48644    -5.71865   0.0244133
         323    -5.48298    -5.71792   0.0243486
         324    -5.47952    -5.71719   0.0242846
         325    -5.47575    -5.71644   0.0242212
         326    -5.47211    -5.71569   0.0241585
         327    -5.46815    -5.71494   0.0240965
         328    -5.46492    -5.71418   0.0240351
         329    -5.46092    -5.71341   0.0239744
         330    -5.45766    -5.71263   0.0239142
         331    -5.45362    -5.71185   0.0238548
         332    -5.45016    -5.71106    0.023796
         333    -5.44624    -5.71026   0.0237378
         334    -5.44292    -5.70946   0.0236802
         335    -5.43884    -5.70866   0.0236233
         336    -5.43493    -5.70784    0.023567
         337    -5.43089    -5.70702   0.0235114
         338     -5.4272    -5.70619   0.0234564
