# SA_step Temperature Mu Sigma
0 1 2 1.5
717 0.0274884 0.575057 0.770383
718 0.0273509 0.53985 0.687158
719 0.0272142 0.576383 0.719159
720 0.0270781 0.63549 0.779154
721 0.0269427 0.63549 0.779154
722 0.026808 0.601214 0.74407
723 0.026674 0.652042 0.798611
724 0.0265406 0.652042 0.798611
725 0.0264079 0.66174 0.834818
726 0.0262758 0.635762 0.765101
727 0.0261445 0.690507 0.755466
728 0.0260137 0.690507 0.755466
729 0.0258837 0.61504 0.823089
730 0.0257543 0.655654 0.798657
731 0.0256255 0.649421 0.819309
732 0.0254974 0.649421 0.819309
733 0.0253699 0.649421 0.819309
734 0.025243 0.647408 0.776213
735 0.0251168 0.647408 0.776213
736 0.0249912 0.673809 0.791684
737 0.0248663 0.767432 0.792697
738 0.0247419 0.767432 0.792697
739 0.0246182 0.718631 0.70544
740 0.0244951 0.707821 0.634806
741 0.0243727 0.699775 0.646026
742 0.0242508 0.699775 0.646026
743 0.0241295 0.699775 0.646026
744 0.0240089 0.699775 0.646026
745 0.0238888 0.695269 0.575172
746 0.0237694 0.785112 0.669874
747 0.0236506 0.785112 0.669874
748 0.0235323 0.785112 0.669874
749 0.0234146 0.785112 0.669874
750 0.0232976 0.774549 0.65059
751 0.0231811 0.774549 0.65059
752 0.0230652 0.71112 0.669181
753 0.0229498 0.71112 0.669181
754 0.0228351 0.71112 0.669181
755 0.0227209 0.71112 0.669181
756 0.0226073 0.71112 0.669181
757 0.0224943 0.71112 0.669181
758 0.0223818 0.785006 0.670752
759 0.0222699 0.785006 0.670752
760 0.0221586 0.838604 0.663386
761 0.0220478 0.838604 0.663386
762 0.0219375 0.838604 0.663386
763 0.0218278 0.833023 0.587791
764 0.0217187 0.796695 0.654247
765 0.0216101 0.85828 0.576459
766 0.021502 0.836 0.652515
767 0.0213945 0.836 0.652515
768 0.0212876 0.836 0.652515
769 0.0211811 0.836 0.652515
770 0.0210752 0.836 0.652515
771 0.0209698 0.836 0.652515
772 0.020865 0.836 0.652515
773 0.0207607 0.78134 0.602766
774 0.0206569 0.78134 0.602766
775 0.0205536 0.78134 0.602766
776 0.0204508 0.78134 0.602766
777 0.0203486 0.78134 0.602766
778 0.0202468 0.78134 0.602766
779 0.0201456 0.78134 0.602766
780 0.0200449 0.78134 0.602766
781 0.0199446 0.815128 0.578115
782 0.0198449 0.815128 0.578115
783 0.0197457 0.832569 0.647364
784 0.019647 0.789952 0.677867
785 0.0195487 0.789952 0.677867
786 0.019451 0.789952 0.677867
787 0.0193537 0.721184 0.703395
788 0.019257 0.716398 0.659225
789 0.0191607 0.718735 0.592954
790 0.0190649 0.679515 0.59411
791 0.0189695 0.698343 0.603513
792 0.0188747 0.698343 0.603513
793 0.0187803 0.738411 0.61522
794 0.0186864 0.738411 0.61522
795 0.018593 0.738411 0.61522
796 0.0185 0.792602 0.604679
797 0.0184075 0.814721 0.620837
798 0.0183155 0.814721 0.620837
