# SA_step Temperature Mu Sigma
0 1 2 1.5
799 0.0182239 0.814721 0.620837
800 0.0181328 0.814721 0.620837
801 0.0180421 0.795932 0.601647
802 0.0179519 0.775837 0.625559
803 0.0178622 0.845796 0.645117
804 0.0177728 0.845796 0.645117
805 0.017684 0.757156 0.652348
806 0.0175956 0.76606 0.627441
807 0.0175076 0.76606 0.627441
808 0.01742 0.76606 0.627441
809 0.0173329 0.704362 0.707332
810 0.0172463 0.802756 0.665847
811 0.01716 0.802756 0.665847
812 0.0170742 0.870653 0.615865
813 0.0169889 0.870653 0.615865
814 0.0169039 0.80782 0.577153
815 0.0168194 0.80782 0.577153
816 0.0167353 0.80782 0.577153
817 0.0166516 0.80782 0.577153
818 0.0165684 0.790319 0.634601
819 0.0164855 0.790319 0.634601
820 0.0164031 0.790319 0.634601
821 0.0163211 0.790319 0.634601
822 0.0162395 0.77284 0.633324
823 0.0161583 0.815096 0.650973
824 0.0160775 0.815096 0.650973
825 0.0159971 0.847416 0.58423
826 0.0159171 0.822134 0.582588
827 0.0158375 0.822134 0.582588
828 0.0157584 0.822134 0.582588
829 0.0156796 0.822134 0.582588
830 0.0156012 0.822134 0.582588
831 0.0155232 0.835646 0.633275
832 0.0154455 0.835646 0.633275
833 0.0153683 0.835646 0.633275
834 0.0152915 0.808665 0.600924
835 0.015215 0.770798 0.612874
836 0.0151389 0.784989 0.675803
837 0.0150632 0.78173 0.668917
838 0.0149879 0.792257 0.590158
839 0.014913 0.792257 0.590158
840 0.0148384 0.792257 0.590158
841 0.0147642 0.792257 0.590158
842 0.0146904 0.792257 0.590158
843 0.014617 0.792257 0.590158
844 0.0145439 0.837068 0.583525
845 0.0144712 0.837068 0.583525
846 0.0143988 0.782377 0.617404
847 0.0143268 0.782377 0.617404
848 0.0142552 0.782377 0.617404
849 0.0141839 0.782377 0.617404
850 0.014113 0.782377 0.617404
851 0.0140424 0.782377 0.617404
852 0.0139722 0.782377 0.617404
853 0.0139023 0.782377 0.617404
854 0.0138328 0.782377 0.617404
855 0.0137637 0.782377 0.617404
856 0.0136948 0.756424 0.57897
857 0.0136264 0.756424 0.57897
858 0.0135582 0.756424 0.57897
859 0.0134904 0.774708 0.627414
860 0.013423 0.774708 0.627414
861 0.0133559 0.774708 0.627414
862 0.0132891 0.774708 0.627414
863 0.0132227 0.762669 0.643807
864 0.0131565 0.762669 0.643807
865 0.0130908 0.762669 0.643807
866 0.0130253 0.762669 0.643807
867 0.0129602 0.762669 0.643807
868 0.0128954 0.762669 0.643807
869 0.0128309 0.850915 0.573195
870 0.0127667 0.836548 0.631314
871 0.0127029 0.836548 0.631314
872 0.0126394 0.836548 0.631314
873 0.0125762 0.836548 0.631314
874 0.0125133 0.836548 0.631314
875 0.0124508 0.836548 0.631314
876 0.0123885 0.836548 0.631314
877 0.0123266 0.78579 0.608946
878 0.0122649 0.78579 0.608946
879 0.0122036 0.78579 0.608946
880 0.0121426 0.78579 0.608946
881 0.0120819 0.78579 0.608946
882 0.0120215 0.715848 0.621245
883 0.0119614 0.715848 0.621245
884 0.0119015 0.715848 0.621245
885 0.011842 0.73357 0.642143
886 0.0117828 0.762894 0.657558
887 0.0117239 0.762894 0.657558
888 0.0116653 0.762894 0.657558
889 0.011607 0.762894 0.657558
890 0.0115489 0.762894 0.657558
891 0.0114912 0.762894 0.657558
892 0.0114337 0.762894 0.657558
893 0.0113766 0.762894 0.657558
894 0.0113197 0.840842 0.644526
895 0.0112631 0.757209 0.669175
896 0.0112068 0.757209 0.669175
897 0.0111507 0.757209 0.669175
898 0.011095 0.757209 0.669175
899 0.0110395 0.754523 0.718907
900 0.0109843 0.695284 0.654666
901 0.0109294 0.695284 0.654666
902 0.0108747 0.695284 0.654666
903 0.0108204 0.695284 0.654666
904 0.0107663 0.695284 0.654666
905 0.0107124 0.723938 0.644119
906 0.0106589 0.782383 0.671966
907 0.0106056 0.694151 0.595858
908 0.0105525 0.694151 0.595858
909 0.0104998 0.650387 0.646179
910 0.0104473 0.650387 0.646179
911 0.010395 0.735008 0.729292
912 0.0103431 0.739694 0.6313
913 0.0102914 0.739694 0.6313
914 0.0102399 0.816628 0.59942
915 0.0101887 0.816628 0.59942
916 0.0101378 0.816628 0.59942
917 0.0100871 0.816628 0.59942
918 0.0100366 0.816628 0.59942
919 0.00998645 0.816628 0.59942
920 0.00993652 0.816628 0.59942
921 0.00988684 0.816628 0.59942
922 0.0098374 0.831698 0.588338
923 0.00978822 0.787945 0.594704
924 0.00973927 0.787945 0.594704
925 0.00969058 0.787945 0.594704
926 0.00964213 0.73869 0.611663
927 0.00959391 0.813887 0.608714
928 0.00954595 0.813887 0.608714
929 0.00949822 0.813887 0.608714
930 0.00945072 0.813887 0.608714
931 0.00940347 0.813887 0.608714
932 0.00935645 0.813887 0.608714
933 0.00930967 0.813887 0.608714
934 0.00926312 0.813887 0.608714
935 0.00921681 0.813887 0.608714
936 0.00917072 0.813887 0.608714
937 0.00912487 0.813887 0.608714
938 0.00907925 0.813887 0.608714
939 0.00903385 0.813887 0.608714
940 0.00898868 0.813887 0.608714
941 0.00894374 0.813887 0.608714
942 0.00889902 0.813887 0.608714
943 0.00885452 0.813887 0.608714
944 0.00881025 0.813887 0.608714
945 0.0087662 0.813887 0.608714
946 0.00872237 0.813887 0.608714
947 0.00867876 0.813887 0.608714
948 0.00863536 0.813887 0.608714
949 0.00859219 0.813887 0.608714
950 0.00854922 0.842183 0.612404
951 0.00850648 0.842183 0.612404
952 0.00846395 0.842183 0.612404
953 0.00842163 0.842183 0.612404
954 0.00837952 0.842183 0.612404
955 0.00833762 0.842183 0.612404
956 0.00829593 0.842183 0.612404
957 0.00825445 0.842183 0.612404
958 0.00821318 0.842183 0.612404
959 0.00817211 0.842183 0.612404
960 0.00813125 0.842183 0.612404
961 0.0080906 0.830126 0.618213
962 0.00805014 0.830126 0.618213
963 0.00800989 0.735789 0.620479
964 0.00796984 0.735789 0.620479
965 0.00793 0.735789 0.620479
966 0.00789035 0.735789 0.620479
967 0.00785089 0.735789 0.620479
968 0.00781164 0.735789 0.620479
969 0.00777258 0.735789 0.620479
970 0.00773372 0.735789 0.620479
971 0.00769505 0.735789 0.620479
972 0.00765657 0.729232 0.664195
973 0.00761829 0.797753 0.611245
974 0.0075802 0.797753 0.611245
975 0.0075423 0.797753 0.611245
976 0.00750459 0.797753 0.611245
977 0.00746706 0.797753 0.611245
978 0.00742973 0.797753 0.611245
979 0.00739258 0.797753 0.611245
980 0.00735562 0.797753 0.611245
981 0.00731884 0.797753 0.611245
982 0.00728225 0.797753 0.611245
983 0.00724583 0.797753 0.611245
984 0.0072096 0.797753 0.611245
985 0.00717356 0.797753 0.611245
986 0.00713769 0.797753 0.611245
987 0.007102 0.797753 0.611245
988 0.00706649 0.797753 0.611245
989 0.00703116 0.80224 0.593261
990 0.006996 0.80224 0.593261
991 0.00696102 0.739939 0.574037
992 0.00692622 0.739939 0.574037
993 0.00689159 0.739939 0.574037
994 0.00685713 0.739939 0.574037
995 0.00682284 0.735429 0.60259
996 0.00678873 0.735429 0.60259
997 0.00675478 0.735429 0.60259
998 0.00672101 0.787743 0.618193
999 0.00668741 0.787743 0.618193
1000 0.00665397 0.787743 0.618193
1001 0.0066207 0.787743 0.618193
1002 0.0065876 0.765015 0.578389
1003 0.00655466 0.765015 0.578389
1004 0.00652188 0.765015 0.578389
1005 0.00648927 0.743734 0.628411
1006 0.00645683 0.782725 0.607653
1007 0.00642454 0.818333 0.615998
1008 0.00639242 0.818333 0.615998
1009 0.00636046 0.818333 0.615998
1010 0.00632866 0.818333 0.615998
1011 0.00629701 0.818333 0.615998
1012 0.00626553 0.818333 0.615998
1013 0.0062342 0.818333 0.615998
1014 0.00620303 0.818333 0.615998
1015 0.00617201 0.818333 0.615998
1016 0.00614115 0.818333 0.615998
1017 0.00611045 0.818333 0.615998
1018 0.0060799 0.818333 0.615998
1019 0.0060495 0.818333 0.615998
1020 0.00601925 0.818333 0.615998
1021 0.00598915 0.818333 0.615998
1022 0.00595921 0.818333 0.615998
1023 0.00592941 0.818333 0.615998
1024 0.00589976 0.818333 0.615998
1025 0.00587027 0.818333 0.615998
1026 0.00584091 0.818333 0.615998
1027 0.00581171 0.818333 0.615998
1028 0.00578265 0.795552 0.620152
1029 0.00575374 0.795552 0.620152
1030 0.00572497 0.795552 0.620152
1031 0.00569634 0.795552 0.620152
1032 0.00566786 0.79699 0.598962
1033 0.00563952 0.79699 0.598962
1034 0.00561133 0.79699 0.598962
1035 0.00558327 0.791511 0.627034
1036 0.00555535 0.791511 0.627034
1037 0.00552758 0.791511 0.627034
1038 0.00549994 0.791511 0.627034
1039 0.00547244 0.791511 0.627034
1040 0.00544508 0.791511 0.627034
1041 0.00541785 0.791511 0.627034
1042 0.00539076 0.791511 0.627034
1043 0.00536381 0.791511 0.627034
1044 0.00533699 0.791511 0.627034
1045 0.0053103 0.791511 0.627034
1046 0.00528375 0.791511 0.627034
1047 0.00525733 0.801125 0.626859
1048 0.00523105 0.801125 0.626859
1049 0.00520489 0.801125 0.626859
1050 0.00517887 0.801125 0.626859
1051 0.00515297 0.801125 0.626859
1052 0.00512721 0.801125 0.626859
1053 0.00510157 0.801125 0.626859
1054 0.00507606 0.801125 0.626859
1055 0.00505068 0.801125 0.626859
1056 0.00502543 0.801125 0.626859
1057 0.0050003 0.801125 0.626859
1058 0.0049753 0.801125 0.626859
1059 0.00495043 0.801125 0.626859
1060 0.00492567 0.801125 0.626859
1061 0.00490104 0.801125 0.626859
1062 0.00487654 0.801125 0.626859
1063 0.00485216 0.801125 0.626859
1064 0.0048279 0.801125 0.626859
1065 0.00480376 0.801125 0.626859
1066 0.00477974 0.801125 0.626859
1067 0.00475584 0.801125 0.626859
1068 0.00473206 0.801125 0.626859
1069 0.0047084 0.801125 0.626859
1070 0.00468486 0.801125 0.626859
1071 0.00466143 0.801125 0.626859
1072 0.00463813 0.801125 0.626859
1073 0.00461494 0.801125 0.626859
1074 0.00459186 0.801125 0.626859
1075 0.0045689 0.788884 0.621616
1076 0.00454606 0.788884 0.621616
1077 0.00452333 0.788884 0.621616
1078 0.00450071 0.788884 0.621616
1079 0.00447821 0.788884 0.621616
1080 0.00445582 0.788884 0.621616
1081 0.00443354 0.788884 0.621616
1082 0.00441137 0.813289 0.619127
1083 0.00438931 0.813289 0.619127
1084 0.00436737 0.813289 0.619127
1085 0.00434553 0.813289 0.619127
1086 0.0043238 0.813289 0.619127
1087 0.00430218 0.813289 0.619127
1088 0.00428067 0.813289 0.619127
1089 0.00425927 0.813289 0.619127
1090 0.00423797 0.813289 0.619127
1091 0.00421678 0.813289 0.619127
1092 0.0041957 0.813289 0.619127
1093 0.00417472 0.813289 0.619127
1094 0.00415385 0.813289 0.619127
1095 0.00413308 0.813289 0.619127
1096 0.00411241 0.813289 0.619127
1097 0.00409185 0.813289 0.619127
1098 0.00407139 0.813289 0.619127
1099 0.00405103 0.813289 0.619127
1100 0.00403078 0.81513 0.604211
1101 0.00401062 0.81513 0.604211
1102 0.00399057 0.81513 0.604211
1103 0.00397062 0.81513 0.604211
1104 0.00395076 0.81513 0.604211
1105 0.00393101 0.81513 0.604211
1106 0.00391136 0.81513 0.604211
1107 0.0038918 0.81513 0.604211
1108 0.00387234 0.81513 0.604211
1109 0.00385298 0.81513 0.604211
1110 0.00383371 0.81513 0.604211
1111 0.00381454 0.81513 0.604211
1112 0.00379547 0.81513 0.604211
1113 0.00377649 0.801349 0.635678
1114 0.00375761 0.801349 0.635678
1115 0.00373882 0.841492 0.610956
1116 0.00372013 0.841492 0.610956
1117 0.00370153 0.841492 0.610956
1118 0.00368302 0.741768 0.629545
1119 0.00366461 0.741768 0.629545
1120 0.00364628 0.741768 0.629545
1121 0.00362805 0.750726 0.629533
1122 0.00360991 0.753806 0.621753
1123 0.00359186 0.753806 0.621753
1124 0.0035739 0.795786 0.61943
1125 0.00355603 0.795786 0.61943
1126 0.00353825 0.795786 0.61943
1127 0.00352056 0.795786 0.61943
1128 0.00350296 0.795786 0.61943
1129 0.00348544 0.795786 0.61943
1130 0.00346802 0.785534 0.612372
1131 0.00345068 0.817729 0.613868
1132 0.00343342 0.817729 0.613868
1133 0.00341626 0.817729 0.613868
1134 0.00339918 0.817729 0.613868
1135 0.00338218 0.817729 0.613868
1136 0.00336527 0.817729 0.613868
1137 0.00334844 0.817729 0.613868
1138 0.0033317 0.817729 0.613868
1139 0.00331504 0.817729 0.613868
1140 0.00329847 0.817729 0.613868
1141 0.00328197 0.817729 0.613868
1142 0.00326556 0.817729 0.613868
1143 0.00324924 0.817729 0.613868
1144 0.00323299 0.817729 0.613868
1145 0.00321683 0.817729 0.613868
1146 0.00320074 0.817729 0.613868
1147 0.00318474 0.817729 0.613868
1148 0.00316881 0.817729 0.613868
1149 0.00315297 0.795214 0.609751
1150 0.0031372 0.795214 0.609751
1151 0.00312152 0.795214 0.609751
1152 0.00310591 0.795214 0.609751
1153 0.00309038 0.795214 0.609751
1154 0.00307493 0.795214 0.609751
1155 0.00305955 0.795214 0.609751
1156 0.00304426 0.795214 0.609751
1157 0.00302904 0.795214 0.609751
1158 0.00301389 0.795214 0.609751
1159 0.00299882 0.795214 0.609751
1160 0.00298383 0.795214 0.609751
1161 0.00296891 0.795214 0.609751
1162 0.00295406 0.795214 0.609751
1163 0.00293929 0.789298 0.641508
1164 0.0029246 0.789298 0.641508
1165 0.00290997 0.789298 0.641508
1166 0.00289542 0.789298 0.641508
1167 0.00288095 0.789298 0.641508
1168 0.00286654 0.789298 0.641508
1169 0.00285221 0.789298 0.641508
1170 0.00283795 0.789298 0.641508
1171 0.00282376 0.789298 0.641508
1172 0.00280964 0.790846 0.631013
1173 0.00279559 0.790846 0.631013
1174 0.00278161 0.790846 0.631013
1175 0.00276771 0.790846 0.631013
1176 0.00275387 0.790846 0.631013
1177 0.0027401 0.790846 0.631013
1178 0.0027264 0.790846 0.631013
1179 0.00271277 0.790846 0.631013
1180 0.0026992 0.790846 0.631013
1181 0.00268571 0.790846 0.631013
1182 0.00267228 0.790846 0.631013
1183 0.00265892 0.790846 0.631013
1184 0.00264562 0.790846 0.631013
1185 0.00263239 0.790846 0.631013
1186 0.00261923 0.80817 0.617755
1187 0.00260613 0.80817 0.617755
1188 0.0025931 0.791081 0.624079
1189 0.00258014 0.791081 0.624079
1190 0.00256724 0.791081 0.624079
1191 0.0025544 0.791081 0.624079
1192 0.00254163 0.791081 0.624079
1193 0.00252892 0.791081 0.624079
1194 0.00251628 0.791081 0.624079
1195 0.0025037 0.791081 0.624079
1196 0.00249118 0.791081 0.624079
1197 0.00247872 0.791081 0.624079
1198 0.00246633 0.791081 0.624079
1199 0.002454 0.795647 0.617687
1200 0.00244173 0.795647 0.617687
1201 0.00242952 0.800025 0.624679
1202 0.00241737 0.800025 0.624679
1203 0.00240528 0.800025 0.624679
1204 0.00239326 0.800025 0.624679
1205 0.00238129 0.800025 0.624679
1206 0.00236938 0.800025 0.624679
1207 0.00235754 0.785567 0.610777
1208 0.00234575 0.785567 0.610777
1209 0.00233402 0.785567 0.610777
1210 0.00232235 0.785567 0.610777
1211 0.00231074 0.785567 0.610777
1212 0.00229918 0.785567 0.610777
1213 0.00228769 0.785567 0.610777
1214 0.00227625 0.785567 0.610777
1215 0.00226487 0.785567 0.610777
1216 0.00225354 0.785567 0.610777
1217 0.00224228 0.785567 0.610777
1218 0.00223107 0.785567 0.610777
1219 0.00221991 0.785567 0.610777
1220 0.00220881 0.785567 0.610777
1221 0.00219777 0.785567 0.610777
1222 0.00218678 0.785567 0.610777
1223 0.00217584 0.785567 0.610777
1224 0.00216496 0.785567 0.610777
1225 0.00215414 0.785567 0.610777
1226 0.00214337 0.785567 0.610777
1227 0.00213265 0.785567 0.610777
1228 0.00212199 0.785567 0.610777
1229 0.00211138 0.785567 0.610777
1230 0.00210082 0.785567 0.610777
1231 0.00209032 0.771015 0.615771
1232 0.00207987 0.771015 0.615771
1233 0.00206947 0.771015 0.615771
1234 0.00205912 0.771015 0.615771
1235 0.00204882 0.771015 0.615771
1236 0.00203858 0.771015 0.615771
1237 0.00202839 0.771015 0.615771
1238 0.00201825 0.771015 0.615771
1239 0.00200815 0.771015 0.615771
1240 0.00199811 0.791191 0.605723
1241 0.00198812 0.791191 0.605723
1242 0.00197818 0.791191 0.605723
1243 0.00196829 0.791191 0.605723
1244 0.00195845 0.791191 0.605723
1245 0.00194866 0.791191 0.605723
1246 0.00193891 0.791191 0.605723
1247 0.00192922 0.791191 0.605723
1248 0.00191957 0.791191 0.605723
1249 0.00190998 0.791191 0.605723
1250 0.00190043 0.791191 0.605723
1251 0.00189092 0.791191 0.605723
1252 0.00188147 0.791191 0.605723
1253 0.00187206 0.791191 0.605723
1254 0.0018627 0.791191 0.605723
1255 0.00185339 0.791191 0.605723
1256 0.00184412 0.791191 0.605723
1257 0.0018349 0.791191 0.605723
1258 0.00182573 0.791191 0.605723
1259 0.0018166 0.791191 0.605723
1260 0.00180751 0.791191 0.605723
1261 0.00179848 0.791191 0.605723
1262 0.00178948 0.791191 0.605723
1263 0.00178054 0.791191 0.605723
1264 0.00177163 0.791191 0.605723
1265 0.00176278 0.791191 0.605723
1266 0.00175396 0.791191 0.605723
1267 0.00174519 0.791191 0.605723
1268 0.00173647 0.791191 0.605723
1269 0.00172778 0.791191 0.605723
1270 0.00171915 0.791191 0.605723
1271 0.00171055 0.791191 0.605723
1272 0.001702 0.791191 0.605723
1273 0.00169349 0.791191 0.605723
1274 0.00168502 0.791191 0.605723
1275 0.00167659 0.791191 0.605723
1276 0.00166821 0.791191 0.605723
1277 0.00165987 0.791191 0.605723
1278 0.00165157 0.791191 0.605723
1279 0.00164331 0.791191 0.605723
1280 0.0016351 0.791191 0.605723
1281 0.00162692 0.791191 0.605723
1282 0.00161879 0.791191 0.605723
1283 0.00161069 0.791191 0.605723
1284 0.00160264 0.791191 0.605723
1285 0.00159463 0.791191 0.605723
1286 0.00158665 0.791191 0.605723
1287 0.00157872 0.791191 0.605723
1288 0.00157083 0.791191 0.605723
1289 0.00156297 0.791191 0.605723
1290 0.00155516 0.791191 0.605723
1291 0.00154738 0.791191 0.605723
1292 0.00153964 0.791191 0.605723
1293 0.00153195 0.791191 0.605723
1294 0.00152429 0.791191 0.605723
1295 0.00151666 0.791191 0.605723
1296 0.00150908 0.791191 0.605723
1297 0.00150154 0.791191 0.605723
1298 0.00149403 0.791191 0.605723
1299 0.00148656 0.791191 0.605723
1300 0.00147913 0.791191 0.605723
1301 0.00147173 0.791191 0.605723
1302 0.00146437 0.791191 0.605723
1303 0.00145705 0.791191 0.605723
1304 0.00144976 0.791191 0.605723
1305 0.00144252 0.791191 0.605723
1306 0.0014353 0.791191 0.605723
1307 0.00142813 0.791191 0.605723
1308 0.00142099 0.791191 0.605723
1309 0.00141388 0.791191 0.605723
1310 0.00140681 0.791191 0.605723
1311 0.00139978 0.791191 0.605723
1312 0.00139278 0.791191 0.605723
1313 0.00138581 0.791191 0.605723
1314 0.00137889 0.791191 0.605723
1315 0.00137199 0.791191 0.605723
1316 0.00136513 0.791191 0.605723
1317 0.00135831 0.791191 0.605723
1318 0.00135151 0.791191 0.605723
1319 0.00134476 0.791191 0.605723
1320 0.00133803 0.791191 0.605723
1321 0.00133134 0.791191 0.605723
1322 0.00132469 0.791191 0.605723
1323 0.00131806 0.791191 0.605723
1324 0.00131147 0.791191 0.605723
1325 0.00130491 0.791191 0.605723
1326 0.00129839 0.791191 0.605723
1327 0.0012919 0.791191 0.605723
1328 0.00128544 0.791191 0.605723
1329 0.00127901 0.791191 0.605723
1330 0.00127262 0.791191 0.605723
1331 0.00126625 0.791191 0.605723
1332 0.00125992 0.791191 0.605723
1333 0.00125362 0.791191 0.605723
1334 0.00124735 0.79867 0.632348
1335 0.00124112 0.79867 0.632348
1336 0.00123491 0.79867 0.632348
1337 0.00122874 0.79867 0.632348
1338 0.00122259 0.79867 0.632348
1339 0.00121648 0.79867 0.632348
1340 0.0012104 0.79867 0.632348
1341 0.00120435 0.79867 0.632348
1342 0.00119832 0.79867 0.632348
1343 0.00119233 0.79867 0.632348
1344 0.00118637 0.79867 0.632348
1345 0.00118044 0.79867 0.632348
1346 0.00117454 0.79867 0.632348
1347 0.00116866 0.79867 0.632348
1348 0.00116282 0.79867 0.632348
1349 0.00115701 0.79867 0.632348
1350 0.00115122 0.79867 0.632348
1351 0.00114547 0.79867 0.632348
1352 0.00113974 0.79867 0.632348
1353 0.00113404 0.79867 0.632348
1354 0.00112837 0.79867 0.632348
1355 0.00112273 0.79867 0.632348
1356 0.00111711 0.79867 0.632348
1357 0.00111153 0.79867 0.632348
1358 0.00110597 0.79867 0.632348
1359 0.00110044 0.79867 0.632348
1360 0.00109494 0.79867 0.632348
1361 0.00108946 0.79867 0.632348
1362 0.00108402 0.79867 0.632348
1363 0.0010786 0.79867 0.632348
1364 0.0010732 0.79867 0.632348
1365 0.00106784 0.79867 0.632348
1366 0.0010625 0.787132 0.618215
1367 0.00105719 0.787132 0.618215
1368 0.0010519 0.787132 0.618215
1369 0.00104664 0.787132 0.618215
1370 0.00104141 0.787132 0.618215
1371 0.0010362 0.787132 0.618215
1372 0.00103102 0.787132 0.618215
1373 0.00102586 0.787132 0.618215
1374 0.00102073 0.787132 0.618215
1375 0.00101563 0.787132 0.618215
1376 0.00101055 0.787132 0.618215
1377 0.0010055 0.787132 0.618215
1378 0.00100047 0.787132 0.618215
1379 0.00099547 0.787132 0.618215
1380 0.000990493 0.787132 0.618215
1381 0.000985541 0.787132 0.618215
1382 0.000980613 0.787132 0.618215
1383 0.00097571 0.787132 0.618215
1384 0.000970831 0.792063 0.628051
1385 0.000965977 0.792063 0.628051
1386 0.000961147 0.792063 0.628051
1387 0.000956341 0.792063 0.628051
1388 0.00095156 0.792063 0.628051
1389 0.000946802 0.792063 0.628051
1390 0.000942068 0.792063 0.628051
1391 0.000937358 0.792063 0.628051
1392 0.000932671 0.792063 0.628051
1393 0.000928007 0.792063 0.628051
1394 0.000923367 0.792063 0.628051
1395 0.000918751 0.792063 0.628051
1396 0.000914157 0.792063 0.628051
1397 0.000909586 0.792063 0.628051
1398 0.000905038 0.792063 0.628051
1399 0.000900513 0.792063 0.628051
1400 0.00089601 0.792063 0.628051
1401 0.00089153 0.792063 0.628051
1402 0.000887073 0.792063 0.628051
1403 0.000882637 0.792063 0.628051
1404 0.000878224 0.792063 0.628051
1405 0.000873833 0.792063 0.628051
1406 0.000869464 0.792063 0.628051
1407 0.000865117 0.792063 0.628051
1408 0.000860791 0.792063 0.628051
1409 0.000856487 0.792063 0.628051
1410 0.000852205 0.792063 0.628051
1411 0.000847944 0.792063 0.628051
1412 0.000843704 0.792063 0.628051
1413 0.000839485 0.792063 0.628051
1414 0.000835288 0.792063 0.628051
1415 0.000831111 0.792063 0.628051
1416 0.000826956 0.792063 0.628051
1417 0.000822821 0.792063 0.628051
1418 0.000818707 0.789677 0.606231
1419 0.000814613 0.789677 0.606231
1420 0.00081054 0.789677 0.606231
1421 0.000806488 0.794009 0.602153
1422 0.000802455 0.794009 0.602153
1423 0.000798443 0.794009 0.602153
1424 0.000794451 0.794009 0.602153
1425 0.000790479 0.81848 0.619512
1426 0.000786526 0.81848 0.619512
1427 0.000782593 0.81848 0.619512
1428 0.000778681 0.81848 0.619512
1429 0.000774787 0.81848 0.619512
1430 0.000770913 0.81848 0.619512
1431 0.000767059 0.81848 0.619512
1432 0.000763223 0.81848 0.619512
1433 0.000759407 0.81848 0.619512
1434 0.00075561 0.81848 0.619512
1435 0.000751832 0.81848 0.619512
1436 0.000748073 0.81848 0.619512
1437 0.000744333 0.81848 0.619512
1438 0.000740611 0.81848 0.619512
1439 0.000736908 0.81848 0.619512
1440 0.000733223 0.81848 0.619512
1441 0.000729557 0.81848 0.619512
1442 0.000725909 0.81848 0.619512
1443 0.00072228 0.81848 0.619512
1444 0.000718668 0.81848 0.619512
1445 0.000715075 0.81848 0.619512
1446 0.0007115 0.81848 0.619512
1447 0.000707942 0.81848 0.619512
1448 0.000704403 0.81848 0.619512
1449 0.000700881 0.81848 0.619512
1450 0.000697376 0.81848 0.619512
1451 0.000693889 0.81848 0.619512
1452 0.00069042 0.81848 0.619512
1453 0.000686968 0.81848 0.619512
1454 0.000683533 0.81848 0.619512
1455 0.000680115 0.81848 0.619512
1456 0.000676715 0.809624 0.605279
1457 0.000673331 0.809624 0.605279
1458 0.000669964 0.809624 0.605279
1459 0.000666615 0.809624 0.605279
1460 0.000663282 0.809624 0.605279
1461 0.000659965 0.809624 0.605279
1462 0.000656665 0.809624 0.605279
1463 0.000653382 0.809624 0.605279
1464 0.000650115 0.809624 0.605279
1465 0.000646864 0.809624 0.605279
1466 0.00064363 0.809624 0.605279
1467 0.000640412 0.809624 0.605279
1468 0.00063721 0.809624 0.605279
1469 0.000634024 0.809624 0.605279
1470 0.000630854 0.809624 0.605279
1471 0.000627699 0.809624 0.605279
1472 0.000624561 0.809624 0.605279
1473 0.000621438 0.809624 0.605279
1474 0.000618331 0.809624 0.605279
1475 0.000615239 0.809624 0.605279
1476 0.000612163 0.809624 0.605279
1477 0.000609102 0.809624 0.605279
1478 0.000606057 0.809624 0.605279
1479 0.000603027 0.809624 0.605279
1480 0.000600011 0.809624 0.605279
1481 0.000597011 0.809624 0.605279
1482 0.000594026 0.809624 0.605279
1483 0.000591056 0.809624 0.605279
1484 0.000588101 0.809624 0.605279
1485 0.00058516 0.809624 0.605279
1486 0.000582235 0.809624 0.605279
1487 0.000579323 0.809624 0.605279
1488 0.000576427 0.809624 0.605279
1489 0.000573545 0.809624 0.605279
1490 0.000570677 0.809624 0.605279
1491 0.000567824 0.809624 0.605279
1492 0.000564984 0.809624 0.605279
1493 0.000562159 0.809624 0.605279
1494 0.000559349 0.809624 0.605279
1495 0.000556552 0.809624 0.605279
1496 0.000553769 0.809624 0.605279
1497 0.000551 0.809624 0.605279
1498 0.000548245 0.809624 0.605279
1499 0.000545504 0.807325 0.623093
1500 0.000542777 0.807325 0.623093
1501 0.000540063 0.807325 0.623093
1502 0.000537362 0.807325 0.623093
1503 0.000534676 0.807325 0.623093
1504 0.000532002 0.807325 0.623093
1505 0.000529342 0.807325 0.623093
1506 0.000526695 0.807325 0.623093
1507 0.000524062 0.807325 0.623093
1508 0.000521442 0.807325 0.623093
1509 0.000518834 0.807325 0.623093
1510 0.00051624 0.807325 0.623093
1511 0.000513659 0.807325 0.623093
1512 0.000511091 0.807325 0.623093
1513 0.000508535 0.807325 0.623093
1514 0.000505993 0.807325 0.623093
1515 0.000503463 0.807325 0.623093
1516 0.000500945 0.80935 0.606892
1517 0.000498441 0.80935 0.606892
1518 0.000495948 0.80935 0.606892
1519 0.000493469 0.80935 0.606892
1520 0.000491001 0.80935 0.606892
1521 0.000488546 0.80935 0.606892
1522 0.000486104 0.801197 0.611382
1523 0.000483673 0.801197 0.611382
1524 0.000481255 0.803112 0.630938
1525 0.000478849 0.803112 0.630938
1526 0.000476454 0.803112 0.630938
1527 0.000474072 0.803112 0.630938
1528 0.000471702 0.803112 0.630938
1529 0.000469343 0.803112 0.630938
1530 0.000466996 0.803112 0.630938
1531 0.000464661 0.803112 0.630938
1532 0.000462338 0.803112 0.630938
1533 0.000460026 0.803112 0.630938
1534 0.000457726 0.803112 0.630938
1535 0.000455438 0.803112 0.630938
1536 0.00045316 0.803112 0.630938
1537 0.000450895 0.803112 0.630938
1538 0.00044864 0.803112 0.630938
1539 0.000446397 0.803112 0.630938
1540 0.000444165 0.803112 0.630938
1541 0.000441944 0.803112 0.630938
1542 0.000439734 0.803112 0.630938
1543 0.000437536 0.803112 0.630938
1544 0.000435348 0.803112 0.630938
