# SA_step Temperature Energy Energy_error
1408 0.000860791 -0.442654 0.00115291
1409 0.000856487 -0.442654 0.00115291
1410 0.000852205 -0.442654 0.00115291
1411 0.000847944 -0.442654 0.00115291
1412 0.000843704 -0.442654 0.00115291
1413 0.000839485 -0.442654 0.00115291
1414 0.000835288 -0.442654 0.00115291
1415 0.000831111 -0.442654 0.00115291
1416 0.000826956 -0.442654 0.00115291
1417 0.000822821 -0.442654 0.00115291
1418 0.000818707 -0.442634 0.000773532
1419 0.000814613 -0.442634 0.000773532
1420 0.00081054 -0.442634 0.000773532
1421 0.000806488 -0.443291 0.00058906
1422 0.000802455 -0.443291 0.00058906
1423 0.000798443 -0.443291 0.00058906
1424 0.000794451 -0.443291 0.00058906
1425 0.000790479 -0.443288 0.000968373
1426 0.000786526 -0.443288 0.000968373
1427 0.000782593 -0.443288 0.000968373
1428 0.000778681 -0.443288 0.000968373
1429 0.000774787 -0.443288 0.000968373
1430 0.000770913 -0.443288 0.000968373
1431 0.000767059 -0.443288 0.000968373
1432 0.000763223 -0.443288 0.000968373
1433 0.000759407 -0.443288 0.000968373
1434 0.00075561 -0.443288 0.000968373
1435 0.000751832 -0.443288 0.000968373
1436 0.000748073 -0.443288 0.000968373
1437 0.000744333 -0.443288 0.000968373
1438 0.000740611 -0.443288 0.000968373
1439 0.000736908 -0.443288 0.000968373
1440 0.000733223 -0.443288 0.000968373
1441 0.000729557 -0.443288 0.000968373
1442 0.000725909 -0.443288 0.000968373
1443 0.00072228 -0.443288 0.000968373
1444 0.000718668 -0.443288 0.000968373
1445 0.000715075 -0.443288 0.000968373
1446 0.0007115 -0.443288 0.000968373
1447 0.000707942 -0.443288 0.000968373
1448 0.000704403 -0.443288 0.000968373
1449 0.000700881 -0.443288 0.000968373
1450 0.000697376 -0.443288 0.000968373
1451 0.000693889 -0.443288 0.000968373
1452 0.00069042 -0.443288 0.000968373
1453 0.000686968 -0.443288 0.000968373
1454 0.000683533 -0.443288 0.000968373
1455 0.000680115 -0.443288 0.000968373
1456 0.000676715 -0.443499 0.00103842
1457 0.000673331 -0.443499 0.00103842
1458 0.000669964 -0.443499 0.00103842
1459 0.000666615 -0.443499 0.00103842
1460 0.000663282 -0.443499 0.00103842
1461 0.000659965 -0.443499 0.00103842
1462 0.000656665 -0.443499 0.00103842
1463 0.000653382 -0.443499 0.00103842
1464 0.000650115 -0.443499 0.00103842
1465 0.000646864 -0.443499 0.00103842
1466 0.00064363 -0.443499 0.00103842
1467 0.000640412 -0.443499 0.00103842
1468 0.00063721 -0.443499 0.00103842
1469 0.000634024 -0.443499 0.00103842
1470 0.000630854 -0.443499 0.00103842
1471 0.000627699 -0.443499 0.00103842
1472 0.000624561 -0.443499 0.00103842
1473 0.000621438 -0.443499 0.00103842
1474 0.000618331 -0.443499 0.00103842
1475 0.000615239 -0.443499 0.00103842
1476 0.000612163 -0.443499 0.00103842
1477 0.000609102 -0.443499 0.00103842
1478 0.000606057 -0.443499 0.00103842
1479 0.000603027 -0.443499 0.00103842
1480 0.000600011 -0.443499 0.00103842
1481 0.000597011 -0.443499 0.00103842
1482 0.000594026 -0.443499 0.00103842
1483 0.000591056 -0.443499 0.00103842
1484 0.000588101 -0.443499 0.00103842
1485 0.00058516 -0.443499 0.00103842
1486 0.000582235 -0.443499 0.00103842
1487 0.000579323 -0.443499 0.00103842
1488 0.000576427 -0.443499 0.00103842
1489 0.000573545 -0.443499 0.00103842
1490 0.000570677 -0.443499 0.00103842
1491 0.000567824 -0.443499 0.00103842
1492 0.000564984 -0.443499 0.00103842
1493 0.000562159 -0.443499 0.00103842
1494 0.000559349 -0.443499 0.00103842
1495 0.000556552 -0.443499 0.00103842
1496 0.000553769 -0.443499 0.00103842
1497 0.000551 -0.443499 0.00103842
1498 0.000548245 -0.443499 0.00103842
1499 0.000545504 -0.444509 0.00101071
1500 0.000542777 -0.444509 0.00101071
1501 0.000540063 -0.444509 0.00101071
1502 0.000537362 -0.444509 0.00101071
1503 0.000534676 -0.444509 0.00101071
1504 0.000532002 -0.444509 0.00101071
1505 0.000529342 -0.444509 0.00101071
1506 0.000526695 -0.444509 0.00101071
1507 0.000524062 -0.444509 0.00101071
1508 0.000521442 -0.444509 0.00101071
1509 0.000518834 -0.444509 0.00101071
1510 0.00051624 -0.444509 0.00101071
1511 0.000513659 -0.444509 0.00101071
1512 0.000511091 -0.444509 0.00101071
1513 0.000508535 -0.444509 0.00101071
1514 0.000505993 -0.444509 0.00101071
1515 0.000503463 -0.444509 0.00101071
1516 0.000500945 -0.444577 0.000897293
1517 0.000498441 -0.444577 0.000897293
1518 0.000495948 -0.444577 0.000897293
1519 0.000493469 -0.444577 0.000897293
1520 0.000491001 -0.444577 0.000897293
1521 0.000488546 -0.444577 0.000897293
1522 0.000486104 -0.44443 0.00073078
1523 0.000483673 -0.44443 0.00073078
1524 0.000481255 -0.444077 0.000915857
1525 0.000478849 -0.444077 0.000915857
1526 0.000476454 -0.444077 0.000915857
1527 0.000474072 -0.444077 0.000915857
1528 0.000471702 -0.444077 0.000915857
1529 0.000469343 -0.444077 0.000915857
1530 0.000466996 -0.444077 0.000915857
1531 0.000464661 -0.444077 0.000915857
1532 0.000462338 -0.444077 0.000915857
1533 0.000460026 -0.444077 0.000915857
1534 0.000457726 -0.444077 0.000915857
1535 0.000455438 -0.444077 0.000915857
1536 0.00045316 -0.444077 0.000915857
1537 0.000450895 -0.444077 0.000915857
1538 0.00044864 -0.444077 0.000915857
1539 0.000446397 -0.444077 0.000915857
1540 0.000444165 -0.444077 0.000915857
1541 0.000441944 -0.444077 0.000915857
1542 0.000439734 -0.444077 0.000915857
1543 0.000437536 -0.444077 0.000915857
1544 0.000435348 -0.444077 0.000915857
1545 0.000433171 -0.444077 0.000915857
1546 0.000431006 -0.444077 0.000915857
1547 0.00042885 -0.444077 0.000915857
1548 0.000426706 -0.444077 0.000915857
1549 0.000424573 -0.444077 0.000915857
1550 0.00042245 -0.444077 0.000915857
1551 0.000420338 -0.444077 0.000915857
1552 0.000418236 -0.444077 0.000915857
1553 0.000416145 -0.444077 0.000915857
1554 0.000414064 -0.444077 0.000915857
1555 0.000411994 -0.444077 0.000915857
1556 0.000409934 -0.444077 0.000915857
1557 0.000407884 -0.444077 0.000915857
1558 0.000405845 -0.444077 0.000915857
1559 0.000403815 -0.444077 0.000915857
1560 0.000401796 -0.444077 0.000915857
1561 0.000399787 -0.444077 0.000915857
1562 0.000397788 -0.444077 0.000915857
1563 0.000395799 -0.444077 0.000915857
1564 0.00039382 -0.444077 0.000915857
1565 0.000391851 -0.444077 0.000915857
1566 0.000389892 -0.444077 0.000915857
1567 0.000387943 -0.444077 0.000915857
1568 0.000386003 -0.444077 0.000915857
1569 0.000384073 -0.444077 0.000915857
1570 0.000382153 -0.444077 0.000915857
1571 0.000380242 -0.444077 0.000915857
1572 0.000378341 -0.444077 0.000915857
1573 0.000376449 -0.444077 0.000915857
1574 0.000374567 -0.444077 0.000915857
1575 0.000372694 -0.444077 0.000915857
1576 0.00037083 -0.444077 0.000915857
1577 0.000368976 -0.444077 0.000915857
1578 0.000367131 -0.444077 0.000915857
1579 0.000365296 -0.444077 0.000915857
1580 0.000363469 -0.444077 0.000915857
1581 0.000361652 -0.444077 0.000915857
1582 0.000359844 -0.444077 0.000915857
1583 0.000358044 -0.444077 0.000915857
1584 0.000356254 -0.444077 0.000915857
1585 0.000354473 -0.444077 0.000915857
1586 0.0003527 -0.444077 0.000915857
1587 0.000350937 -0.444077 0.000915857
1588 0.000349182 -0.444077 0.000915857
1589 0.000347436 -0.444077 0.000915857
1590 0.000345699 -0.444077 0.000915857
1591 0.000343971 -0.444077 0.000915857
1592 0.000342251 -0.444077 0.000915857
1593 0.00034054 -0.444077 0.000915857
1594 0.000338837 -0.444077 0.000915857
1595 0.000337143 -0.444077 0.000915857
1596 0.000335457 -0.444077 0.000915857
1597 0.00033378 -0.444077 0.000915857
1598 0.000332111 -0.444077 0.000915857
1599 0.00033045 -0.444077 0.000915857
1600 0.000328798 -0.444077 0.000915857
1601 0.000327154 -0.444077 0.000915857
1602 0.000325518 -0.444077 0.000915857
1603 0.000323891 -0.444077 0.000915857
1604 0.000322271 -0.444077 0.000915857
1605 0.00032066 -0.444077 0.000915857
1606 0.000319057 -0.444077 0.000915857
1607 0.000317461 -0.444077 0.000915857
1608 0.000315874 -0.444077 0.000915857
1609 0.000314295 -0.444077 0.000915857
1610 0.000312723 -0.444077 0.000915857
1611 0.00031116 -0.444077 0.000915857
1612 0.000309604 -0.444077 0.000915857
1613 0.000308056 -0.444077 0.000915857
1614 0.000306515 -0.444077 0.000915857
1615 0.000304983 -0.444077 0.000915857
1616 0.000303458 -0.444077 0.000915857
1617 0.000301941 -0.444077 0.000915857
1618 0.000300431 -0.444077 0.000915857
1619 0.000298929 -0.444077 0.000915857
1620 0.000297434 -0.444077 0.000915857
1621 0.000295947 -0.444077 0.000915857
1622 0.000294467 -0.444077 0.000915857
1623 0.000292995 -0.444077 0.000915857
1624 0.00029153 -0.444077 0.000915857
1625 0.000290072 -0.444077 0.000915857
1626 0.000288622 -0.444077 0.000915857
1627 0.000287179 -0.444077 0.000915857
1628 0.000285743 -0.444077 0.000915857
1629 0.000284314 -0.444077 0.000915857
1630 0.000282893 -0.444077 0.000915857
1631 0.000281478 -0.444077 0.000915857
1632 0.000280071 -0.444077 0.000915857
1633 0.00027867 -0.444077 0.000915857
1634 0.000277277 -0.444077 0.000915857
1635 0.000275891 -0.444077 0.000915857
1636 0.000274511 -0.444077 0.000915857
1637 0.000273139 -0.444077 0.000915857
1638 0.000271773 -0.444077 0.000915857
1639 0.000270414 -0.444077 0.000915857
1640 0.000269062 -0.444077 0.000915857
1641 0.000267717 -0.444077 0.000915857
1642 0.000266378 -0.444077 0.000915857
1643 0.000265046 -0.444077 0.000915857
1644 0.000263721 -0.444077 0.000915857
1645 0.000262402 -0.444077 0.000915857
1646 0.00026109 -0.444077 0.000915857
1647 0.000259785 -0.444077 0.000915857
1648 0.000258486 -0.444077 0.000915857
1649 0.000257194 -0.444077 0.000915857
1650 0.000255908 -0.444077 0.000915857
1651 0.000254628 -0.444077 0.000915857
1652 0.000253355 -0.444077 0.000915857
1653 0.000252088 -0.444077 0.000915857
1654 0.000250828 -0.444077 0.000915857
1655 0.000249574 -0.444077 0.000915857
1656 0.000248326 -0.444077 0.000915857
1657 0.000247084 -0.444446 0.000948298
1658 0.000245849 -0.444446 0.000948298
1659 0.000244619 -0.444446 0.000948298
1660 0.000243396 -0.444446 0.000948298
1661 0.000242179 -0.444446 0.000948298
1662 0.000240968 -0.444446 0.000948298
1663 0.000239764 -0.444446 0.000948298
1664 0.000238565 -0.444446 0.000948298
1665 0.000237372 -0.444446 0.000948298
1666 0.000236185 -0.444446 0.000948298
1667 0.000235004 -0.444446 0.000948298
1668 0.000233829 -0.444446 0.000948298
1669 0.00023266 -0.444446 0.000948298
1670 0.000231497 -0.444446 0.000948298
1671 0.000230339 -0.444446 0.000948298
1672 0.000229188 -0.444446 0.000948298
1673 0.000228042 -0.444446 0.000948298
1674 0.000226901 -0.444446 0.000948298
1675 0.000225767 -0.444446 0.000948298
1676 0.000224638 -0.444446 0.000948298
1677 0.000223515 -0.444446 0.000948298
1678 0.000222397 -0.444446 0.000948298
1679 0.000221285 -0.444446 0.000948298
1680 0.000220179 -0.444446 0.000948298
1681 0.000219078 -0.444446 0.000948298
1682 0.000217983 -0.444446 0.000948298
1683 0.000216893 -0.444446 0.000948298
1684 0.000215808 -0.444446 0.000948298
1685 0.000214729 -0.444446 0.000948298
1686 0.000213656 -0.444446 0.000948298
1687 0.000212587 -0.444446 0.000948298
1688 0.000211524 -0.444446 0.000948298
1689 0.000210467 -0.444446 0.000948298
1690 0.000209414 -0.444446 0.000948298
1691 0.000208367 -0.444446 0.000948298
1692 0.000207325 -0.444446 0.000948298
1693 0.000206289 -0.444446 0.000948298
1694 0.000205257 -0.444446 0.000948298
1695 0.000204231 -0.444446 0.000948298
1696 0.00020321 -0.444446 0.000948298
1697 0.000202194 -0.444446 0.000948298
1698 0.000201183 -0.444446 0.000948298
1699 0.000200177 -0.444446 0.000948298
1700 0.000199176 -0.444446 0.000948298
1701 0.00019818 -0.444446 0.000948298
1702 0.000197189 -0.444446 0.000948298
1703 0.000196203 -0.444446 0.000948298
1704 0.000195222 -0.444446 0.000948298
1705 0.000194246 -0.444446 0.000948298
1706 0.000193275 -0.444446 0.000948298
1707 0.000192309 -0.444446 0.000948298
1708 0.000191347 -0.444446 0.000948298
1709 0.00019039 -0.444446 0.000948298
1710 0.000189438 -0.444446 0.000948298
1711 0.000188491 -0.444446 0.000948298
1712 0.000187549 -0.444446 0.000948298
1713 0.000186611 -0.444446 0.000948298
1714 0.000185678 -0.444446 0.000948298
1715 0.00018475 -0.444446 0.000948298
1716 0.000183826 -0.444446 0.000948298
1717 0.000182907 -0.444446 0.000948298
1718 0.000181992 -0.444446 0.000948298
1719 0.000181082 -0.444446 0.000948298
1720 0.000180177 -0.444446 0.000948298
1721 0.000179276 -0.444446 0.000948298
1722 0.00017838 -0.444446 0.000948298
1723 0.000177488 -0.444446 0.000948298
1724 0.0001766 -0.444446 0.000948298
1725 0.000175717 -0.444446 0.000948298
1726 0.000174839 -0.444446 0.000948298
1727 0.000173964 -0.444446 0.000948298
1728 0.000173095 -0.444446 0.000948298
1729 0.000172229 -0.444446 0.000948298
1730 0.000171368 -0.444446 0.000948298
1731 0.000170511 -0.444446 0.000948298
1732 0.000169659 -0.444446 0.000948298
1733 0.00016881 -0.444446 0.000948298
1734 0.000167966 -0.444446 0.000948298
1735 0.000167126 -0.444446 0.000948298
1736 0.000166291 -0.444446 0.000948298
1737 0.000165459 -0.444446 0.000948298
1738 0.000164632 -0.444446 0.000948298
1739 0.000163809 -0.444446 0.000948298
1740 0.00016299 -0.444446 0.000948298
1741 0.000162175 -0.444446 0.000948298
1742 0.000161364 -0.444446 0.000948298
1743 0.000160557 -0.444446 0.000948298
1744 0.000159754 -0.444446 0.000948298
1745 0.000158956 -0.444446 0.000948298
1746 0.000158161 -0.444446 0.000948298
1747 0.00015737 -0.444446 0.000948298
1748 0.000156583 -0.444446 0.000948298
1749 0.0001558 -0.444446 0.000948298
1750 0.000155021 -0.444446 0.000948298
1751 0.000154246 -0.444446 0.000948298
1752 0.000153475 -0.444446 0.000948298
1753 0.000152708 -0.444446 0.000948298
1754 0.000151944 -0.444446 0.000948298
1755 0.000151184 -0.444446 0.000948298
1756 0.000150428 -0.444446 0.000948298
1757 0.000149676 -0.444446 0.000948298
1758 0.000148928 -0.444446 0.000948298
1759 0.000148183 -0.444446 0.000948298
1760 0.000147442 -0.444446 0.000948298
1761 0.000146705 -0.444446 0.000948298
1762 0.000145972 -0.444446 0.000948298
1763 0.000145242 -0.444446 0.000948298
1764 0.000144516 -0.444446 0.000948298
1765 0.000143793 -0.444446 0.000948298
1766 0.000143074 -0.444446 0.000948298
1767 0.000142359 -0.444446 0.000948298
1768 0.000141647 -0.444446 0.000948298
1769 0.000140939 -0.444446 0.000948298
1770 0.000140234 -0.444446 0.000948298
1771 0.000139533 -0.444446 0.000948298
1772 0.000138835 -0.444446 0.000948298
1773 0.000138141 -0.444446 0.000948298
1774 0.00013745 -0.444446 0.000948298
1775 0.000136763 -0.444446 0.000948298
1776 0.000136079 -0.444446 0.000948298
1777 0.000135399 -0.444446 0.000948298
1778 0.000134722 -0.444446 0.000948298
1779 0.000134048 -0.444446 0.000948298
1780 0.000133378 -0.444446 0.000948298
1781 0.000132711 -0.444446 0.000948298
1782 0.000132047 -0.444446 0.000948298
1783 0.000131387 -0.444446 0.000948298
1784 0.00013073 -0.444446 0.000948298
1785 0.000130077 -0.444446 0.000948298
1786 0.000129426 -0.444446 0.000948298
1787 0.000128779 -0.444446 0.000948298
1788 0.000128135 -0.444446 0.000948298
1789 0.000127495 -0.444446 0.000948298
1790 0.000126857 -0.444446 0.000948298
1791 0.000126223 -0.444446 0.000948298
1792 0.000125592 -0.444446 0.000948298
1793 0.000124964 -0.444446 0.000948298
1794 0.000124339 -0.444446 0.000948298
1795 0.000123717 -0.444446 0.000948298
1796 0.000123099 -0.444446 0.000948298
1797 0.000122483 -0.444446 0.000948298
1798 0.000121871 -0.444446 0.000948298
1799 0.000121261 -0.444446 0.000948298
1800 0.000120655 -0.444446 0.000948298
1801 0.000120052 -0.444446 0.000948298
1802 0.000119451 -0.444446 0.000948298
1803 0.000118854 -0.444446 0.000948298
1804 0.00011826 -0.444446 0.000948298
1805 0.000117669 -0.444446 0.000948298
1806 0.00011708 -0.444446 0.000948298
1807 0.000116495 -0.444446 0.000948298
1808 0.000115912 -0.444446 0.000948298
1809 0.000115333 -0.444446 0.000948298
1810 0.000114756 -0.444446 0.000948298
1811 0.000114182 -0.444446 0.000948298
1812 0.000113612 -0.444446 0.000948298
1813 0.000113043 -0.444446 0.000948298
1814 0.000112478 -0.444446 0.000948298
1815 0.000111916 -0.444446 0.000948298
1816 0.000111356 -0.444446 0.000948298
1817 0.000110799 -0.444446 0.000948298
1818 0.000110245 -0.444446 0.000948298
1819 0.000109694 -0.444446 0.000948298
1820 0.000109146 -0.444446 0.000948298
1821 0.0001086 -0.444446 0.000948298
1822 0.000108057 -0.444446 0.000948298
1823 0.000107517 -0.444446 0.000948298
1824 0.000106979 -0.444446 0.000948298
1825 0.000106444 -0.444446 0.000948298
1826 0.000105912 -0.444446 0.000948298
1827 0.000105383 -0.444446 0.000948298
1828 0.000104856 -0.444446 0.000948298
1829 0.000104331 -0.444446 0.000948298
1830 0.00010381 -0.444446 0.000948298
1831 0.000103291 -0.444446 0.000948298
1832 0.000102774 -0.444446 0.000948298
1833 0.00010226 -0.444446 0.000948298
1834 0.000101749 -0.444446 0.000948298
1835 0.00010124 -0.444446 0.000948298
1836 0.000100734 -0.444446 0.000948298
1837 0.00010023 -0.444446 0.000948298
1838 9.97292e-05 -0.444446 0.000948298
1839 9.92306e-05 -0.444446 0.000948298
1840 9.87344e-05 -0.444446 0.000948298
1841 9.82407e-05 -0.444446 0.000948298
1842 9.77495e-05 -0.444446 0.000948298
1843 9.72608e-05 -0.444446 0.000948298
1844 9.67745e-05 -0.444446 0.000948298
1845 9.62906e-05 -0.444446 0.000948298
1846 9.58092e-05 -0.444446 0.000948298
1847 9.53301e-05 -0.444446 0.000948298
1848 9.48535e-05 -0.444446 0.000948298
1849 9.43792e-05 -0.444446 0.000948298
1850 9.39073e-05 -0.444446 0.000948298
1851 9.34378e-05 -0.444446 0.000948298
1852 9.29706e-05 -0.444446 0.000948298
1853 9.25057e-05 -0.444446 0.000948298
1854 9.20432e-05 -0.444446 0.000948298
1855 9.1583e-05 -0.444446 0.000948298
1856 9.11251e-05 -0.444446 0.000948298
1857 9.06694e-05 -0.444446 0.000948298
1858 9.02161e-05 -0.444446 0.000948298
1859 8.9765e-05 -0.444446 0.000948298
1860 8.93162e-05 -0.444446 0.000948298
1861 8.88696e-05 -0.444446 0.000948298
1862 8.84253e-05 -0.444446 0.000948298
1863 8.79831e-05 -0.444446 0.000948298
1864 8.75432e-05 -0.444446 0.000948298
1865 8.71055e-05 -0.444446 0.000948298
1866 8.667e-05 -0.444446 0.000948298
1867 8.62366e-05 -0.444446 0.000948298
1868 8.58054e-05 -0.444446 0.000948298
1869 8.53764e-05 -0.444446 0.000948298
1870 8.49495e-05 -0.444446 0.000948298
1871 8.45248e-05 -0.444446 0.000948298
1872 8.41022e-05 -0.444446 0.000948298
1873 8.36817e-05 -0.444446 0.000948298
1874 8.32632e-05 -0.444446 0.000948298
1875 8.28469e-05 -0.444446 0.000948298
1876 8.24327e-05 -0.444446 0.000948298
1877 8.20205e-05 -0.444446 0.000948298
1878 8.16104e-05 -0.444446 0.000948298
1879 8.12024e-05 -0.444446 0.000948298
1880 8.07964e-05 -0.444446 0.000948298
1881 8.03924e-05 -0.444446 0.000948298
1882 7.99904e-05 -0.444446 0.000948298
1883 7.95905e-05 -0.444446 0.000948298
1884 7.91925e-05 -0.444446 0.000948298
1885 7.87966e-05 -0.444446 0.000948298
1886 7.84026e-05 -0.444446 0.000948298
1887 7.80106e-05 -0.444446 0.000948298
1888 7.76205e-05 -0.444446 0.000948298
1889 7.72324e-05 -0.444446 0.000948298
1890 7.68462e-05 -0.444446 0.000948298
1891 7.6462e-05 -0.444446 0.000948298
1892 7.60797e-05 -0.444446 0.000948298
1893 7.56993e-05 -0.444446 0.000948298
1894 7.53208e-05 -0.444446 0.000948298
1895 7.49442e-05 -0.444446 0.000948298
1896 7.45695e-05 -0.444446 0.000948298
1897 7.41966e-05 -0.444446 0.000948298
1898 7.38256e-05 -0.444446 0.000948298
1899 7.34565e-05 -0.444446 0.000948298
1900 7.30892e-05 -0.444446 0.000948298
1901 7.27238e-05 -0.444446 0.000948298
1902 7.23602e-05 -0.444446 0.000948298
1903 7.19984e-05 -0.444446 0.000948298
1904 7.16384e-05 -0.444446 0.000948298
1905 7.12802e-05 -0.444446 0.000948298
1906 7.09238e-05 -0.444446 0.000948298
1907 7.05692e-05 -0.444446 0.000948298
1908 7.02163e-05 -0.445535 0.000942223
1909 6.98652e-05 -0.445535 0.000942223
1910 6.95159e-05 -0.445535 0.000942223
1911 6.91683e-05 -0.445535 0.000942223
1912 6.88225e-05 -0.445535 0.000942223
1913 6.84784e-05 -0.445535 0.000942223
1914 6.8136e-05 -0.445535 0.000942223
1915 6.77953e-05 -0.445535 0.000942223
1916 6.74563e-05 -0.445535 0.000942223
1917 6.7119e-05 -0.445535 0.000942223
1918 6.67835e-05 -0.445535 0.000942223
1919 6.64495e-05 -0.445535 0.000942223
1920 6.61173e-05 -0.445535 0.000942223
1921 6.57867e-05 -0.445535 0.000942223
1922 6.54578e-05 -0.445535 0.000942223
1923 6.51305e-05 -0.445535 0.000942223
1924 6.48048e-05 -0.445535 0.000942223
1925 6.44808e-05 -0.445535 0.000942223
1926 6.41584e-05 -0.445535 0.000942223
1927 6.38376e-05 -0.445535 0.000942223
1928 6.35184e-05 -0.445535 0.000942223
1929 6.32008e-05 -0.445535 0.000942223
1930 6.28848e-05 -0.445535 0.000942223
1931 6.25704e-05 -0.445535 0.000942223
1932 6.22575e-05 -0.445535 0.000942223
1933 6.19463e-05 -0.445535 0.000942223
1934 6.16365e-05 -0.445535 0.000942223
1935 6.13283e-05 -0.445535 0.000942223
1936 6.10217e-05 -0.445535 0.000942223
1937 6.07166e-05 -0.445535 0.000942223
1938 6.0413e-05 -0.445535 0.000942223
1939 6.01109e-05 -0.445535 0.000942223
1940 5.98104e-05 -0.445535 0.000942223
1941 5.95113e-05 -0.445535 0.000942223
1942 5.92138e-05 -0.445535 0.000942223
1943 5.89177e-05 -0.445535 0.000942223
1944 5.86231e-05 -0.445535 0.000942223
1945 5.833e-05 -0.445535 0.000942223
1946 5.80384e-05 -0.445535 0.000942223
1947 5.77482e-05 -0.445535 0.000942223
1948 5.74594e-05 -0.445535 0.000942223
1949 5.71721e-05 -0.445535 0.000942223
1950 5.68863e-05 -0.445535 0.000942223
1951 5.66018e-05 -0.445535 0.000942223
1952 5.63188e-05 -0.445535 0.000942223
1953 5.60372e-05 -0.445535 0.000942223
1954 5.5757e-05 -0.445535 0.000942223
1955 5.54783e-05 -0.445535 0.000942223
1956 5.52009e-05 -0.445535 0.000942223
1957 5.49249e-05 -0.445535 0.000942223
1958 5.46502e-05 -0.445535 0.000942223
1959 5.4377e-05 -0.445535 0.000942223
1960 5.41051e-05 -0.445535 0.000942223
1961 5.38346e-05 -0.445535 0.000942223
1962 5.35654e-05 -0.445535 0.000942223
1963 5.32976e-05 -0.445535 0.000942223
1964 5.30311e-05 -0.445535 0.000942223
1965 5.27659e-05 -0.445535 0.000942223
1966 5.25021e-05 -0.445535 0.000942223
1967 5.22396e-05 -0.445535 0.000942223
1968 5.19784e-05 -0.445535 0.000942223
1969 5.17185e-05 -0.445535 0.000942223
1970 5.14599e-05 -0.445535 0.000942223
1971 5.12026e-05 -0.445535 0.000942223
1972 5.09466e-05 -0.445535 0.000942223
1973 5.06919e-05 -0.445535 0.000942223
1974 5.04384e-05 -0.445535 0.000942223
1975 5.01862e-05 -0.445535 0.000942223
1976 4.99353e-05 -0.445535 0.000942223
1977 4.96856e-05 -0.445535 0.000942223
1978 4.94372e-05 -0.445535 0.000942223
1979 4.919e-05 -0.445535 0.000942223
1980 4.8944e-05 -0.445535 0.000942223
1981 4.86993e-05 -0.445535 0.000942223
1982 4.84558e-05 -0.445535 0.000942223
1983 4.82136e-05 -0.445535 0.000942223
1984 4.79725e-05 -0.445535 0.000942223
1985 4.77326e-05 -0.445535 0.000942223
1986 4.7494e-05 -0.445535 0.000942223
1987 4.72565e-05 -0.445535 0.000942223
1988 4.70202e-05 -0.445535 0.000942223
1989 4.67851e-05 -0.445535 0.000942223
1990 4.65512e-05 -0.445535 0.000942223
1991 4.63184e-05 -0.445535 0.000942223
1992 4.60868e-05 -0.445535 0.000942223
1993 4.58564e-05 -0.445535 0.000942223
1994 4.56271e-05 -0.445535 0.000942223
1995 4.5399e-05 -0.445535 0.000942223
1996 4.5172e-05 -0.445535 0.000942223
1997 4.49461e-05 -0.445535 0.000942223
1998 4.47214e-05 -0.445535 0.000942223
1999 4.44978e-05 -0.445535 0.000942223
2000 4.42753e-05 -0.445535 0.000942223
2001 4.40539e-05 -0.445535 0.000942223
2002 4.38337e-05 -0.445535 0.000942223
2003 4.36145e-05 -0.445535 0.000942223
2004 4.33964e-05 -0.445535 0.000942223
2005 4.31794e-05 -0.445535 0.000942223
2006 4.29635e-05 -0.445535 0.000942223
2007 4.27487e-05 -0.445535 0.000942223
2008 4.2535e-05 -0.445458 0.00100667
2009 4.23223e-05 -0.445458 0.00100667
2010 4.21107e-05 -0.445458 0.00100667
2011 4.19001e-05 -0.445458 0.00100667
2012 4.16906e-05 -0.445458 0.00100667
2013 4.14822e-05 -0.445458 0.00100667
2014 4.12748e-05 -0.445458 0.00100667
2015 4.10684e-05 -0.445458 0.00100667
2016 4.08631e-05 -0.445458 0.00100667
2017 4.06587e-05 -0.445458 0.00100667
2018 4.04554e-05 -0.445458 0.00100667
2019 4.02532e-05 -0.445458 0.00100667
2020 4.00519e-05 -0.445458 0.00100667
2021 3.98516e-05 -0.445458 0.00100667
2022 3.96524e-05 -0.445458 0.00100667
2023 3.94541e-05 -0.445458 0.00100667
2024 3.92568e-05 -0.445458 0.00100667
2025 3.90606e-05 -0.445458 0.00100667
2026 3.88653e-05 -0.445458 0.00100667
2027 3.86709e-05 -0.445458 0.00100667
2028 3.84776e-05 -0.445458 0.00100667
2029 3.82852e-05 -0.445458 0.00100667
2030 3.80938e-05 -0.445458 0.00100667
2031 3.79033e-05 -0.445458 0.00100667
2032 3.77138e-05 -0.445458 0.00100667
2033 3.75252e-05 -0.445458 0.00100667
2034 3.73376e-05 -0.445458 0.00100667
2035 3.71509e-05 -0.445458 0.00100667
2036 3.69651e-05 -0.445458 0.00100667
2037 3.67803e-05 -0.445458 0.00100667
2038 3.65964e-05 -0.445458 0.00100667
2039 3.64134e-05 -0.445458 0.00100667
2040 3.62314e-05 -0.445458 0.00100667
2041 3.60502e-05 -0.445458 0.00100667
2042 3.587e-05 -0.445458 0.00100667
2043 3.56906e-05 -0.445458 0.00100667
2044 3.55122e-05 -0.445458 0.00100667
2045 3.53346e-05 -0.445458 0.00100667
2046 3.51579e-05 -0.445458 0.00100667
2047 3.49821e-05 -0.445458 0.00100667
2048 3.48072e-05 -0.445458 0.00100667
2049 3.46332e-05 -0.445458 0.00100667
2050 3.446e-05 -0.445458 0.00100667
2051 3.42877e-05 -0.445458 0.00100667
2052 3.41163e-05 -0.445458 0.00100667
