# SA_step Temperature Energy Energy_error
728 0.0260137 -0.359218 0.00155225
729 0.0258837 -0.305568 0.00288711
730 0.0257543 -0.321416 0.00267687
731 0.0256255 -0.309526 0.00252334
732 0.0254974 -0.309526 0.00252334
733 0.0253699 -0.309526 0.00252334
734 0.025243 -0.333391 0.0019227
735 0.0251168 -0.333391 0.0019227
736 0.0249912 -0.328967 0.00246025
737 0.0248663 -0.313054 0.00270257
738 0.0247419 -0.313054 0.00270257
739 0.0246182 -0.394112 0.00154312
740 0.0244951 -0.416012 0.000939113
741 0.0243727 -0.406369 0.00079473
742 0.0242508 -0.406369 0.00079473
743 0.0241295 -0.406369 0.00079473
744 0.0240089 -0.406369 0.00079473
745 0.0238888 -0.391959 0.00142044
746 0.0237694 -0.42681 0.00138858
747 0.0236506 -0.42681 0.00138858
748 0.0235323 -0.42681 0.00138858
749 0.0234146 -0.42681 0.00138858
750 0.0232976 -0.434797 0.00127936
751 0.0231811 -0.434797 0.00127936
752 0.0230652 -0.408774 0.000906361
753 0.0229498 -0.408774 0.000906361
754 0.0228351 -0.408774 0.000906361
755 0.0227209 -0.408774 0.000906361
756 0.0226073 -0.408774 0.000906361
757 0.0224943 -0.408774 0.000906361
758 0.0223818 -0.425752 0.00143373
759 0.0222699 -0.425752 0.00143373
760 0.0221586 -0.421238 0.00183143
761 0.0220478 -0.421238 0.00183143
762 0.0219375 -0.421238 0.00183143
763 0.0218278 -0.431808 0.00104911
764 0.0217187 -0.437013 0.00146209
765 0.0216101 -0.418922 0.00112838
766 0.021502 -0.428279 0.00123782
767 0.0213945 -0.428279 0.00123782
768 0.0212876 -0.428279 0.00123782
769 0.0211811 -0.428279 0.00123782
770 0.0210752 -0.428279 0.00123782
771 0.0209698 -0.428279 0.00123782
772 0.020865 -0.428279 0.00123782
773 0.0207607 -0.441124 0.00084914
774 0.0206569 -0.441124 0.00084914
775 0.0205536 -0.441124 0.00084914
776 0.0204508 -0.441124 0.00084914
777 0.0203486 -0.441124 0.00084914
778 0.0202468 -0.441124 0.00084914
779 0.0201456 -0.441124 0.00084914
780 0.0200449 -0.441124 0.00084914
781 0.0199446 -0.431858 0.00103548
782 0.0198449 -0.431858 0.00103548
783 0.0197457 -0.433725 0.000992421
784 0.019647 -0.423237 0.00139649
785 0.0195487 -0.423237 0.00139649
786 0.019451 -0.423237 0.00139649
787 0.0193537 -0.398592 0.00174759
788 0.019257 -0.414767 0.00122648
789 0.0191607 -0.415366 0.000758493
790 0.0190649 -0.388402 0.00101956
791 0.0189695 -0.407467 0.000814728
792 0.0188747 -0.407467 0.000814728
793 0.0187803 -0.429435 0.000908537
794 0.0186864 -0.429435 0.000908537
795 0.018593 -0.429435 0.000908537
796 0.0185 -0.441874 0.000850577
797 0.0184075 -0.443463 0.000901533
798 0.0183155 -0.443463 0.000901533
799 0.0182239 -0.443463 0.000901533
800 0.0181328 -0.443463 0.000901533
801 0.0180421 -0.44196 0.000889514
802 0.0179519 -0.441504 0.00102257
803 0.0178622 -0.429369 0.00151826
804 0.0177728 -0.429369 0.00151826
805 0.017684 -0.430818 0.000837487
806 0.0175956 -0.439221 0.00115448
807 0.0175076 -0.439221 0.00115448
808 0.01742 -0.439221 0.00115448
809 0.0173329 -0.388362 0.00124446
810 0.0172463 -0.426777 0.00150497
811 0.01716 -0.426777 0.00150497
812 0.0170742 -0.424654 0.00118661
813 0.0169889 -0.424654 0.00118661
814 0.0169039 -0.431569 0.000937746
815 0.0168194 -0.431569 0.000937746
816 0.0167353 -0.431569 0.000937746
817 0.0166516 -0.431569 0.000937746
818 0.0165684 -0.44025 0.00084295
819 0.0164855 -0.44025 0.00084295
820 0.0164031 -0.44025 0.00084295
821 0.0163211 -0.44025 0.00084295
822 0.0162395 -0.442847 0.000826208
823 0.0161583 -0.432531 0.00143016
824 0.0160775 -0.432531 0.00143016
825 0.0159971 -0.427954 0.000943565
826 0.0159171 -0.434039 0.00100121
827 0.0158375 -0.434039 0.00100121
828 0.0157584 -0.434039 0.00100121
829 0.0156796 -0.434039 0.00100121
830 0.0156012 -0.434039 0.00100121
831 0.0155232 -0.436473 0.00123553
832 0.0154455 -0.436473 0.00123553
833 0.0153683 -0.436473 0.00123553
834 0.0152915 -0.442448 0.00100085
835 0.015215 -0.441152 0.000695661
836 0.0151389 -0.421538 0.00161381
837 0.0150632 -0.427058 0.0011832
838 0.0149879 -0.438019 0.000889096
839 0.014913 -0.438019 0.000889096
840 0.0148384 -0.438019 0.000889096
841 0.0147642 -0.438019 0.000889096
842 0.0146904 -0.438019 0.000889096
843 0.014617 -0.438019 0.000889096
844 0.0145439 -0.431474 0.000907919
845 0.0144712 -0.431474 0.000907919
846 0.0143988 -0.442831 0.000969607
847 0.0143268 -0.442831 0.000969607
848 0.0142552 -0.442831 0.000969607
849 0.0141839 -0.442831 0.000969607
850 0.014113 -0.442831 0.000969607
851 0.0140424 -0.442831 0.000969607
852 0.0139722 -0.442831 0.000969607
853 0.0139023 -0.442831 0.000969607
854 0.0138328 -0.442831 0.000969607
855 0.0137637 -0.442831 0.000969607
856 0.0136948 -0.427898 0.000983252
857 0.0136264 -0.427898 0.000983252
858 0.0135582 -0.427898 0.000983252
859 0.0134904 -0.442402 0.000901855
860 0.013423 -0.442402 0.000901855
861 0.0133559 -0.442402 0.000901855
862 0.0132891 -0.442402 0.000901855
863 0.0132227 -0.435761 0.00105145
864 0.0131565 -0.435761 0.00105145
865 0.0130908 -0.435761 0.00105145
866 0.0130253 -0.435761 0.00105145
867 0.0129602 -0.435761 0.00105145
868 0.0128954 -0.435761 0.00105145
869 0.0128309 -0.416598 0.00129922
870 0.0127667 -0.436253 0.00110406
871 0.0127029 -0.436253 0.00110406
872 0.0126394 -0.436253 0.00110406
873 0.0125762 -0.436253 0.00110406
874 0.0125133 -0.436253 0.00110406
875 0.0124508 -0.436253 0.00110406
876 0.0123885 -0.436253 0.00110406
877 0.0123266 -0.443429 0.000845439
878 0.0122649 -0.443429 0.000845439
879 0.0122036 -0.443429 0.000845439
880 0.0121426 -0.443429 0.000845439
881 0.0120819 -0.443429 0.000845439
882 0.0120215 -0.41956 0.000755201
883 0.0119614 -0.41956 0.000755201
884 0.0119015 -0.41956 0.000755201
885 0.011842 -0.427466 0.000864616
886 0.0117828 -0.429034 0.00120451
887 0.0117239 -0.429034 0.00120451
888 0.0116653 -0.429034 0.00120451
889 0.011607 -0.429034 0.00120451
890 0.0115489 -0.429034 0.00120451
891 0.0114912 -0.429034 0.00120451
892 0.0114337 -0.429034 0.00120451
893 0.0113766 -0.429034 0.00120451
894 0.0113197 -0.431724 0.00128523
895 0.0112631 -0.422402 0.001163
896 0.0112068 -0.422402 0.001163
897 0.0111507 -0.422402 0.001163
898 0.011095 -0.422402 0.001163
899 0.0110395 -0.385674 0.00189419
900 0.0109843 -0.402034 0.00107028
901 0.0109294 -0.402034 0.00107028
902 0.0108747 -0.402034 0.00107028
903 0.0108204 -0.402034 0.00107028
904 0.0107663 -0.402034 0.00107028
905 0.0107124 -0.422099 0.000918357
906 0.0106589 -0.426142 0.00139284
907 0.0106056 -0.402937 0.000867089
908 0.0105525 -0.402937 0.000867089
909 0.0104998 -0.373128 0.000936373
910 0.0104473 -0.373128 0.000936373
911 0.010395 -0.379692 0.00183504
912 0.0103431 -0.431078 0.000747799
913 0.0102914 -0.431078 0.000747799
914 0.0102399 -0.441211 0.000847412
915 0.0101887 -0.441211 0.000847412
916 0.0101378 -0.441211 0.000847412
917 0.0100871 -0.441211 0.000847412
918 0.0100366 -0.441211 0.000847412
919 0.00998645 -0.441211 0.000847412
920 0.00993652 -0.441211 0.000847412
921 0.00988684 -0.441211 0.000847412
922 0.0098374 -0.43218 0.0013052
923 0.00978822 -0.440822 0.000647961
924 0.00973927 -0.440822 0.000647961
925 0.00969058 -0.440822 0.000647961
926 0.00964213 -0.430615 0.000857244
927 0.00959391 -0.444532 0.00107781
928 0.00954595 -0.444532 0.00107781
929 0.00949822 -0.444532 0.00107781
930 0.00945072 -0.444532 0.00107781
931 0.00940347 -0.444532 0.00107781
932 0.00935645 -0.444532 0.00107781
933 0.00930967 -0.444532 0.00107781
934 0.00926312 -0.444532 0.00107781
935 0.00921681 -0.444532 0.00107781
936 0.00917072 -0.444532 0.00107781
937 0.00912487 -0.444532 0.00107781
938 0.00907925 -0.444532 0.00107781
939 0.00903385 -0.444532 0.00107781
940 0.00898868 -0.444532 0.00107781
941 0.00894374 -0.444532 0.00107781
942 0.00889902 -0.444532 0.00107781
943 0.00885452 -0.444532 0.00107781
944 0.00881025 -0.444532 0.00107781
945 0.0087662 -0.444532 0.00107781
946 0.00872237 -0.444532 0.00107781
947 0.00867876 -0.444532 0.00107781
948 0.00863536 -0.444532 0.00107781
949 0.00859219 -0.444532 0.00107781
950 0.00854922 -0.438304 0.000858563
951 0.00850648 -0.438304 0.000858563
952 0.00846395 -0.438304 0.000858563
953 0.00842163 -0.438304 0.000858563
954 0.00837952 -0.438304 0.000858563
955 0.00833762 -0.438304 0.000858563
956 0.00829593 -0.438304 0.000858563
957 0.00825445 -0.438304 0.000858563
958 0.00821318 -0.438304 0.000858563
959 0.00817211 -0.438304 0.000858563
960 0.00813125 -0.438304 0.000858563
961 0.0080906 -0.441347 0.00106402
962 0.00805014 -0.441347 0.00106402
963 0.00800989 -0.430585 0.000536052
964 0.00796984 -0.430585 0.000536052
965 0.00793 -0.430585 0.000536052
966 0.00789035 -0.430585 0.000536052
967 0.00785089 -0.430585 0.000536052
968 0.00781164 -0.430585 0.000536052
969 0.00777258 -0.430585 0.000536052
970 0.00773372 -0.430585 0.000536052
971 0.00769505 -0.430585 0.000536052
972 0.00765657 -0.419189 0.000979552
973 0.00761829 -0.444738 0.000907875
974 0.0075802 -0.444738 0.000907875
975 0.0075423 -0.444738 0.000907875
976 0.00750459 -0.444738 0.000907875
977 0.00746706 -0.444738 0.000907875
978 0.00742973 -0.444738 0.000907875
979 0.00739258 -0.444738 0.000907875
980 0.00735562 -0.444738 0.000907875
981 0.00731884 -0.444738 0.000907875
982 0.00728225 -0.444738 0.000907875
983 0.00724583 -0.444738 0.000907875
984 0.0072096 -0.444738 0.000907875
985 0.00717356 -0.444738 0.000907875
986 0.00713769 -0.444738 0.000907875
987 0.007102 -0.444738 0.000907875
988 0.00706649 -0.444738 0.000907875
989 0.00703116 -0.439183 0.000953689
990 0.006996 -0.439183 0.000953689
991 0.00696102 -0.417347 0.00102452
992 0.00692622 -0.417347 0.00102452
993 0.00689159 -0.417347 0.00102452
994 0.00685713 -0.417347 0.00102452
995 0.00682284 -0.425765 0.000840682
996 0.00678873 -0.425765 0.000840682
997 0.00675478 -0.425765 0.000840682
998 0.00672101 -0.443491 0.000879055
999 0.00668741 -0.443491 0.000879055
1000 0.00665397 -0.443491 0.000879055
1001 0.0066207 -0.443491 0.000879055
1002 0.0065876 -0.429191 0.00105826
1003 0.00655466 -0.429191 0.00105826
1004 0.00652188 -0.429191 0.00105826
1005 0.00648927 -0.432217 0.00079532
1006 0.00645683 -0.442071 0.000870677
1007 0.00642454 -0.44527 0.000900971
1008 0.00639242 -0.44527 0.000900971
1009 0.00636046 -0.44527 0.000900971
1010 0.00632866 -0.44527 0.000900971
1011 0.00629701 -0.44527 0.000900971
1012 0.00626553 -0.44527 0.000900971
1013 0.0062342 -0.44527 0.000900971
1014 0.00620303 -0.44527 0.000900971
1015 0.00617201 -0.44527 0.000900971
1016 0.00614115 -0.44527 0.000900971
1017 0.00611045 -0.44527 0.000900971
1018 0.0060799 -0.44527 0.000900971
1019 0.0060495 -0.44527 0.000900971
1020 0.00601925 -0.44527 0.000900971
1021 0.00598915 -0.44527 0.000900971
1022 0.00595921 -0.44527 0.000900971
1023 0.00592941 -0.44527 0.000900971
1024 0.00589976 -0.44527 0.000900971
1025 0.00587027 -0.44527 0.000900971
1026 0.00584091 -0.44527 0.000900971
1027 0.00581171 -0.44527 0.000900971
1028 0.00578265 -0.443083 0.000987664
1029 0.00575374 -0.443083 0.000987664
1030 0.00572497 -0.443083 0.000987664
1031 0.00569634 -0.443083 0.000987664
1032 0.00566786 -0.442996 0.000902459
1033 0.00563952 -0.442996 0.000902459
1034 0.00561133 -0.442996 0.000902459
1035 0.00558327 -0.442412 0.000827436
1036 0.00555535 -0.442412 0.000827436
1037 0.00552758 -0.442412 0.000827436
1038 0.00549994 -0.442412 0.000827436
1039 0.00547244 -0.442412 0.000827436
1040 0.00544508 -0.442412 0.000827436
1041 0.00541785 -0.442412 0.000827436
1042 0.00539076 -0.442412 0.000827436
1043 0.00536381 -0.442412 0.000827436
1044 0.00533699 -0.442412 0.000827436
1045 0.0053103 -0.442412 0.000827436
1046 0.00528375 -0.442412 0.000827436
1047 0.00525733 -0.444237 0.000876734
1048 0.00523105 -0.444237 0.000876734
1049 0.00520489 -0.444237 0.000876734
1050 0.00517887 -0.444237 0.000876734
1051 0.00515297 -0.444237 0.000876734
1052 0.00512721 -0.444237 0.000876734
1053 0.00510157 -0.444237 0.000876734
1054 0.00507606 -0.444237 0.000876734
1055 0.00505068 -0.444237 0.000876734
1056 0.00502543 -0.444237 0.000876734
1057 0.0050003 -0.444237 0.000876734
1058 0.0049753 -0.444237 0.000876734
1059 0.00495043 -0.444237 0.000876734
1060 0.00492567 -0.444237 0.000876734
1061 0.00490104 -0.444237 0.000876734
1062 0.00487654 -0.444237 0.000876734
1063 0.00485216 -0.444237 0.000876734
1064 0.0048279 -0.444237 0.000876734
1065 0.00480376 -0.444237 0.000876734
1066 0.00477974 -0.444237 0.000876734
1067 0.00475584 -0.444237 0.000876734
1068 0.00473206 -0.444237 0.000876734
1069 0.0047084 -0.444237 0.000876734
1070 0.00468486 -0.444237 0.000876734
1071 0.00466143 -0.444237 0.000876734
1072 0.00463813 -0.444237 0.000876734
1073 0.00461494 -0.444237 0.000876734
1074 0.00459186 -0.444237 0.000876734
1075 0.0045689 -0.443482 0.000738777
1076 0.00454606 -0.443482 0.000738777
1077 0.00452333 -0.443482 0.000738777
1078 0.00450071 -0.443482 0.000738777
1079 0.00447821 -0.443482 0.000738777
1080 0.00445582 -0.443482 0.000738777
1081 0.00443354 -0.443482 0.000738777
1082 0.00441137 -0.443326 0.00100454
1083 0.00438931 -0.443326 0.00100454
1084 0.00436737 -0.443326 0.00100454
1085 0.00434553 -0.443326 0.00100454
1086 0.0043238 -0.443326 0.00100454
1087 0.00430218 -0.443326 0.00100454
1088 0.00428067 -0.443326 0.00100454
1089 0.00425927 -0.443326 0.00100454
1090 0.00423797 -0.443326 0.00100454
1091 0.00421678 -0.443326 0.00100454
1092 0.0041957 -0.443326 0.00100454
1093 0.00417472 -0.443326 0.00100454
1094 0.00415385 -0.443326 0.00100454
1095 0.00413308 -0.443326 0.00100454
1096 0.00411241 -0.443326 0.00100454
1097 0.00409185 -0.443326 0.00100454
1098 0.00407139 -0.443326 0.00100454
1099 0.00405103 -0.443326 0.00100454
1100 0.00403078 -0.442333 0.00102345
1101 0.00401062 -0.442333 0.00102345
1102 0.00399057 -0.442333 0.00102345
1103 0.00397062 -0.442333 0.00102345
1104 0.00395076 -0.442333 0.00102345
1105 0.00393101 -0.442333 0.00102345
1106 0.00391136 -0.442333 0.00102345
1107 0.0038918 -0.442333 0.00102345
1108 0.00387234 -0.442333 0.00102345
1109 0.00385298 -0.442333 0.00102345
1110 0.00383371 -0.442333 0.00102345
1111 0.00381454 -0.442333 0.00102345
1112 0.00379547 -0.442333 0.00102345
1113 0.00377649 -0.441044 0.00115684
1114 0.00375761 -0.441044 0.00115684
1115 0.00373882 -0.438898 0.000960474
1116 0.00372013 -0.438898 0.000960474
1117 0.00370153 -0.438898 0.000960474
1118 0.00368302 -0.431632 0.000808575
1119 0.00366461 -0.431632 0.000808575
1120 0.00364628 -0.431632 0.000808575
1121 0.00362805 -0.433986 0.000841498
1122 0.00360991 -0.436423 0.000959755
1123 0.00359186 -0.436423 0.000959755
1124 0.0035739 -0.444829 0.00114889
1125 0.00355603 -0.444829 0.00114889
1126 0.00353825 -0.444829 0.00114889
1127 0.00352056 -0.444829 0.00114889
1128 0.00350296 -0.444829 0.00114889
1129 0.00348544 -0.444829 0.00114889
1130 0.00346802 -0.442152 0.000768137
1131 0.00345068 -0.44315 0.000814432
1132 0.00343342 -0.44315 0.000814432
1133 0.00341626 -0.44315 0.000814432
1134 0.00339918 -0.44315 0.000814432
1135 0.00338218 -0.44315 0.000814432
1136 0.00336527 -0.44315 0.000814432
1137 0.00334844 -0.44315 0.000814432
1138 0.0033317 -0.44315 0.000814432
1139 0.00331504 -0.44315 0.000814432
1140 0.00329847 -0.44315 0.000814432
1141 0.00328197 -0.44315 0.000814432
1142 0.00326556 -0.44315 0.000814432
1143 0.00324924 -0.44315 0.000814432
1144 0.00323299 -0.44315 0.000814432
1145 0.00321683 -0.44315 0.000814432
1146 0.00320074 -0.44315 0.000814432
1147 0.00318474 -0.44315 0.000814432
1148 0.00316881 -0.44315 0.000814432
1149 0.00315297 -0.444623 0.000848116
1150 0.0031372 -0.444623 0.000848116
1151 0.00312152 -0.444623 0.000848116
1152 0.00310591 -0.444623 0.000848116
1153 0.00309038 -0.444623 0.000848116
1154 0.00307493 -0.444623 0.000848116
1155 0.00305955 -0.444623 0.000848116
1156 0.00304426 -0.444623 0.000848116
1157 0.00302904 -0.444623 0.000848116
1158 0.00301389 -0.444623 0.000848116
1159 0.00299882 -0.444623 0.000848116
1160 0.00298383 -0.444623 0.000848116
1161 0.00296891 -0.444623 0.000848116
1162 0.00295406 -0.444623 0.000848116
1163 0.00293929 -0.439724 0.000921837
1164 0.0029246 -0.439724 0.000921837
1165 0.00290997 -0.439724 0.000921837
1166 0.00289542 -0.439724 0.000921837
1167 0.00288095 -0.439724 0.000921837
1168 0.00286654 -0.439724 0.000921837
1169 0.00285221 -0.439724 0.000921837
1170 0.00283795 -0.439724 0.000921837
1171 0.00282376 -0.439724 0.000921837
1172 0.00280964 -0.441689 0.000939597
1173 0.00279559 -0.441689 0.000939597
1174 0.00278161 -0.441689 0.000939597
1175 0.00276771 -0.441689 0.000939597
1176 0.00275387 -0.441689 0.000939597
1177 0.0027401 -0.441689 0.000939597
1178 0.0027264 -0.441689 0.000939597
1179 0.00271277 -0.441689 0.000939597
1180 0.0026992 -0.441689 0.000939597
1181 0.00268571 -0.441689 0.000939597
1182 0.00267228 -0.441689 0.000939597
1183 0.00265892 -0.441689 0.000939597
1184 0.00264562 -0.441689 0.000939597
1185 0.00263239 -0.441689 0.000939597
1186 0.00261923 -0.444994 0.000852697
1187 0.00260613 -0.444994 0.000852697
1188 0.0025931 -0.443227 0.000741747
1189 0.00258014 -0.443227 0.000741747
1190 0.00256724 -0.443227 0.000741747
1191 0.0025544 -0.443227 0.000741747
1192 0.00254163 -0.443227 0.000741747
1193 0.00252892 -0.443227 0.000741747
1194 0.00251628 -0.443227 0.000741747
1195 0.0025037 -0.443227 0.000741747
1196 0.00249118 -0.443227 0.000741747
1197 0.00247872 -0.443227 0.000741747
1198 0.00246633 -0.443227 0.000741747
1199 0.002454 -0.444875 0.000926162
1200 0.00244173 -0.444875 0.000926162
1201 0.00242952 -0.442485 0.00108279
1202 0.00241737 -0.442485 0.00108279
1203 0.00240528 -0.442485 0.00108279
1204 0.00239326 -0.442485 0.00108279
1205 0.00238129 -0.442485 0.00108279
1206 0.00236938 -0.442485 0.00108279
1207 0.00235754 -0.444429 0.000864275
1208 0.00234575 -0.444429 0.000864275
1209 0.00233402 -0.444429 0.000864275
1210 0.00232235 -0.444429 0.000864275
1211 0.00231074 -0.444429 0.000864275
1212 0.00229918 -0.444429 0.000864275
1213 0.00228769 -0.444429 0.000864275
1214 0.00227625 -0.444429 0.000864275
1215 0.00226487 -0.444429 0.000864275
1216 0.00225354 -0.444429 0.000864275
1217 0.00224228 -0.444429 0.000864275
1218 0.00223107 -0.444429 0.000864275
1219 0.00221991 -0.444429 0.000864275
1220 0.00220881 -0.444429 0.000864275
1221 0.00219777 -0.444429 0.000864275
1222 0.00218678 -0.444429 0.000864275
1223 0.00217584 -0.444429 0.000864275
1224 0.00216496 -0.444429 0.000864275
1225 0.00215414 -0.444429 0.000864275
1226 0.00214337 -0.444429 0.000864275
1227 0.00213265 -0.444429 0.000864275
1228 0.00212199 -0.444429 0.000864275
1229 0.00211138 -0.444429 0.000864275
1230 0.00210082 -0.444429 0.000864275
1231 0.00209032 -0.440681 0.000934146
1232 0.00207987 -0.440681 0.000934146
1233 0.00206947 -0.440681 0.000934146
1234 0.00205912 -0.440681 0.000934146
1235 0.00204882 -0.440681 0.000934146
1236 0.00203858 -0.440681 0.000934146
1237 0.00202839 -0.440681 0.000934146
1238 0.00201825 -0.440681 0.000934146
1239 0.00200815 -0.440681 0.000934146
1240 0.00199811 -0.442767 0.00107345
1241 0.00198812 -0.442767 0.00107345
1242 0.00197818 -0.442767 0.00107345
1243 0.00196829 -0.442767 0.00107345
1244 0.00195845 -0.442767 0.00107345
1245 0.00194866 -0.442767 0.00107345
1246 0.00193891 -0.442767 0.00107345
1247 0.00192922 -0.442767 0.00107345
1248 0.00191957 -0.442767 0.00107345
1249 0.00190998 -0.442767 0.00107345
1250 0.00190043 -0.442767 0.00107345
1251 0.00189092 -0.442767 0.00107345
1252 0.00188147 -0.442767 0.00107345
1253 0.00187206 -0.442767 0.00107345
1254 0.0018627 -0.442767 0.00107345
1255 0.00185339 -0.442767 0.00107345
1256 0.00184412 -0.442767 0.00107345
1257 0.0018349 -0.442767 0.00107345
1258 0.00182573 -0.442767 0.00107345
1259 0.0018166 -0.442767 0.00107345
1260 0.00180751 -0.442767 0.00107345
1261 0.00179848 -0.442767 0.00107345
1262 0.00178948 -0.442767 0.00107345
1263 0.00178054 -0.442767 0.00107345
1264 0.00177163 -0.442767 0.00107345
1265 0.00176278 -0.442767 0.00107345
1266 0.00175396 -0.442767 0.00107345
1267 0.00174519 -0.442767 0.00107345
1268 0.00173647 -0.442767 0.00107345
1269 0.00172778 -0.442767 0.00107345
1270 0.00171915 -0.442767 0.00107345
1271 0.00171055 -0.442767 0.00107345
1272 0.001702 -0.442767 0.00107345
1273 0.00169349 -0.442767 0.00107345
1274 0.00168502 -0.442767 0.00107345
1275 0.00167659 -0.442767 0.00107345
1276 0.00166821 -0.442767 0.00107345
1277 0.00165987 -0.442767 0.00107345
1278 0.00165157 -0.442767 0.00107345
1279 0.00164331 -0.442767 0.00107345
1280 0.0016351 -0.442767 0.00107345
1281 0.00162692 -0.442767 0.00107345
1282 0.00161879 -0.442767 0.00107345
1283 0.00161069 -0.442767 0.00107345
1284 0.00160264 -0.442767 0.00107345
1285 0.00159463 -0.442767 0.00107345
1286 0.00158665 -0.442767 0.00107345
1287 0.00157872 -0.442767 0.00107345
1288 0.00157083 -0.442767 0.00107345
1289 0.00156297 -0.442767 0.00107345
1290 0.00155516 -0.442767 0.00107345
1291 0.00154738 -0.442767 0.00107345
1292 0.00153964 -0.442767 0.00107345
1293 0.00153195 -0.442767 0.00107345
1294 0.00152429 -0.442767 0.00107345
1295 0.00151666 -0.442767 0.00107345
1296 0.00150908 -0.442767 0.00107345
1297 0.00150154 -0.442767 0.00107345
1298 0.00149403 -0.442767 0.00107345
1299 0.00148656 -0.442767 0.00107345
1300 0.00147913 -0.442767 0.00107345
1301 0.00147173 -0.442767 0.00107345
1302 0.00146437 -0.442767 0.00107345
1303 0.00145705 -0.442767 0.00107345
1304 0.00144976 -0.442767 0.00107345
1305 0.00144252 -0.442767 0.00107345
1306 0.0014353 -0.442767 0.00107345
1307 0.00142813 -0.442767 0.00107345
1308 0.00142099 -0.442767 0.00107345
1309 0.00141388 -0.442767 0.00107345
1310 0.00140681 -0.442767 0.00107345
1311 0.00139978 -0.442767 0.00107345
1312 0.00139278 -0.442767 0.00107345
1313 0.00138581 -0.442767 0.00107345
1314 0.00137889 -0.442767 0.00107345
1315 0.00137199 -0.442767 0.00107345
1316 0.00136513 -0.442767 0.00107345
1317 0.00135831 -0.442767 0.00107345
1318 0.00135151 -0.442767 0.00107345
1319 0.00134476 -0.442767 0.00107345
1320 0.00133803 -0.442767 0.00107345
1321 0.00133134 -0.442767 0.00107345
1322 0.00132469 -0.442767 0.00107345
1323 0.00131806 -0.442767 0.00107345
1324 0.00131147 -0.442767 0.00107345
1325 0.00130491 -0.442767 0.00107345
1326 0.00129839 -0.442767 0.00107345
1327 0.0012919 -0.442767 0.00107345
1328 0.00128544 -0.442767 0.00107345
1329 0.00127901 -0.442767 0.00107345
1330 0.00127262 -0.442767 0.00107345
1331 0.00126625 -0.442767 0.00107345
1332 0.00125992 -0.442767 0.00107345
1333 0.00125362 -0.442767 0.00107345
1334 0.00124735 -0.441599 0.000749153
1335 0.00124112 -0.441599 0.000749153
1336 0.00123491 -0.441599 0.000749153
1337 0.00122874 -0.441599 0.000749153
1338 0.00122259 -0.441599 0.000749153
1339 0.00121648 -0.441599 0.000749153
1340 0.0012104 -0.441599 0.000749153
1341 0.00120435 -0.441599 0.000749153
1342 0.00119832 -0.441599 0.000749153
1343 0.00119233 -0.441599 0.000749153
1344 0.00118637 -0.441599 0.000749153
1345 0.00118044 -0.441599 0.000749153
1346 0.00117454 -0.441599 0.000749153
1347 0.00116866 -0.441599 0.000749153
1348 0.00116282 -0.441599 0.000749153
1349 0.00115701 -0.441599 0.000749153
1350 0.00115122 -0.441599 0.000749153
1351 0.00114547 -0.441599 0.000749153
1352 0.00113974 -0.441599 0.000749153
1353 0.00113404 -0.441599 0.000749153
1354 0.00112837 -0.441599 0.000749153
1355 0.00112273 -0.441599 0.000749153
1356 0.00111711 -0.441599 0.000749153
1357 0.00111153 -0.441599 0.000749153
1358 0.00110597 -0.441599 0.000749153
1359 0.00110044 -0.441599 0.000749153
1360 0.00109494 -0.441599 0.000749153
1361 0.00108946 -0.441599 0.000749153
1362 0.00108402 -0.441599 0.000749153
1363 0.0010786 -0.441599 0.000749153
1364 0.0010732 -0.441599 0.000749153
1365 0.00106784 -0.441599 0.000749153
1366 0.0010625 -0.442525 0.000761044
1367 0.00105719 -0.442525 0.000761044
1368 0.0010519 -0.442525 0.000761044
1369 0.00104664 -0.442525 0.000761044
1370 0.00104141 -0.442525 0.000761044
1371 0.0010362 -0.442525 0.000761044
1372 0.00103102 -0.442525 0.000761044
1373 0.00102586 -0.442525 0.000761044
1374 0.00102073 -0.442525 0.000761044
1375 0.00101563 -0.442525 0.000761044
1376 0.00101055 -0.442525 0.000761044
1377 0.0010055 -0.442525 0.000761044
1378 0.00100047 -0.442525 0.000761044
1379 0.00099547 -0.442525 0.000761044
1380 0.000990493 -0.442525 0.000761044
1381 0.000985541 -0.442525 0.000761044
1382 0.000980613 -0.442525 0.000761044
1383 0.00097571 -0.442525 0.000761044
1384 0.000970831 -0.442654 0.00115291
1385 0.000965977 -0.442654 0.00115291
1386 0.000961147 -0.442654 0.00115291
1387 0.000956341 -0.442654 0.00115291
1388 0.00095156 -0.442654 0.00115291
1389 0.000946802 -0.442654 0.00115291
1390 0.000942068 -0.442654 0.00115291
1391 0.000937358 -0.442654 0.00115291
1392 0.000932671 -0.442654 0.00115291
1393 0.000928007 -0.442654 0.00115291
1394 0.000923367 -0.442654 0.00115291
1395 0.000918751 -0.442654 0.00115291
1396 0.000914157 -0.442654 0.00115291
1397 0.000909586 -0.442654 0.00115291
1398 0.000905038 -0.442654 0.00115291
1399 0.000900513 -0.442654 0.00115291
1400 0.00089601 -0.442654 0.00115291
1401 0.00089153 -0.442654 0.00115291
1402 0.000887073 -0.442654 0.00115291
1403 0.000882637 -0.442654 0.00115291
1404 0.000878224 -0.442654 0.00115291
1405 0.000873833 -0.442654 0.00115291
1406 0.000869464 -0.442654 0.00115291
1407 0.000865117 -0.442654 0.00115291
