=========================================
       TSP SIMULATION SUMMARY            
=========================================
Number of Cities:    110
Population Size:     700
Total Generations:   3000
Map Shape:           Italy
Number of Continents:7
Migration Interval:  10
=========================================

Generation | Best Fitness
Generation 686 | Best Fitness: 67.1252
Generation 687 | Best Fitness: 67.1252
Generation 688 | Best Fitness: 67.1252
Generation 689 | Best Fitness: 67.1252
Generation 690 | Best Fitness: 67.1252
Generation 691 | Best Fitness: 67.1252
Generation 692 | Best Fitness: 67.1252
Generation 693 | Best Fitness: 67.1252
Generation 694 | Best Fitness: 67.1252
Generation 695 | Best Fitness: 67.1252
Generation 696 | Best Fitness: 67.1252
Generation 697 | Best Fitness: 67.1252
Generation 698 | Best Fitness: 67.1252
Generation 699 | Best Fitness: 67.1252
Generation 700 | Best Fitness: 67.1252
Generation 701 | Best Fitness: 67.1252
Generation 702 | Best Fitness: 67.1252
Generation 703 | Best Fitness: 67.1252
Generation 704 | Best Fitness: 67.1252
Generation 705 | Best Fitness: 67.1252
Generation 706 | Best Fitness: 67.1252
Generation 707 | Best Fitness: 67.1252
Generation 708 | Best Fitness: 67.1252
Generation 709 | Best Fitness: 67.1252
Generation 710 | Best Fitness: 67.1252
Generation 711 | Best Fitness: 67.1252
Generation 712 | Best Fitness: 67.1252
Generation 713 | Best Fitness: 67.1252
Generation 714 | Best Fitness: 67.1252
Generation 715 | Best Fitness: 67.1252
Generation 716 | Best Fitness: 67.1252
Generation 717 | Best Fitness: 67.1252
Generation 718 | Best Fitness: 67.1252
Generation 719 | Best Fitness: 67.1252
Generation 720 | Best Fitness: 67.1252
Generation 721 | Best Fitness: 67.1252
Generation 722 | Best Fitness: 67.1252
Generation 723 | Best Fitness: 67.1252
Generation 724 | Best Fitness: 67.1252
Generation 725 | Best Fitness: 67.1252
Generation 726 | Best Fitness: 67.1252
Generation 727 | Best Fitness: 67.1252
Generation 728 | Best Fitness: 67.1252
Generation 729 | Best Fitness: 67.1252
Generation 730 | Best Fitness: 67.1252
Generation 731 | Best Fitness: 67.1252
Generation 732 | Best Fitness: 67.1252
Generation 733 | Best Fitness: 67.1252
Generation 734 | Best Fitness: 67.1252
Generation 735 | Best Fitness: 67.1252
Generation 736 | Best Fitness: 67.1252
Generation 737 | Best Fitness: 67.1252
Generation 738 | Best Fitness: 67.1252
Generation 739 | Best Fitness: 67.1252
Generation 740 | Best Fitness: 67.1252
Generation 741 | Best Fitness: 67.1252
Generation 742 | Best Fitness: 67.1252
Generation 743 | Best Fitness: 67.1252
Generation 744 | Best Fitness: 67.1252
Generation 745 | Best Fitness: 67.1252
Generation 746 | Best Fitness: 67.1252
Generation 747 | Best Fitness: 67.1252
Generation 748 | Best Fitness: 67.1252
Generation 749 | Best Fitness: 67.1252
Generation 750 | Best Fitness: 67.1252
Generation 751 | Best Fitness: 67.1252
Generation 752 | Best Fitness: 67.1252
Generation 753 | Best Fitness: 67.1252
Generation 754 | Best Fitness: 67.1252
Generation 755 | Best Fitness: 67.1252
Generation 756 | Best Fitness: 67.1252
Generation 757 | Best Fitness: 67.1252
Generation 758 | Best Fitness: 67.1252
Generation 759 | Best Fitness: 67.1252
Generation 760 | Best Fitness: 67.1252
Generation 761 | Best Fitness: 67.1252
Generation 762 | Best Fitness: 67.1252
Generation 763 | Best Fitness: 67.1252
Generation 764 | Best Fitness: 67.1252
Generation 765 | Best Fitness: 67.1252
Generation 766 | Best Fitness: 67.1252
Generation 767 | Best Fitness: 67.1252
Generation 768 | Best Fitness: 67.1252
Generation 769 | Best Fitness: 67.1252
Generation 770 | Best Fitness: 67.1252
Generation 771 | Best Fitness: 67.1252
Generation 772 | Best Fitness: 67.1252
Generation 773 | Best Fitness: 67.1252
Generation 774 | Best Fitness: 67.1252
Generation 775 | Best Fitness: 67.1252
Generation 776 | Best Fitness: 67.1252
Generation 777 | Best Fitness: 67.1252
Generation 778 | Best Fitness: 67.1252
Generation 779 | Best Fitness: 67.1252
Generation 780 | Best Fitness: 67.1252
Generation 781 | Best Fitness: 67.1252
Generation 782 | Best Fitness: 67.1252
Generation 783 | Best Fitness: 67.1252
Generation 784 | Best Fitness: 67.1252
Generation 785 | Best Fitness: 67.1252
Generation 786 | Best Fitness: 67.1252
Generation 787 | Best Fitness: 67.1252
Generation 788 | Best Fitness: 67.1252
Generation 789 | Best Fitness: 67.1252
Generation 790 | Best Fitness: 67.1252
Generation 791 | Best Fitness: 67.1252
Generation 792 | Best Fitness: 67.1252
Generation 793 | Best Fitness: 67.1252
Generation 794 | Best Fitness: 67.1252
Generation 795 | Best Fitness: 67.1252
Generation 796 | Best Fitness: 67.1252
Generation 797 | Best Fitness: 67.1252
Generation 798 | Best Fitness: 67.1252
Generation 799 | Best Fitness: 67.1252
Generation 800 | Best Fitness: 67.1252
Generation 801 | Best Fitness: 67.1252
Generation 802 | Best Fitness: 67.1252
Generation 803 | Best Fitness: 67.1252
Generation 804 | Best Fitness: 67.1252
Generation 805 | Best Fitness: 67.1252
Generation 806 | Best Fitness: 67.1252
Generation 807 | Best Fitness: 67.1252
Generation 808 | Best Fitness: 67.1252
Generation 809 | Best Fitness: 67.1252
Generation 810 | Best Fitness: 67.1252
Generation 811 | Best Fitness: 67.1252
Generation 812 | Best Fitness: 67.1252
Generation 813 | Best Fitness: 67.1252
Generation 814 | Best Fitness: 67.1252
Generation 815 | Best Fitness: 67.1252
Generation 816 | Best Fitness: 67.1252
Generation 817 | Best Fitness: 67.1252
Generation 818 | Best Fitness: 67.1252
Generation 819 | Best Fitness: 67.1252
Generation 820 | Best Fitness: 67.1252
Generation 821 | Best Fitness: 67.1252
Generation 822 | Best Fitness: 67.1252
Generation 823 | Best Fitness: 67.1252
Generation 824 | Best Fitness: 67.1252
Generation 825 | Best Fitness: 67.1252
Generation 826 | Best Fitness: 67.1252
Generation 827 | Best Fitness: 67.1252
Generation 828 | Best Fitness: 67.1252
Generation 829 | Best Fitness: 67.1252
Generation 830 | Best Fitness: 67.1252
Generation 831 | Best Fitness: 67.1252
Generation 832 | Best Fitness: 67.1252
Generation 833 | Best Fitness: 67.1252
Generation 834 | Best Fitness: 67.1252
Generation 835 | Best Fitness: 67.1252
Generation 836 | Best Fitness: 67.1252
Generation 837 | Best Fitness: 67.1252
Generation 838 | Best Fitness: 67.1252
Generation 839 | Best Fitness: 67.1252
Generation 840 | Best Fitness: 67.1252
Generation 841 | Best Fitness: 67.1252
Generation 842 | Best Fitness: 67.1252
Generation 843 | Best Fitness: 67.1252
Generation 844 | Best Fitness: 67.1252
Generation 845 | Best Fitness: 67.1252
Generation 846 | Best Fitness: 67.1252
Generation 847 | Best Fitness: 67.1252
Generation 848 | Best Fitness: 67.1252
Generation 849 | Best Fitness: 67.1252
Generation 850 | Best Fitness: 67.1252
Generation 851 | Best Fitness: 67.1252
Generation 852 | Best Fitness: 67.1252
Generation 853 | Best Fitness: 67.1252
Generation 854 | Best Fitness: 67.1252
Generation 855 | Best Fitness: 67.1252
Generation 856 | Best Fitness: 67.1252
Generation 857 | Best Fitness: 67.1252
Generation 858 | Best Fitness: 67.1252
Generation 859 | Best Fitness: 67.1252
Generation 860 | Best Fitness: 67.1252
Generation 861 | Best Fitness: 67.1252
Generation 862 | Best Fitness: 67.1252
Generation 863 | Best Fitness: 67.1252
Generation 864 | Best Fitness: 67.1252
Generation 865 | Best Fitness: 67.1252
Generation 866 | Best Fitness: 67.1252
Generation 867 | Best Fitness: 67.1252
Generation 868 | Best Fitness: 67.1252
Generation 869 | Best Fitness: 67.1252
Generation 870 | Best Fitness: 67.1252
Generation 871 | Best Fitness: 67.1252
Generation 872 | Best Fitness: 67.1252
Generation 873 | Best Fitness: 67.1252
Generation 874 | Best Fitness: 67.1252
Generation 875 | Best Fitness: 67.1252
Generation 876 | Best Fitness: 67.1252
Generation 877 | Best Fitness: 67.1252
Generation 878 | Best Fitness: 67.1252
Generation 879 | Best Fitness: 67.1252
Generation 880 | Best Fitness: 67.1252
Generation 881 | Best Fitness: 67.1252
Generation 882 | Best Fitness: 67.1252
Generation 883 | Best Fitness: 67.1252
Generation 884 | Best Fitness: 67.1252
Generation 885 | Best Fitness: 67.1252
Generation 886 | Best Fitness: 67.1252
Generation 887 | Best Fitness: 67.1252
Generation 888 | Best Fitness: 67.1252
Generation 889 | Best Fitness: 67.1252
Generation 890 | Best Fitness: 67.1252
Generation 891 | Best Fitness: 67.1252
Generation 892 | Best Fitness: 67.1252
Generation 893 | Best Fitness: 67.1252
Generation 894 | Best Fitness: 67.1252
Generation 895 | Best Fitness: 67.1252
Generation 896 | Best Fitness: 67.1252
Generation 897 | Best Fitness: 67.1252
Generation 898 | Best Fitness: 67.1252
Generation 899 | Best Fitness: 67.1252
Generation 900 | Best Fitness: 67.1252
Generation 901 | Best Fitness: 67.1252
Generation 902 | Best Fitness: 67.0855
Generation 903 | Best Fitness: 67.0855
Generation 904 | Best Fitness: 67.0855
Generation 905 | Best Fitness: 67.0855
Generation 906 | Best Fitness: 67.0855
Generation 907 | Best Fitness: 67.0855
Generation 908 | Best Fitness: 67.0855
Generation 909 | Best Fitness: 67.0855
Generation 910 | Best Fitness: 67.0855
Generation 911 | Best Fitness: 67.0855
Generation 912 | Best Fitness: 67.0855
Generation 913 | Best Fitness: 67.0855
Generation 914 | Best Fitness: 67.0855
Generation 915 | Best Fitness: 67.0855
Generation 916 | Best Fitness: 67.0855
Generation 917 | Best Fitness: 67.0855
Generation 918 | Best Fitness: 67.0855
Generation 919 | Best Fitness: 67.0855
Generation 920 | Best Fitness: 67.0855
Generation 921 | Best Fitness: 67.0855
Generation 922 | Best Fitness: 67.0855
Generation 923 | Best Fitness: 67.0855
Generation 924 | Best Fitness: 67.0855
Generation 925 | Best Fitness: 67.0855
Generation 926 | Best Fitness: 67.0855
Generation 927 | Best Fitness: 67.0855
Generation 928 | Best Fitness: 67.0855
Generation 929 | Best Fitness: 67.0855
Generation 930 | Best Fitness: 67.0855
Generation 931 | Best Fitness: 67.0855
Generation 932 | Best Fitness: 67.0855
Generation 933 | Best Fitness: 67.0855
Generation 934 | Best Fitness: 67.0855
Generation 935 | Best Fitness: 67.0855
Generation 936 | Best Fitness: 67.0855
Generation 937 | Best Fitness: 67.0855
Generation 938 | Best Fitness: 67.0855
Generation 939 | Best Fitness: 67.0855
Generation 940 | Best Fitness: 67.0855
Generation 941 | Best Fitness: 67.0855
Generation 942 | Best Fitness: 67.0855
Generation 943 | Best Fitness: 67.0855
Generation 944 | Best Fitness: 67.0855
Generation 945 | Best Fitness: 67.0855
Generation 946 | Best Fitness: 67.0855
Generation 947 | Best Fitness: 67.0855
Generation 948 | Best Fitness: 67.0855
Generation 949 | Best Fitness: 67.0855
Generation 950 | Best Fitness: 67.0855
Generation 951 | Best Fitness: 67.0855
Generation 952 | Best Fitness: 67.0855
Generation 953 | Best Fitness: 67.0855
Generation 954 | Best Fitness: 67.0855
Generation 955 | Best Fitness: 67.0855
Generation 956 | Best Fitness: 67.0855
Generation 957 | Best Fitness: 67.0855
Generation 958 | Best Fitness: 66.9667
Generation 959 | Best Fitness: 66.8819
Generation 960 | Best Fitness: 66.8819
Generation 961 | Best Fitness: 66.8819
Generation 962 | Best Fitness: 66.8819
Generation 963 | Best Fitness: 66.8819
Generation 964 | Best Fitness: 66.8819
Generation 965 | Best Fitness: 66.8819
Generation 966 | Best Fitness: 66.8819
Generation 967 | Best Fitness: 66.8819
Generation 968 | Best Fitness: 66.8819
Generation 969 | Best Fitness: 66.8819
Generation 970 | Best Fitness: 66.8819
Generation 971 | Best Fitness: 66.8819
Generation 972 | Best Fitness: 66.8819
Generation 973 | Best Fitness: 66.8819
Generation 974 | Best Fitness: 66.8819
Generation 975 | Best Fitness: 66.8819
Generation 976 | Best Fitness: 66.8819
Generation 977 | Best Fitness: 66.8819
Generation 978 | Best Fitness: 66.8819
Generation 979 | Best Fitness: 66.8819
Generation 980 | Best Fitness: 66.8819
Generation 981 | Best Fitness: 66.8819
Generation 982 | Best Fitness: 66.8819
Generation 983 | Best Fitness: 66.8819
Generation 984 | Best Fitness: 66.8819
Generation 985 | Best Fitness: 66.8819
Generation 986 | Best Fitness: 66.8819
Generation 987 | Best Fitness: 66.8819
Generation 988 | Best Fitness: 66.8819
Generation 989 | Best Fitness: 66.8819
Generation 990 | Best Fitness: 66.8819
Generation 991 | Best Fitness: 66.8819
Generation 992 | Best Fitness: 66.8819
Generation 993 | Best Fitness: 66.8819
Generation 994 | Best Fitness: 66.8819
Generation 995 | Best Fitness: 66.8819
Generation 996 | Best Fitness: 66.8819
Generation 997 | Best Fitness: 66.8819
Generation 998 | Best Fitness: 66.8819
Generation 999 | Best Fitness: 66.8819
Generation 1000 | Best Fitness: 66.8819
Generation 1001 | Best Fitness: 66.8819
Generation 1002 | Best Fitness: 66.8819
Generation 1003 | Best Fitness: 66.8819
Generation 1004 | Best Fitness: 66.8819
Generation 1005 | Best Fitness: 66.8819
Generation 1006 | Best Fitness: 66.8819
Generation 1007 | Best Fitness: 66.8819
Generation 1008 | Best Fitness: 66.8819
Generation 1009 | Best Fitness: 66.8819
Generation 1010 | Best Fitness: 66.8819
Generation 1011 | Best Fitness: 66.8819
Generation 1012 | Best Fitness: 66.8819
Generation 1013 | Best Fitness: 66.8819
Generation 1014 | Best Fitness: 66.8819
Generation 1015 | Best Fitness: 66.8819
Generation 1016 | Best Fitness: 66.8819
Generation 1017 | Best Fitness: 66.8819
Generation 1018 | Best Fitness: 66.8819
Generation 1019 | Best Fitness: 66.8819
Generation 1020 | Best Fitness: 66.8819
Generation 1021 | Best Fitness: 66.8819
Generation 1022 | Best Fitness: 66.8819
Generation 1023 | Best Fitness: 66.8819
Generation 1024 | Best Fitness: 66.8819
Generation 1025 | Best Fitness: 66.8819
Generation 1026 | Best Fitness: 66.8819
Generation 1027 | Best Fitness: 66.8819
Generation 1028 | Best Fitness: 66.8819
Generation 1029 | Best Fitness: 66.8819
Generation 1030 | Best Fitness: 66.8819
Generation 1031 | Best Fitness: 66.8819
Generation 1032 | Best Fitness: 66.8819
Generation 1033 | Best Fitness: 66.8819
Generation 1034 | Best Fitness: 66.8819
Generation 1035 | Best Fitness: 66.8819
Generation 1036 | Best Fitness: 66.8819
Generation 1037 | Best Fitness: 66.8819
Generation 1038 | Best Fitness: 66.8819
Generation 1039 | Best Fitness: 66.8819
Generation 1040 | Best Fitness: 66.8819
Generation 1041 | Best Fitness: 66.8819
Generation 1042 | Best Fitness: 66.8819
Generation 1043 | Best Fitness: 66.8819
Generation 1044 | Best Fitness: 66.8819
Generation 1045 | Best Fitness: 66.8819
Generation 1046 | Best Fitness: 66.8819
Generation 1047 | Best Fitness: 66.8819
Generation 1048 | Best Fitness: 66.8819
Generation 1049 | Best Fitness: 66.8819
Generation 1050 | Best Fitness: 66.8819
Generation 1051 | Best Fitness: 66.8819
Generation 1052 | Best Fitness: 66.8819
Generation 1053 | Best Fitness: 66.8819
Generation 1054 | Best Fitness: 66.8819
Generation 1055 | Best Fitness: 66.8819
Generation 1056 | Best Fitness: 66.8819
Generation 1057 | Best Fitness: 66.8819
Generation 1058 | Best Fitness: 66.8819
Generation 1059 | Best Fitness: 66.8819
Generation 1060 | Best Fitness: 66.8819
Generation 1061 | Best Fitness: 66.8819
Generation 1062 | Best Fitness: 66.8819
Generation 1063 | Best Fitness: 66.8819
Generation 1064 | Best Fitness: 66.8819
Generation 1065 | Best Fitness: 66.8819
Generation 1066 | Best Fitness: 66.8819
Generation 1067 | Best Fitness: 66.8819
Generation 1068 | Best Fitness: 66.8819
Generation 1069 | Best Fitness: 66.8819
Generation 1070 | Best Fitness: 66.8819
Generation 1071 | Best Fitness: 66.8819
Generation 1072 | Best Fitness: 66.8819
Generation 1073 | Best Fitness: 66.8819
Generation 1074 | Best Fitness: 66.8819
Generation 1075 | Best Fitness: 66.8819
Generation 1076 | Best Fitness: 66.8819
Generation 1077 | Best Fitness: 66.8819
Generation 1078 | Best Fitness: 66.8819
Generation 1079 | Best Fitness: 66.8819
Generation 1080 | Best Fitness: 66.8819
Generation 1081 | Best Fitness: 66.8819
Generation 1082 | Best Fitness: 66.8819
Generation 1083 | Best Fitness: 66.8819
Generation 1084 | Best Fitness: 66.8819
Generation 1085 | Best Fitness: 66.8819
Generation 1086 | Best Fitness: 66.8819
Generation 1087 | Best Fitness: 66.8819
Generation 1088 | Best Fitness: 66.8819
Generation 1089 | Best Fitness: 66.8819
Generation 1090 | Best Fitness: 66.8819
Generation 1091 | Best Fitness: 66.8819
Generation 1092 | Best Fitness: 66.8559
Generation 1093 | Best Fitness: 66.8559
Generation 1094 | Best Fitness: 66.8559
Generation 1095 | Best Fitness: 66.8559
Generation 1096 | Best Fitness: 66.8559
Generation 1097 | Best Fitness: 66.8559
Generation 1098 | Best Fitness: 66.8559
Generation 1099 | Best Fitness: 66.8559
Generation 1100 | Best Fitness: 66.8559
Generation 1101 | Best Fitness: 66.8559
Generation 1102 | Best Fitness: 66.8559
Generation 1103 | Best Fitness: 66.8559
Generation 1104 | Best Fitness: 66.8559
Generation 1105 | Best Fitness: 66.8559
Generation 1106 | Best Fitness: 66.8559
Generation 1107 | Best Fitness: 66.8559
Generation 1108 | Best Fitness: 66.8559
Generation 1109 | Best Fitness: 66.8559
Generation 1110 | Best Fitness: 66.8559
Generation 1111 | Best Fitness: 66.8559
Generation 1112 | Best Fitness: 66.8559
Generation 1113 | Best Fitness: 66.8559
Generation 1114 | Best Fitness: 66.8559
Generation 1115 | Best Fitness: 66.8559
Generation 1116 | Best Fitness: 66.8559
Generation 1117 | Best Fitness: 66.8559
Generation 1118 | Best Fitness: 66.8559
Generation 1119 | Best Fitness: 66.8559
Generation 1120 | Best Fitness: 66.8559
Generation 1121 | Best Fitness: 66.8559
Generation 1122 | Best Fitness: 66.8559
Generation 1123 | Best Fitness: 66.8559
Generation 1124 | Best Fitness: 66.8559
Generation 1125 | Best Fitness: 66.8559
Generation 1126 | Best Fitness: 66.8559
Generation 1127 | Best Fitness: 66.8559
Generation 1128 | Best Fitness: 66.8559
Generation 1129 | Best Fitness: 66.8559
Generation 1130 | Best Fitness: 66.8559
Generation 1131 | Best Fitness: 66.8559
Generation 1132 | Best Fitness: 66.8559
Generation 1133 | Best Fitness: 66.8559
Generation 1134 | Best Fitness: 66.8559
Generation 1135 | Best Fitness: 66.8559
Generation 1136 | Best Fitness: 66.8559
Generation 1137 | Best Fitness: 66.8559
Generation 1138 | Best Fitness: 66.8559
Generation 1139 | Best Fitness: 66.8559
Generation 1140 | Best Fitness: 66.8559
Generation 1141 | Best Fitness: 66.8559
Generation 1142 | Best Fitness: 66.8559
Generation 1143 | Best Fitness: 66.8559
Generation 1144 | Best Fitness: 66.8559
Generation 1145 | Best Fitness: 66.8559
Generation 1146 | Best Fitness: 66.8559
Generation 1147 | Best Fitness: 66.8559
Generation 1148 | Best Fitness: 66.8559
Generation 1149 | Best Fitness: 66.8559
Generation 1150 | Best Fitness: 66.8559
Generation 1151 | Best Fitness: 66.8559
Generation 1152 | Best Fitness: 66.8559
Generation 1153 | Best Fitness: 66.8559
Generation 1154 | Best Fitness: 66.8559
Generation 1155 | Best Fitness: 66.8559
Generation 1156 | Best Fitness: 66.8559
Generation 1157 | Best Fitness: 66.8559
Generation 1158 | Best Fitness: 66.8559
Generation 1159 | Best Fitness: 66.8559
Generation 1160 | Best Fitness: 66.8559
Generation 1161 | Best Fitness: 66.8559
Generation 1162 | Best Fitness: 66.8559
Generation 1163 | Best Fitness: 66.8559
Generation 1164 | Best Fitness: 66.8559
Generation 1165 | Best Fitness: 66.8559
Generation 1166 | Best Fitness: 66.8559
Generation 1167 | Best Fitness: 66.8559
Generation 1168 | Best Fitness: 66.8559
Generation 1169 | Best Fitness: 66.8559
Generation 1170 | Best Fitness: 66.8559
Generation 1171 | Best Fitness: 66.8559
Generation 1172 | Best Fitness: 66.8559
Generation 1173 | Best Fitness: 66.8559
Generation 1174 | Best Fitness: 66.8559
Generation 1175 | Best Fitness: 66.8559
Generation 1176 | Best Fitness: 66.8559
Generation 1177 | Best Fitness: 66.8559
Generation 1178 | Best Fitness: 66.8559
Generation 1179 | Best Fitness: 66.8559
Generation 1180 | Best Fitness: 66.8559
Generation 1181 | Best Fitness: 66.8559
Generation 1182 | Best Fitness: 66.8559
Generation 1183 | Best Fitness: 66.8559
Generation 1184 | Best Fitness: 66.8559
Generation 1185 | Best Fitness: 66.8559
Generation 1186 | Best Fitness: 66.8559
Generation 1187 | Best Fitness: 66.8559
Generation 1188 | Best Fitness: 66.633
Generation 1189 | Best Fitness: 66.633
Generation 1190 | Best Fitness: 66.633
Generation 1191 | Best Fitness: 66.633
Generation 1192 | Best Fitness: 66.633
Generation 1193 | Best Fitness: 66.633
Generation 1194 | Best Fitness: 66.633
Generation 1195 | Best Fitness: 66.633
Generation 1196 | Best Fitness: 66.633
Generation 1197 | Best Fitness: 66.633
Generation 1198 | Best Fitness: 66.633
Generation 1199 | Best Fitness: 66.633
Generation 1200 | Best Fitness: 66.633
Generation 1201 | Best Fitness: 66.633
Generation 1202 | Best Fitness: 66.633
Generation 1203 | Best Fitness: 66.633
Generation 1204 | Best Fitness: 66.633
Generation 1205 | Best Fitness: 66.633
Generation 1206 | Best Fitness: 66.633
Generation 1207 | Best Fitness: 66.633
Generation 1208 | Best Fitness: 66.633
Generation 1209 | Best Fitness: 66.633
Generation 1210 | Best Fitness: 66.633
Generation 1211 | Best Fitness: 66.633
Generation 1212 | Best Fitness: 66.633
Generation 1213 | Best Fitness: 66.633
Generation 1214 | Best Fitness: 66.633
Generation 1215 | Best Fitness: 66.633
Generation 1216 | Best Fitness: 66.633
Generation 1217 | Best Fitness: 66.633
Generation 1218 | Best Fitness: 66.633
Generation 1219 | Best Fitness: 66.633
Generation 1220 | Best Fitness: 66.633
Generation 1221 | Best Fitness: 66.633
Generation 1222 | Best Fitness: 66.633
Generation 1223 | Best Fitness: 66.633
Generation 1224 | Best Fitness: 66.633
Generation 1225 | Best Fitness: 66.633
Generation 1226 | Best Fitness: 66.633
Generation 1227 | Best Fitness: 66.633
Generation 1228 | Best Fitness: 66.633
Generation 1229 | Best Fitness: 66.633
Generation 1230 | Best Fitness: 66.633
Generation 1231 | Best Fitness: 66.633
Generation 1232 | Best Fitness: 66.633
Generation 1233 | Best Fitness: 66.633
Generation 1234 | Best Fitness: 66.633
Generation 1235 | Best Fitness: 66.633
Generation 1236 | Best Fitness: 66.633
Generation 1237 | Best Fitness: 66.633
Generation 1238 | Best Fitness: 66.633
Generation 1239 | Best Fitness: 66.633
Generation 1240 | Best Fitness: 66.633
Generation 1241 | Best Fitness: 66.633
Generation 1242 | Best Fitness: 66.633
Generation 1243 | Best Fitness: 66.633
Generation 1244 | Best Fitness: 66.633
Generation 1245 | Best Fitness: 66.633
Generation 1246 | Best Fitness: 66.633
Generation 1247 | Best Fitness: 66.633
Generation 1248 | Best Fitness: 66.633
Generation 1249 | Best Fitness: 66.633
Generation 1250 | Best Fitness: 66.633
Generation 1251 | Best Fitness: 66.633
Generation 1252 | Best Fitness: 66.633
Generation 1253 | Best Fitness: 66.633
Generation 1254 | Best Fitness: 66.633
Generation 1255 | Best Fitness: 66.633
Generation 1256 | Best Fitness: 66.633
Generation 1257 | Best Fitness: 66.633
Generation 1258 | Best Fitness: 66.633
Generation 1259 | Best Fitness: 66.633
Generation 1260 | Best Fitness: 66.633
Generation 1261 | Best Fitness: 66.633
Generation 1262 | Best Fitness: 66.633
Generation 1263 | Best Fitness: 66.633
Generation 1264 | Best Fitness: 66.633
Generation 1265 | Best Fitness: 66.633
Generation 1266 | Best Fitness: 66.633
Generation 1267 | Best Fitness: 66.633
Generation 1268 | Best Fitness: 66.633
Generation 1269 | Best Fitness: 66.633
Generation 1270 | Best Fitness: 66.633
Generation 1271 | Best Fitness: 66.633
Generation 1272 | Best Fitness: 66.633
Generation 1273 | Best Fitness: 66.633
Generation 1274 | Best Fitness: 66.633
Generation 1275 | Best Fitness: 66.633
Generation 1276 | Best Fitness: 66.633
Generation 1277 | Best Fitness: 66.633
Generation 1278 | Best Fitness: 66.633
Generation 1279 | Best Fitness: 66.633
Generation 1280 | Best Fitness: 66.633
Generation 1281 | Best Fitness: 66.633
Generation 1282 | Best Fitness: 66.633
Generation 1283 | Best Fitness: 66.633
Generation 1284 | Best Fitness: 66.633
Generation 1285 | Best Fitness: 66.633
Generation 1286 | Best Fitness: 66.633
Generation 1287 | Best Fitness: 66.633
Generation 1288 | Best Fitness: 66.633
Generation 1289 | Best Fitness: 66.633
Generation 1290 | Best Fitness: 66.633
Generation 1291 | Best Fitness: 66.633
Generation 1292 | Best Fitness: 66.633
Generation 1293 | Best Fitness: 66.633
Generation 1294 | Best Fitness: 66.633
Generation 1295 | Best Fitness: 66.633
Generation 1296 | Best Fitness: 66.633
Generation 1297 | Best Fitness: 66.633
Generation 1298 | Best Fitness: 66.633
Generation 1299 | Best Fitness: 66.633
Generation 1300 | Best Fitness: 66.633
Generation 1301 | Best Fitness: 66.633
Generation 1302 | Best Fitness: 66.633
Generation 1303 | Best Fitness: 66.633
Generation 1304 | Best Fitness: 66.633
Generation 1305 | Best Fitness: 66.633
Generation 1306 | Best Fitness: 66.633
Generation 1307 | Best Fitness: 66.633
Generation 1308 | Best Fitness: 66.633
Generation 1309 | Best Fitness: 66.633
Generation 1310 | Best Fitness: 66.633
Generation 1311 | Best Fitness: 66.633
Generation 1312 | Best Fitness: 66.633
Generation 1313 | Best Fitness: 66.633
Generation 1314 | Best Fitness: 66.633
Generation 1315 | Best Fitness: 66.633
Generation 1316 | Best Fitness: 66.633
Generation 1317 | Best Fitness: 66.633
Generation 1318 | Best Fitness: 66.633
Generation 1319 | Best Fitness: 66.633
Generation 1320 | Best Fitness: 66.633
Generation 1321 | Best Fitness: 66.633
Generation 1322 | Best Fitness: 66.633
Generation 1323 | Best Fitness: 66.633
Generation 1324 | Best Fitness: 66.633
Generation 1325 | Best Fitness: 66.633
Generation 1326 | Best Fitness: 66.633
Generation 1327 | Best Fitness: 66.633
Generation 1328 | Best Fitness: 66.633
Generation 1329 | Best Fitness: 66.633
Generation 1330 | Best Fitness: 66.633
Generation 1331 | Best Fitness: 66.633
Generation 1332 | Best Fitness: 66.633
Generation 1333 | Best Fitness: 66.633
Generation 1334 | Best Fitness: 66.633
Generation 1335 | Best Fitness: 66.633
Generation 1336 | Best Fitness: 66.633
Generation 1337 | Best Fitness: 66.633
Generation 1338 | Best Fitness: 66.633
Generation 1339 | Best Fitness: 66.633
Generation 1340 | Best Fitness: 66.633
Generation 1341 | Best Fitness: 66.633
Generation 1342 | Best Fitness: 66.633
Generation 1343 | Best Fitness: 66.633
Generation 1344 | Best Fitness: 66.633
Generation 1345 | Best Fitness: 66.633
Generation 1346 | Best Fitness: 66.633
Generation 1347 | Best Fitness: 66.633
Generation 1348 | Best Fitness: 66.633
Generation 1349 | Best Fitness: 66.633
Generation 1350 | Best Fitness: 66.633
Generation 1351 | Best Fitness: 66.633
Generation 1352 | Best Fitness: 66.633
Generation 1353 | Best Fitness: 66.633
Generation 1354 | Best Fitness: 66.633
Generation 1355 | Best Fitness: 66.633
Generation 1356 | Best Fitness: 66.633
Generation 1357 | Best Fitness: 66.633
Generation 1358 | Best Fitness: 66.633
Generation 1359 | Best Fitness: 66.633
Generation 1360 | Best Fitness: 66.633
Generation 1361 | Best Fitness: 66.633
Generation 1362 | Best Fitness: 66.633
Generation 1363 | Best Fitness: 66.633
Generation 1364 | Best Fitness: 66.633
Generation 1365 | Best Fitness: 66.633
Generation 1366 | Best Fitness: 66.633
Generation 1367 | Best Fitness: 66.633
Generation 1368 | Best Fitness: 66.633
Generation 1369 | Best Fitness: 66.633
Generation 1370 | Best Fitness: 66.633
