=========================================
       TSP SIMULATION SUMMARY            
=========================================
Number of Cities:    110
Population Size:     700
Total Generations:   3000
Map Shape:           Italy
Number of Continents:7
Migration Interval:  10
=========================================

Generation | Best Fitness
Generation 2052 | Best Fitness: 65.9451
Generation 2053 | Best Fitness: 65.9451
Generation 2054 | Best Fitness: 65.9451
Generation 2055 | Best Fitness: 65.9451
Generation 2056 | Best Fitness: 65.9451
Generation 2057 | Best Fitness: 65.9451
Generation 2058 | Best Fitness: 65.9451
Generation 2059 | Best Fitness: 65.9451
Generation 2060 | Best Fitness: 65.9451
Generation 2061 | Best Fitness: 65.9451
Generation 2062 | Best Fitness: 65.9451
Generation 2063 | Best Fitness: 65.9451
Generation 2064 | Best Fitness: 65.9451
Generation 2065 | Best Fitness: 65.9451
Generation 2066 | Best Fitness: 65.9451
Generation 2067 | Best Fitness: 65.9451
Generation 2068 | Best Fitness: 65.9451
Generation 2069 | Best Fitness: 65.9451
Generation 2070 | Best Fitness: 65.9451
Generation 2071 | Best Fitness: 65.9451
Generation 2072 | Best Fitness: 65.9451
Generation 2073 | Best Fitness: 65.9451
Generation 2074 | Best Fitness: 65.9451
Generation 2075 | Best Fitness: 65.9451
Generation 2076 | Best Fitness: 65.9451
Generation 2077 | Best Fitness: 65.9451
Generation 2078 | Best Fitness: 65.9451
Generation 2079 | Best Fitness: 65.9451
Generation 2080 | Best Fitness: 65.9451
Generation 2081 | Best Fitness: 65.9451
Generation 2082 | Best Fitness: 65.9451
Generation 2083 | Best Fitness: 65.9451
Generation 2084 | Best Fitness: 65.9451
Generation 2085 | Best Fitness: 65.9451
Generation 2086 | Best Fitness: 65.9451
Generation 2087 | Best Fitness: 65.9451
Generation 2088 | Best Fitness: 65.9451
Generation 2089 | Best Fitness: 65.9451
Generation 2090 | Best Fitness: 65.9451
Generation 2091 | Best Fitness: 65.9451
Generation 2092 | Best Fitness: 65.9451
Generation 2093 | Best Fitness: 65.9451
Generation 2094 | Best Fitness: 65.9451
Generation 2095 | Best Fitness: 65.9451
Generation 2096 | Best Fitness: 65.9451
Generation 2097 | Best Fitness: 65.9451
Generation 2098 | Best Fitness: 65.9451
Generation 2099 | Best Fitness: 65.9451
Generation 2100 | Best Fitness: 65.9451
Generation 2101 | Best Fitness: 65.9451
Generation 2102 | Best Fitness: 65.9451
Generation 2103 | Best Fitness: 65.9451
Generation 2104 | Best Fitness: 65.9451
Generation 2105 | Best Fitness: 65.9451
Generation 2106 | Best Fitness: 65.9451
Generation 2107 | Best Fitness: 65.9451
Generation 2108 | Best Fitness: 65.9451
Generation 2109 | Best Fitness: 65.9451
Generation 2110 | Best Fitness: 65.9451
Generation 2111 | Best Fitness: 65.9451
Generation 2112 | Best Fitness: 65.9451
Generation 2113 | Best Fitness: 65.9451
Generation 2114 | Best Fitness: 65.9451
Generation 2115 | Best Fitness: 65.9451
Generation 2116 | Best Fitness: 65.9451
Generation 2117 | Best Fitness: 65.9451
Generation 2118 | Best Fitness: 65.9451
Generation 2119 | Best Fitness: 65.9451
Generation 2120 | Best Fitness: 65.9451
Generation 2121 | Best Fitness: 65.9451
Generation 2122 | Best Fitness: 65.9451
Generation 2123 | Best Fitness: 65.9451
Generation 2124 | Best Fitness: 65.9451
Generation 2125 | Best Fitness: 65.9451
Generation 2126 | Best Fitness: 65.9451
Generation 2127 | Best Fitness: 65.9451
Generation 2128 | Best Fitness: 65.9451
Generation 2129 | Best Fitness: 65.9451
Generation 2130 | Best Fitness: 65.9451
Generation 2131 | Best Fitness: 65.9451
Generation 2132 | Best Fitness: 65.9451
Generation 2133 | Best Fitness: 65.9451
Generation 2134 | Best Fitness: 65.9451
Generation 2135 | Best Fitness: 65.9451
Generation 2136 | Best Fitness: 65.9451
Generation 2137 | Best Fitness: 65.9451
Generation 2138 | Best Fitness: 65.9451
Generation 2139 | Best Fitness: 65.9451
Generation 2140 | Best Fitness: 65.9451
Generation 2141 | Best Fitness: 65.9451
Generation 2142 | Best Fitness: 65.9451
Generation 2143 | Best Fitness: 65.9451
Generation 2144 | Best Fitness: 65.9451
Generation 2145 | Best Fitness: 65.9451
Generation 2146 | Best Fitness: 65.9451
Generation 2147 | Best Fitness: 65.9451
Generation 2148 | Best Fitness: 65.9451
Generation 2149 | Best Fitness: 65.9451
Generation 2150 | Best Fitness: 65.9451
Generation 2151 | Best Fitness: 65.9451
Generation 2152 | Best Fitness: 65.9451
Generation 2153 | Best Fitness: 65.9451
Generation 2154 | Best Fitness: 65.9451
Generation 2155 | Best Fitness: 65.9451
Generation 2156 | Best Fitness: 65.9451
Generation 2157 | Best Fitness: 65.9451
Generation 2158 | Best Fitness: 65.9451
Generation 2159 | Best Fitness: 65.9451
Generation 2160 | Best Fitness: 65.9451
Generation 2161 | Best Fitness: 65.9451
Generation 2162 | Best Fitness: 65.9451
Generation 2163 | Best Fitness: 65.9451
Generation 2164 | Best Fitness: 65.9451
Generation 2165 | Best Fitness: 65.9451
Generation 2166 | Best Fitness: 65.9451
Generation 2167 | Best Fitness: 65.9451
Generation 2168 | Best Fitness: 65.9451
Generation 2169 | Best Fitness: 65.9451
Generation 2170 | Best Fitness: 65.9451
Generation 2171 | Best Fitness: 65.9451
Generation 2172 | Best Fitness: 65.9451
Generation 2173 | Best Fitness: 65.9451
Generation 2174 | Best Fitness: 65.9451
Generation 2175 | Best Fitness: 65.9451
Generation 2176 | Best Fitness: 65.9451
Generation 2177 | Best Fitness: 65.9451
Generation 2178 | Best Fitness: 65.9451
Generation 2179 | Best Fitness: 65.9451
Generation 2180 | Best Fitness: 65.9451
Generation 2181 | Best Fitness: 65.9451
Generation 2182 | Best Fitness: 65.9451
Generation 2183 | Best Fitness: 65.9451
Generation 2184 | Best Fitness: 65.9451
Generation 2185 | Best Fitness: 65.9451
Generation 2186 | Best Fitness: 65.9451
Generation 2187 | Best Fitness: 65.9451
Generation 2188 | Best Fitness: 65.9451
Generation 2189 | Best Fitness: 65.9451
Generation 2190 | Best Fitness: 65.9451
Generation 2191 | Best Fitness: 65.9451
Generation 2192 | Best Fitness: 65.9451
Generation 2193 | Best Fitness: 65.9451
Generation 2194 | Best Fitness: 65.9451
Generation 2195 | Best Fitness: 65.9451
Generation 2196 | Best Fitness: 65.9451
Generation 2197 | Best Fitness: 65.9451
Generation 2198 | Best Fitness: 65.9451
Generation 2199 | Best Fitness: 65.9451
Generation 2200 | Best Fitness: 65.9451
Generation 2201 | Best Fitness: 65.9451
Generation 2202 | Best Fitness: 65.9451
Generation 2203 | Best Fitness: 65.9451
Generation 2204 | Best Fitness: 65.9451
Generation 2205 | Best Fitness: 65.9451
Generation 2206 | Best Fitness: 65.9451
Generation 2207 | Best Fitness: 65.9451
Generation 2208 | Best Fitness: 65.9451
Generation 2209 | Best Fitness: 65.9451
Generation 2210 | Best Fitness: 65.9451
Generation 2211 | Best Fitness: 65.9451
Generation 2212 | Best Fitness: 65.9451
Generation 2213 | Best Fitness: 65.9451
Generation 2214 | Best Fitness: 65.9451
Generation 2215 | Best Fitness: 65.9451
Generation 2216 | Best Fitness: 65.9451
Generation 2217 | Best Fitness: 65.9451
Generation 2218 | Best Fitness: 65.9451
Generation 2219 | Best Fitness: 65.9451
Generation 2220 | Best Fitness: 65.9451
Generation 2221 | Best Fitness: 65.9451
Generation 2222 | Best Fitness: 65.9451
Generation 2223 | Best Fitness: 65.9451
Generation 2224 | Best Fitness: 65.9451
Generation 2225 | Best Fitness: 65.9451
Generation 2226 | Best Fitness: 65.9451
Generation 2227 | Best Fitness: 65.9451
Generation 2228 | Best Fitness: 65.9451
Generation 2229 | Best Fitness: 65.9451
Generation 2230 | Best Fitness: 65.9451
Generation 2231 | Best Fitness: 65.9451
Generation 2232 | Best Fitness: 65.9451
Generation 2233 | Best Fitness: 65.9451
Generation 2234 | Best Fitness: 65.9451
Generation 2235 | Best Fitness: 65.9451
Generation 2236 | Best Fitness: 65.9451
Generation 2237 | Best Fitness: 65.9451
Generation 2238 | Best Fitness: 65.9451
Generation 2239 | Best Fitness: 65.9451
Generation 2240 | Best Fitness: 65.9451
Generation 2241 | Best Fitness: 65.9451
Generation 2242 | Best Fitness: 65.9451
Generation 2243 | Best Fitness: 65.9451
Generation 2244 | Best Fitness: 65.9451
Generation 2245 | Best Fitness: 65.9451
Generation 2246 | Best Fitness: 65.9451
Generation 2247 | Best Fitness: 65.9451
Generation 2248 | Best Fitness: 65.9451
Generation 2249 | Best Fitness: 65.9451
Generation 2250 | Best Fitness: 65.9451
Generation 2251 | Best Fitness: 65.9451
Generation 2252 | Best Fitness: 65.9451
Generation 2253 | Best Fitness: 65.9451
Generation 2254 | Best Fitness: 65.9451
Generation 2255 | Best Fitness: 65.9451
Generation 2256 | Best Fitness: 65.9451
Generation 2257 | Best Fitness: 65.9451
Generation 2258 | Best Fitness: 65.9451
Generation 2259 | Best Fitness: 65.9451
Generation 2260 | Best Fitness: 65.9451
Generation 2261 | Best Fitness: 65.9451
Generation 2262 | Best Fitness: 65.9451
Generation 2263 | Best Fitness: 65.9451
Generation 2264 | Best Fitness: 65.9451
Generation 2265 | Best Fitness: 65.9451
Generation 2266 | Best Fitness: 65.9451
Generation 2267 | Best Fitness: 65.9451
Generation 2268 | Best Fitness: 65.9451
Generation 2269 | Best Fitness: 65.9451
Generation 2270 | Best Fitness: 65.9451
Generation 2271 | Best Fitness: 65.9451
Generation 2272 | Best Fitness: 65.9451
Generation 2273 | Best Fitness: 65.9451
Generation 2274 | Best Fitness: 65.9451
Generation 2275 | Best Fitness: 65.9451
Generation 2276 | Best Fitness: 65.9451
Generation 2277 | Best Fitness: 65.9451
Generation 2278 | Best Fitness: 65.9451
Generation 2279 | Best Fitness: 65.9451
Generation 2280 | Best Fitness: 65.9451
Generation 2281 | Best Fitness: 65.9451
Generation 2282 | Best Fitness: 65.9451
Generation 2283 | Best Fitness: 65.9451
Generation 2284 | Best Fitness: 65.9451
Generation 2285 | Best Fitness: 65.9451
Generation 2286 | Best Fitness: 65.9451
Generation 2287 | Best Fitness: 65.9451
Generation 2288 | Best Fitness: 65.9451
Generation 2289 | Best Fitness: 65.9451
Generation 2290 | Best Fitness: 65.9451
Generation 2291 | Best Fitness: 65.9451
Generation 2292 | Best Fitness: 65.9451
Generation 2293 | Best Fitness: 65.9451
Generation 2294 | Best Fitness: 65.9451
Generation 2295 | Best Fitness: 65.9451
Generation 2296 | Best Fitness: 65.9451
Generation 2297 | Best Fitness: 65.9451
Generation 2298 | Best Fitness: 65.9451
Generation 2299 | Best Fitness: 65.9451
Generation 2300 | Best Fitness: 65.9451
Generation 2301 | Best Fitness: 65.9451
Generation 2302 | Best Fitness: 65.9451
Generation 2303 | Best Fitness: 65.9451
Generation 2304 | Best Fitness: 65.9451
Generation 2305 | Best Fitness: 65.9451
Generation 2306 | Best Fitness: 65.9451
Generation 2307 | Best Fitness: 65.9451
Generation 2308 | Best Fitness: 65.9451
Generation 2309 | Best Fitness: 65.9451
Generation 2310 | Best Fitness: 65.9451
Generation 2311 | Best Fitness: 65.9451
Generation 2312 | Best Fitness: 65.9451
Generation 2313 | Best Fitness: 65.9451
Generation 2314 | Best Fitness: 65.9451
Generation 2315 | Best Fitness: 65.9451
Generation 2316 | Best Fitness: 65.9451
Generation 2317 | Best Fitness: 65.9451
Generation 2318 | Best Fitness: 65.9451
Generation 2319 | Best Fitness: 65.9451
Generation 2320 | Best Fitness: 65.9451
Generation 2321 | Best Fitness: 65.9451
Generation 2322 | Best Fitness: 65.9451
Generation 2323 | Best Fitness: 65.9451
Generation 2324 | Best Fitness: 65.9451
Generation 2325 | Best Fitness: 65.9451
Generation 2326 | Best Fitness: 65.9451
Generation 2327 | Best Fitness: 65.9451
Generation 2328 | Best Fitness: 65.9451
Generation 2329 | Best Fitness: 65.9451
Generation 2330 | Best Fitness: 65.9451
Generation 2331 | Best Fitness: 65.9451
Generation 2332 | Best Fitness: 65.9451
Generation 2333 | Best Fitness: 65.9451
Generation 2334 | Best Fitness: 65.9451
Generation 2335 | Best Fitness: 65.9451
Generation 2336 | Best Fitness: 65.9451
Generation 2337 | Best Fitness: 65.9451
Generation 2338 | Best Fitness: 65.9451
Generation 2339 | Best Fitness: 65.9451
Generation 2340 | Best Fitness: 65.9451
Generation 2341 | Best Fitness: 65.9451
Generation 2342 | Best Fitness: 65.9451
Generation 2343 | Best Fitness: 65.9451
Generation 2344 | Best Fitness: 65.9451
Generation 2345 | Best Fitness: 65.9451
Generation 2346 | Best Fitness: 65.9451
Generation 2347 | Best Fitness: 65.9451
Generation 2348 | Best Fitness: 65.9451
Generation 2349 | Best Fitness: 65.9451
Generation 2350 | Best Fitness: 65.9451
Generation 2351 | Best Fitness: 65.9451
Generation 2352 | Best Fitness: 65.9451
Generation 2353 | Best Fitness: 65.9451
Generation 2354 | Best Fitness: 65.9451
Generation 2355 | Best Fitness: 65.9451
Generation 2356 | Best Fitness: 65.9451
Generation 2357 | Best Fitness: 65.9451
Generation 2358 | Best Fitness: 65.9451
Generation 2359 | Best Fitness: 65.9451
Generation 2360 | Best Fitness: 65.9451
Generation 2361 | Best Fitness: 65.9451
Generation 2362 | Best Fitness: 65.9451
Generation 2363 | Best Fitness: 65.9451
Generation 2364 | Best Fitness: 65.9451
Generation 2365 | Best Fitness: 65.9451
Generation 2366 | Best Fitness: 65.9451
Generation 2367 | Best Fitness: 65.9451
Generation 2368 | Best Fitness: 65.9451
Generation 2369 | Best Fitness: 65.9451
Generation 2370 | Best Fitness: 65.9451
Generation 2371 | Best Fitness: 65.9451
Generation 2372 | Best Fitness: 65.9451
Generation 2373 | Best Fitness: 65.9451
Generation 2374 | Best Fitness: 65.9451
Generation 2375 | Best Fitness: 65.9451
Generation 2376 | Best Fitness: 65.9451
Generation 2377 | Best Fitness: 65.9451
Generation 2378 | Best Fitness: 65.9451
Generation 2379 | Best Fitness: 65.9451
Generation 2380 | Best Fitness: 65.9451
Generation 2381 | Best Fitness: 65.9451
Generation 2382 | Best Fitness: 65.9451
Generation 2383 | Best Fitness: 65.9451
Generation 2384 | Best Fitness: 65.9451
Generation 2385 | Best Fitness: 65.9451
Generation 2386 | Best Fitness: 65.9451
Generation 2387 | Best Fitness: 65.9451
Generation 2388 | Best Fitness: 65.9451
Generation 2389 | Best Fitness: 65.9451
Generation 2390 | Best Fitness: 65.9451
Generation 2391 | Best Fitness: 65.9451
Generation 2392 | Best Fitness: 65.9451
Generation 2393 | Best Fitness: 65.9451
Generation 2394 | Best Fitness: 65.9451
Generation 2395 | Best Fitness: 65.9451
Generation 2396 | Best Fitness: 65.9451
Generation 2397 | Best Fitness: 65.9451
Generation 2398 | Best Fitness: 65.9451
Generation 2399 | Best Fitness: 65.9451
Generation 2400 | Best Fitness: 65.9451
Generation 2401 | Best Fitness: 65.9451
Generation 2402 | Best Fitness: 65.9451
Generation 2403 | Best Fitness: 65.9451
Generation 2404 | Best Fitness: 65.9451
Generation 2405 | Best Fitness: 65.9451
Generation 2406 | Best Fitness: 65.9451
Generation 2407 | Best Fitness: 65.9451
Generation 2408 | Best Fitness: 65.9451
Generation 2409 | Best Fitness: 65.9451
Generation 2410 | Best Fitness: 65.9451
Generation 2411 | Best Fitness: 65.9451
Generation 2412 | Best Fitness: 65.9451
Generation 2413 | Best Fitness: 65.9451
Generation 2414 | Best Fitness: 65.9451
Generation 2415 | Best Fitness: 65.9451
Generation 2416 | Best Fitness: 65.9451
Generation 2417 | Best Fitness: 65.9451
Generation 2418 | Best Fitness: 65.9451
Generation 2419 | Best Fitness: 65.9451
Generation 2420 | Best Fitness: 65.9451
Generation 2421 | Best Fitness: 65.9451
Generation 2422 | Best Fitness: 65.9451
Generation 2423 | Best Fitness: 65.9451
Generation 2424 | Best Fitness: 65.9451
Generation 2425 | Best Fitness: 65.9451
Generation 2426 | Best Fitness: 65.9451
Generation 2427 | Best Fitness: 65.9451
Generation 2428 | Best Fitness: 65.9451
Generation 2429 | Best Fitness: 65.9451
Generation 2430 | Best Fitness: 65.9451
Generation 2431 | Best Fitness: 65.9451
Generation 2432 | Best Fitness: 65.9451
Generation 2433 | Best Fitness: 65.9451
Generation 2434 | Best Fitness: 65.9451
Generation 2435 | Best Fitness: 65.9451
Generation 2436 | Best Fitness: 65.9451
Generation 2437 | Best Fitness: 65.9451
Generation 2438 | Best Fitness: 65.9451
Generation 2439 | Best Fitness: 65.9451
Generation 2440 | Best Fitness: 65.9451
Generation 2441 | Best Fitness: 65.9451
Generation 2442 | Best Fitness: 65.9451
Generation 2443 | Best Fitness: 65.9451
Generation 2444 | Best Fitness: 65.9451
Generation 2445 | Best Fitness: 65.9451
Generation 2446 | Best Fitness: 65.9451
Generation 2447 | Best Fitness: 65.9451
Generation 2448 | Best Fitness: 65.9451
Generation 2449 | Best Fitness: 65.9451
Generation 2450 | Best Fitness: 65.9451
Generation 2451 | Best Fitness: 65.9451
Generation 2452 | Best Fitness: 65.9451
Generation 2453 | Best Fitness: 65.9451
Generation 2454 | Best Fitness: 65.9451
Generation 2455 | Best Fitness: 65.9451
Generation 2456 | Best Fitness: 65.9451
Generation 2457 | Best Fitness: 65.9451
Generation 2458 | Best Fitness: 65.9451
Generation 2459 | Best Fitness: 65.9451
Generation 2460 | Best Fitness: 65.9451
Generation 2461 | Best Fitness: 65.9451
Generation 2462 | Best Fitness: 65.9451
Generation 2463 | Best Fitness: 65.9451
Generation 2464 | Best Fitness: 65.9451
Generation 2465 | Best Fitness: 65.9451
Generation 2466 | Best Fitness: 65.9451
Generation 2467 | Best Fitness: 65.9451
Generation 2468 | Best Fitness: 65.9451
Generation 2469 | Best Fitness: 65.9451
Generation 2470 | Best Fitness: 65.9451
Generation 2471 | Best Fitness: 65.9451
Generation 2472 | Best Fitness: 65.9451
Generation 2473 | Best Fitness: 65.9451
Generation 2474 | Best Fitness: 65.9451
Generation 2475 | Best Fitness: 65.9451
Generation 2476 | Best Fitness: 65.9451
Generation 2477 | Best Fitness: 65.9451
Generation 2478 | Best Fitness: 65.9451
Generation 2479 | Best Fitness: 65.9451
Generation 2480 | Best Fitness: 65.9451
Generation 2481 | Best Fitness: 65.9451
Generation 2482 | Best Fitness: 65.9451
Generation 2483 | Best Fitness: 65.9451
Generation 2484 | Best Fitness: 65.9451
Generation 2485 | Best Fitness: 65.9451
Generation 2486 | Best Fitness: 65.9451
Generation 2487 | Best Fitness: 65.9451
Generation 2488 | Best Fitness: 65.9451
Generation 2489 | Best Fitness: 65.9451
Generation 2490 | Best Fitness: 65.9451
Generation 2491 | Best Fitness: 65.9451
Generation 2492 | Best Fitness: 65.9451
Generation 2493 | Best Fitness: 65.9451
Generation 2494 | Best Fitness: 65.9451
Generation 2495 | Best Fitness: 65.9451
Generation 2496 | Best Fitness: 65.9451
Generation 2497 | Best Fitness: 65.9451
Generation 2498 | Best Fitness: 65.9451
Generation 2499 | Best Fitness: 65.9451
Generation 2500 | Best Fitness: 65.9451
Generation 2501 | Best Fitness: 65.9451
Generation 2502 | Best Fitness: 65.9451
Generation 2503 | Best Fitness: 65.9451
Generation 2504 | Best Fitness: 65.9451
Generation 2505 | Best Fitness: 65.9451
Generation 2506 | Best Fitness: 65.9451
Generation 2507 | Best Fitness: 65.9451
Generation 2508 | Best Fitness: 65.9451
Generation 2509 | Best Fitness: 65.9451
Generation 2510 | Best Fitness: 65.9451
Generation 2511 | Best Fitness: 65.9451
Generation 2512 | Best Fitness: 65.9451
Generation 2513 | Best Fitness: 65.9451
Generation 2514 | Best Fitness: 65.9451
Generation 2515 | Best Fitness: 65.9451
Generation 2516 | Best Fitness: 65.9451
Generation 2517 | Best Fitness: 65.9451
Generation 2518 | Best Fitness: 65.9451
Generation 2519 | Best Fitness: 65.9451
Generation 2520 | Best Fitness: 65.9451
Generation 2521 | Best Fitness: 65.9451
Generation 2522 | Best Fitness: 65.9451
Generation 2523 | Best Fitness: 65.9451
Generation 2524 | Best Fitness: 65.9451
Generation 2525 | Best Fitness: 65.9451
Generation 2526 | Best Fitness: 65.9451
Generation 2527 | Best Fitness: 65.9451
Generation 2528 | Best Fitness: 65.9451
Generation 2529 | Best Fitness: 65.9451
Generation 2530 | Best Fitness: 65.9451
Generation 2531 | Best Fitness: 65.9451
Generation 2532 | Best Fitness: 65.9451
Generation 2533 | Best Fitness: 65.9451
Generation 2534 | Best Fitness: 65.9451
Generation 2535 | Best Fitness: 65.9451
Generation 2536 | Best Fitness: 65.9451
Generation 2537 | Best Fitness: 65.9451
Generation 2538 | Best Fitness: 65.9451
Generation 2539 | Best Fitness: 65.9451
Generation 2540 | Best Fitness: 65.9451
Generation 2541 | Best Fitness: 65.9451
Generation 2542 | Best Fitness: 65.9451
Generation 2543 | Best Fitness: 65.9451
Generation 2544 | Best Fitness: 65.9451
Generation 2545 | Best Fitness: 65.9451
Generation 2546 | Best Fitness: 65.9451
Generation 2547 | Best Fitness: 65.9451
Generation 2548 | Best Fitness: 65.9451
Generation 2549 | Best Fitness: 65.9451
Generation 2550 | Best Fitness: 65.9451
Generation 2551 | Best Fitness: 65.9451
Generation 2552 | Best Fitness: 65.9451
Generation 2553 | Best Fitness: 65.9451
Generation 2554 | Best Fitness: 65.9451
Generation 2555 | Best Fitness: 65.9451
Generation 2556 | Best Fitness: 65.9451
Generation 2557 | Best Fitness: 65.9451
Generation 2558 | Best Fitness: 65.9451
Generation 2559 | Best Fitness: 65.9451
Generation 2560 | Best Fitness: 65.9451
Generation 2561 | Best Fitness: 65.9451
Generation 2562 | Best Fitness: 65.9451
Generation 2563 | Best Fitness: 65.9451
Generation 2564 | Best Fitness: 65.9451
Generation 2565 | Best Fitness: 65.9451
Generation 2566 | Best Fitness: 65.9451
Generation 2567 | Best Fitness: 65.9451
Generation 2568 | Best Fitness: 65.9451
Generation 2569 | Best Fitness: 65.9451
Generation 2570 | Best Fitness: 65.9451
Generation 2571 | Best Fitness: 65.9451
Generation 2572 | Best Fitness: 65.9451
Generation 2573 | Best Fitness: 65.9451
Generation 2574 | Best Fitness: 65.9451
Generation 2575 | Best Fitness: 65.9451
Generation 2576 | Best Fitness: 65.9451
Generation 2577 | Best Fitness: 65.9451
Generation 2578 | Best Fitness: 65.9451
Generation 2579 | Best Fitness: 65.9451
Generation 2580 | Best Fitness: 65.9451
Generation 2581 | Best Fitness: 65.9451
Generation 2582 | Best Fitness: 65.9451
Generation 2583 | Best Fitness: 65.9451
Generation 2584 | Best Fitness: 65.9451
Generation 2585 | Best Fitness: 65.9451
Generation 2586 | Best Fitness: 65.9451
Generation 2587 | Best Fitness: 65.9451
Generation 2588 | Best Fitness: 65.9451
Generation 2589 | Best Fitness: 65.9451
Generation 2590 | Best Fitness: 65.9451
Generation 2591 | Best Fitness: 65.9451
Generation 2592 | Best Fitness: 65.9451
Generation 2593 | Best Fitness: 65.9451
Generation 2594 | Best Fitness: 65.9451
Generation 2595 | Best Fitness: 65.9451
Generation 2596 | Best Fitness: 65.9451
Generation 2597 | Best Fitness: 65.9451
Generation 2598 | Best Fitness: 65.9451
Generation 2599 | Best Fitness: 65.9451
Generation 2600 | Best Fitness: 65.9451
Generation 2601 | Best Fitness: 65.9451
Generation 2602 | Best Fitness: 65.9451
Generation 2603 | Best Fitness: 65.9451
Generation 2604 | Best Fitness: 65.9451
Generation 2605 | Best Fitness: 65.9451
Generation 2606 | Best Fitness: 65.9451
Generation 2607 | Best Fitness: 65.9451
Generation 2608 | Best Fitness: 65.9451
Generation 2609 | Best Fitness: 65.9451
Generation 2610 | Best Fitness: 65.9451
Generation 2611 | Best Fitness: 65.9451
Generation 2612 | Best Fitness: 65.9451
Generation 2613 | Best Fitness: 65.9451
Generation 2614 | Best Fitness: 65.9451
Generation 2615 | Best Fitness: 65.9451
Generation 2616 | Best Fitness: 65.9451
Generation 2617 | Best Fitness: 65.9451
Generation 2618 | Best Fitness: 65.9451
Generation 2619 | Best Fitness: 65.9451
Generation 2620 | Best Fitness: 65.9451
Generation 2621 | Best Fitness: 65.9451
Generation 2622 | Best Fitness: 65.9451
Generation 2623 | Best Fitness: 65.9451
Generation 2624 | Best Fitness: 65.9451
Generation 2625 | Best Fitness: 65.9451
Generation 2626 | Best Fitness: 65.9451
Generation 2627 | Best Fitness: 65.9451
Generation 2628 | Best Fitness: 65.9451
Generation 2629 | Best Fitness: 65.9451
Generation 2630 | Best Fitness: 65.9451
Generation 2631 | Best Fitness: 65.9451
Generation 2632 | Best Fitness: 65.9451
Generation 2633 | Best Fitness: 65.9451
Generation 2634 | Best Fitness: 65.9451
Generation 2635 | Best Fitness: 65.9451
Generation 2636 | Best Fitness: 65.9451
Generation 2637 | Best Fitness: 65.9451
Generation 2638 | Best Fitness: 65.9451
Generation 2639 | Best Fitness: 65.9451
Generation 2640 | Best Fitness: 65.9451
Generation 2641 | Best Fitness: 65.9451
Generation 2642 | Best Fitness: 65.9451
Generation 2643 | Best Fitness: 65.9451
Generation 2644 | Best Fitness: 65.9451
Generation 2645 | Best Fitness: 65.9451
Generation 2646 | Best Fitness: 65.9451
Generation 2647 | Best Fitness: 65.9451
Generation 2648 | Best Fitness: 65.9451
Generation 2649 | Best Fitness: 65.9451
Generation 2650 | Best Fitness: 65.9451
Generation 2651 | Best Fitness: 65.9451
Generation 2652 | Best Fitness: 65.9451
Generation 2653 | Best Fitness: 65.9451
Generation 2654 | Best Fitness: 65.9451
Generation 2655 | Best Fitness: 65.9451
Generation 2656 | Best Fitness: 65.9451
Generation 2657 | Best Fitness: 65.9451
Generation 2658 | Best Fitness: 65.9451
Generation 2659 | Best Fitness: 65.9451
Generation 2660 | Best Fitness: 65.9451
Generation 2661 | Best Fitness: 65.9451
Generation 2662 | Best Fitness: 65.9451
Generation 2663 | Best Fitness: 65.9451
Generation 2664 | Best Fitness: 65.9451
Generation 2665 | Best Fitness: 65.9451
Generation 2666 | Best Fitness: 65.9451
Generation 2667 | Best Fitness: 65.9451
Generation 2668 | Best Fitness: 65.9451
Generation 2669 | Best Fitness: 65.9451
Generation 2670 | Best Fitness: 65.9451
Generation 2671 | Best Fitness: 65.9451
Generation 2672 | Best Fitness: 65.9451
Generation 2673 | Best Fitness: 65.9451
Generation 2674 | Best Fitness: 65.9451
Generation 2675 | Best Fitness: 65.9451
Generation 2676 | Best Fitness: 65.9451
Generation 2677 | Best Fitness: 65.9451
Generation 2678 | Best Fitness: 65.9451
Generation 2679 | Best Fitness: 65.9451
Generation 2680 | Best Fitness: 65.9451
Generation 2681 | Best Fitness: 65.9451
Generation 2682 | Best Fitness: 65.9451
Generation 2683 | Best Fitness: 65.9451
Generation 2684 | Best Fitness: 65.9451
Generation 2685 | Best Fitness: 65.9451
Generation 2686 | Best Fitness: 65.9451
Generation 2687 | Best Fitness: 65.9451
Generation 2688 | Best Fitness: 65.9451
Generation 2689 | Best Fitness: 65.9451
Generation 2690 | Best Fitness: 65.9451
Generation 2691 | Best Fitness: 65.9451
Generation 2692 | Best Fitness: 65.9451
Generation 2693 | Best Fitness: 65.9451
Generation 2694 | Best Fitness: 65.9451
Generation 2695 | Best Fitness: 65.9451
Generation 2696 | Best Fitness: 65.9451
Generation 2697 | Best Fitness: 65.9451
Generation 2698 | Best Fitness: 65.9451
Generation 2699 | Best Fitness: 65.9451
Generation 2700 | Best Fitness: 65.9451
Generation 2701 | Best Fitness: 65.9451
Generation 2702 | Best Fitness: 65.9451
Generation 2703 | Best Fitness: 65.9451
Generation 2704 | Best Fitness: 65.9451
Generation 2705 | Best Fitness: 65.9451
Generation 2706 | Best Fitness: 65.9451
Generation 2707 | Best Fitness: 65.9451
Generation 2708 | Best Fitness: 65.9451
Generation 2709 | Best Fitness: 65.9451
Generation 2710 | Best Fitness: 65.9451
Generation 2711 | Best Fitness: 65.9451
Generation 2712 | Best Fitness: 65.9451
