#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     2.05699     2.05699           0
           2     1.97859     2.01779    0.027717
           3     2.13113     2.05557   0.0359581
           4     2.13117     2.07447   0.0315469
           5     2.09446     2.07847   0.0254894
           6     2.03734     2.07161   0.0221437
           7     1.94847     2.05402   0.0250107
           8     1.92326     2.03768   0.0266963
           9     1.83036     2.01464   0.0321682
          10     1.79618     1.99279   0.0356046
          11     1.70041     1.96621   0.0411095
          12      1.7224      1.9459   0.0424084
          13     1.64644     1.92286   0.0449691
          14     1.63632     1.90239   0.0461804
          15     1.59519     1.88191   0.0474261
          16     1.58733      1.8635   0.0479026
          17     1.55502     1.84536   0.0483999
          18     1.55175     1.82904   0.0483817
          19     1.53632     1.81364    0.048226
          20     1.52125     1.79902   0.0479795
          21     1.51761     1.78562   0.0475292
          22     1.52045     1.77357   0.0468721
          23     1.50953     1.76209   0.0462186
          24     1.47991     1.75033   0.0457638
          25     1.45746     1.73861   0.0454079
          26     1.45284     1.72762    0.044972
          27     1.44117     1.71701   0.0445402
          28     1.44213      1.7072   0.0440182
          29     1.44968     1.69832   0.0433867
          30     1.45829     1.69032   0.0426718
          31     1.45054     1.68258   0.0419904
          32     1.45507     1.67547   0.0412758
          33     1.45948     1.66893   0.0405406
          34     1.43578     1.66207   0.0399239
          35     1.45081     1.65603   0.0392369
          36      1.4507     1.65033   0.0385593
          37     1.45172     1.64496    0.037889
          38     1.45567     1.63998   0.0372179
          39     1.47073     1.63564   0.0365157
          40      1.4622      1.6313   0.0358594
          41     1.48849     1.62782   0.0351535
          42     1.48835      1.6245    0.034473
          43     1.47466     1.62101    0.033847
          44     1.47785     1.61776   0.0332337
          45     1.47909     1.61468   0.0326378
          46     1.47429     1.61163   0.0320706
          47     1.48484     1.60893   0.0315015
          48     1.48116     1.60627   0.0309575
          49     1.47558      1.6036   0.0304404
          50     1.48081     1.60114   0.0299305
          51     1.46585     1.59849    0.029461
          52     1.47879     1.59619   0.0289842
          53     1.43845     1.59321   0.0285897
          54     1.42804     1.59016   0.0282234
          55      1.4304     1.58725   0.0278594
          56     1.41546     1.58418   0.0275302
          57      1.4134     1.58119   0.0272098
          58     1.41444     1.57831   0.0268921
          59     1.40542     1.57538   0.0265955
          60     1.41728     1.57275   0.0262824
          61     1.40969     1.57007   0.0259871
          62      1.4281     1.56778   0.0256687
          63     1.41398     1.56534   0.0253771
          64     1.42269     1.56311   0.0250783
          65     1.39936     1.56059   0.0248187
          66     1.39925     1.55815   0.0245627
          67     1.39073     1.55565   0.0243229
          68     1.38792     1.55318   0.0240899
          69     1.38718     1.55078   0.0238606
          70      1.4156     1.54885   0.0235978
          71     1.41601     1.54698   0.0233395
          72     1.41236     1.54511   0.0230901
          73     1.40261     1.54315   0.0228561
          74     1.39644     1.54117   0.0226331
          75        1.41     1.53942   0.0223988
          76     1.40641     1.53767   0.0221723
          77     1.39779     1.53586   0.0219587
          78     1.42876     1.53448     0.02172
          79     1.43009     1.53316   0.0214853
          80     1.41166     1.53164   0.0212703
          81     1.39835        1.53   0.0210713
          82     1.41055     1.52854   0.0208646
          83     1.40961     1.52711   0.0206624
          84     1.40844     1.52569   0.0204646
          85     1.39675     1.52418     0.02028
          86     1.39814     1.52271   0.0200971
          87     1.37909     1.52106   0.0199338
          88     1.41132     1.51981   0.0197462
          89     1.38043     1.51825   0.0195864
          90     1.41224     1.51707   0.0194041
          91     1.40038     1.51579   0.0192332
          92     1.41926     1.51474   0.0190528
          93     1.42813     1.51381   0.0188706
          94     1.40565     1.51266   0.0187049
          95     1.42881     1.51177   0.0185289
          96      1.4227     1.51085   0.0183591
          97      1.4139     1.50985    0.018197
          98     1.43231     1.50906   0.0180285
          99     1.42029     1.50816   0.0178687
         100     1.41111     1.50719   0.0177163
         101     1.41261     1.50625   0.0175656
         102     1.42331     1.50544   0.0174122
         103     1.40496     1.50446   0.0172705
         104     1.40068     1.50347   0.0171332
         105     1.40527     1.50253   0.0169956
         106       1.422     1.50177   0.0168522
         107     1.39183     1.50074    0.016726
         108     1.38675     1.49969   0.0166044
         109     1.42039     1.49896    0.016468
         110      1.3949     1.49801   0.0163454
         111     1.41162     1.49724   0.0162167
         112      1.3923      1.4963   0.0160989
         113     1.39394     1.49539   0.0159819
         114     1.39012     1.49447   0.0158684
         115     1.39928     1.49364    0.015752
         116     1.37741     1.49264    0.015648
         117     1.37693     1.49165   0.0155455
         118     1.36653     1.49059   0.0154499
         119     1.34957     1.48941   0.0153654
         120     1.35857     1.48832    0.015276
         121     1.34204     1.48711   0.0151975
         122     1.33537     1.48586   0.0151238
         123     1.33718     1.48465    0.015049
