#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     3.08548     3.08548           0
           2     2.96789     3.02669   0.0415755
           3      3.1967     3.08336   0.0539371
           4     3.19676     3.11171   0.0473203
           5     3.14168      3.1177   0.0382342
           6     3.05601     3.10742   0.0332155
           7      2.9227     3.08103    0.037516
           8     2.88489     3.05651   0.0400445
           9     2.74553     3.02196   0.0482523
          10     2.69428     2.98919   0.0534069
          11     2.55061     2.94932   0.0616642
          12      2.5836     2.91884   0.0636127
          13     2.46966     2.88429   0.0674536
          14     2.45448     2.85359   0.0692707
          15     2.39279     2.82287   0.0711391
          16     2.38099     2.79525    0.071854
          17     2.33253     2.76803   0.0725999
          18     2.32762     2.74357   0.0725725
          19     2.30448     2.72046   0.0723389
          20     2.28187     2.69853   0.0719692
          21     2.27642     2.67843   0.0712937
          22     2.28068     2.66035   0.0703081
          23      2.2643     2.64313   0.0693279
          24     2.21986     2.62549   0.0686457
          25      2.1862     2.60792   0.0681118
          26     2.17926     2.59143    0.067458
          27     2.16175     2.57552   0.0668103
          28     2.16319     2.56079   0.0660272
          29     2.17453     2.54747     0.06508
          30     2.18744     2.53547   0.0640077
          31     2.17581     2.52387   0.0629856
          32      2.1826     2.51321   0.0619136
          33     2.18921     2.50339   0.0608109
          34     2.15367      2.4931   0.0598859
          35     2.17621     2.48405   0.0588553
          36     2.17605     2.47549    0.057839
          37     2.17758     2.46744   0.0568334
          38      2.1835     2.45997   0.0558269
          39      2.2061     2.45346   0.0547736
          40     2.19329     2.44696    0.053789
          41     2.23273     2.44173   0.0527303
          42     2.23252     2.43675   0.0517095
          43       2.212     2.43152   0.0507705
          44     2.21678     2.42664   0.0498506
          45     2.21863     2.42202   0.0489567
          46     2.21143     2.41744    0.048106
          47     2.22726     2.41339   0.0472523
          48     2.22174      2.4094   0.0464363
          49     2.21336      2.4054   0.0456606
          50     2.22121     2.40172   0.0448957
          51     2.19878     2.39774   0.0441914
          52     2.21818     2.39429   0.0434763
          53     2.15768     2.38982   0.0428846
          54     2.14206     2.38523   0.0423352
          55     2.14559     2.38088    0.041789
          56      2.1232     2.37627   0.0412954
          57      2.1201     2.37178   0.0408147
          58     2.12167     2.36747   0.0403382
          59     2.10814     2.36307   0.0398932
          60     2.12593     2.35912   0.0394236
          61     2.11454     2.35511   0.0389807
          62     2.14215     2.35168    0.038503
          63     2.12098     2.34801   0.0380656
          64     2.13403     2.34467   0.0376174
          65     2.09905     2.34089    0.037228
          66     2.09888     2.33722   0.0368441
          67      2.0861     2.33348   0.0364843
          68     2.08188     2.32978   0.0361349
          69     2.08078     2.32617   0.0357909
          70     2.12341     2.32327   0.0353966
          71     2.12402     2.32046   0.0350092
          72     2.11853     2.31766   0.0346351
          73     2.10392     2.31473   0.0342842
          74     2.09466     2.31176   0.0339496
          75       2.115     2.30913   0.0335982
          76     2.10961     2.30651   0.0332585
          77     2.09668     2.30378    0.032938
          78     2.14313     2.30172   0.0325801
          79     2.14514     2.29974   0.0322279
          80     2.11749     2.29746   0.0319055
          81     2.09753       2.295   0.0316069
          82     2.11582     2.29281   0.0312969
          83     2.11442     2.29066   0.0309935
          84     2.11266     2.28854   0.0306969
          85     2.09512     2.28627     0.03042
          86      2.0972     2.28407   0.0301456
          87     2.06863     2.28159   0.0299007
          88     2.11697     2.27972   0.0296193
          89     2.07065     2.27737   0.0293795
          90     2.11835     2.27561   0.0291062
          91     2.10057     2.27368   0.0288498
          92     2.12889     2.27211   0.0285791
          93     2.14219     2.27071    0.028306
          94     2.10847     2.26899   0.0280574
          95     2.14321     2.26766   0.0277933
          96     2.13406     2.26627   0.0275386
          97     2.12085     2.26477   0.0272955
          98     2.14847     2.26358   0.0270427
          99     2.13044     2.26224    0.026803
         100     2.11666     2.26078   0.0265745
         101     2.11891     2.25938   0.0263484
         102     2.13497     2.25816   0.0261183
         103     2.10744      2.2567   0.0259057
         104     2.10103      2.2552   0.0256998
         105     2.10791      2.2538   0.0254933
         106       2.133     2.25266   0.0252783
         107     2.08774     2.25111    0.025089
         108     2.08012     2.24953   0.0249066
         109     2.13059     2.24844    0.024702
         110     2.09235     2.24702   0.0245181
         111     2.11743     2.24585    0.024325
         112     2.08845     2.24445   0.0241484
         113     2.09091     2.24309   0.0239729
         114     2.08518      2.2417   0.0238026
         115     2.09893     2.24046    0.023628
         116     2.06612     2.23896    0.023472
         117     2.06539     2.23748   0.0233183
         118     2.04979     2.23589   0.0231748
         119     2.02435     2.23411   0.0230481
         120     2.03786     2.23247    0.022914
         121     2.01307     2.23066   0.0227963
         122     2.00306     2.22879   0.0226856
         123     2.00577     2.22698   0.0225736
         124     2.01286     2.22525   0.0224575
         125      2.0191      2.2236   0.0223383
         126     2.01817     2.22197   0.0222204
         127     2.03106     2.22047   0.0220962
         128     2.04122     2.21907   0.0219679
         129     2.03069     2.21761   0.0218461
         130      2.0528     2.21634   0.0217148
         131     2.06291     2.21517   0.0215806
         132      2.0276     2.21375   0.0214639
         133      2.0313     2.21238   0.0213463
         134     2.03946     2.21109    0.021226
         135     2.03496     2.20978   0.0211088
         136     2.01848     2.20838   0.0210004
         137     2.01201     2.20694    0.020896
         138     2.01601     2.20556   0.0207903
         139     1.99329     2.20403   0.0206967
         140      2.0062     2.20262   0.0205971
         141     2.03364     2.20142   0.0204859
         142     2.05236     2.20037   0.0203685
         143     2.08734     2.19958   0.0202414
         144     2.05799      2.1986   0.0201247
         145     2.05826     2.19763   0.0200091
         146     2.05272     2.19664   0.0198967
         147     2.03352     2.19553   0.0197922
         148     2.00518     2.19424   0.0197003
         149     2.03326     2.19316   0.0195976
         150     2.01029     2.19194   0.0195049
         151     2.01854     2.19079   0.0194095
         152     2.01654     2.18965   0.0193156
         153     2.04535      2.1887   0.0192124
         154     2.01941     2.18761   0.0191191
         155     2.04235     2.18667   0.0190187
         156     2.05084      2.1858   0.0189167
