#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         112     1.01804     1.51089    0.034833
         113     1.02105     1.50655   0.0347934
         114     1.02407     1.50232   0.0347447
         115     1.02706     1.49819   0.0346875
         116     1.02998     1.49415   0.0346225
         117     1.03283     1.49021   0.0345503
         118     1.03558     1.48636   0.0344717
         119     1.03822     1.48259   0.0343871
         120     1.04073     1.47891   0.0342971
         121     1.04311     1.47531   0.0342023
         122     1.04535     1.47178    0.034103
         123     1.04745     1.46833   0.0339998
         124     1.04942     1.46495    0.033893
         125     1.05125     1.46164   0.0337831
         126     1.05296      1.4584   0.0336703
         127     1.05454     1.45522    0.033555
         128     1.05602      1.4521   0.0334375
         129     1.05739     1.44904    0.033318
         130     1.05867     1.44604   0.0331967
         131     1.05987     1.44309   0.0330739
         132     1.06099      1.4402   0.0329498
         133     1.06205     1.43735   0.0328245
         134     1.06306     1.43456   0.0326982
         135     1.06402     1.43182    0.032571
         136     1.06494     1.42912    0.032443
         137     1.06583     1.42647   0.0323144
         138      1.0667     1.42386   0.0321852
         139     1.06755      1.4213   0.0320556
         140     1.06838     1.41877   0.0319256
         141     1.06919      1.4163   0.0317953
         142     1.06999     1.41386   0.0316648
         143     1.07077     1.41146   0.0315341
         144     1.07153      1.4091   0.0314033
         145     1.07227     1.40677   0.0312726
         146     1.07299     1.40449   0.0311418
         147     1.07369     1.40224   0.0310112
         148     1.07437     1.40002   0.0308807
         149     1.07501     1.39784   0.0307503
         150     1.07563     1.39569   0.0306203
         151     1.07622     1.39358   0.0304905
         152     1.07677     1.39149   0.0303611
         153      1.0773     1.38944    0.030232
         154     1.07779     1.38742   0.0301033
         155     1.07825     1.38542   0.0299751
         156     1.07869     1.38345   0.0298474
         157     1.07911     1.38152   0.0297202
         158     1.07952      1.3796   0.0295935
         159     1.07992     1.37772   0.0294673
         160     1.08032     1.37586   0.0293417
         161     1.08074     1.37403   0.0292166
         162     1.08117     1.37222   0.0290922
         163     1.08163     1.37044   0.0289683
         164     1.08212     1.36868   0.0288449
         165     1.08265     1.36695   0.0287221
         166     1.08323     1.36524   0.0285999
         167     1.08385     1.36355   0.0284783
         168     1.08452     1.36189   0.0283571
         169     1.08524     1.36025   0.0282366
         170     1.08601     1.35864   0.0281165
         171     1.08681     1.35705    0.027997
         172     1.08763     1.35548    0.027878
         173     1.08848     1.35394   0.0277595
         174     1.08933     1.35242   0.0276416
         175     1.09017     1.35092   0.0275243
         176     1.09099     1.34945   0.0274075
         177     1.09176     1.34799   0.0272913
         178     1.09248     1.34655   0.0271757
         179     1.09312     1.34514   0.0270607
         180     1.09367     1.34374   0.0269464
         181     1.09412     1.34236   0.0268328
         182     1.09446       1.341   0.0267199
         183     1.09466     1.33965   0.0266078
         184     1.09474     1.33832   0.0264965
         185     1.09467     1.33701   0.0263859
         186     1.09446      1.3357   0.0262763
         187      1.0941     1.33441   0.0261675
         188     1.09361     1.33313   0.0260597
         189     1.09297     1.33186   0.0259527
         190     1.09221      1.3306   0.0258468
         191     1.09132     1.32934   0.0257418
         192     1.09032      1.3281   0.0256378
         193     1.08922     1.32686   0.0255348
         194     1.08803     1.32563   0.0254329
         195     1.08677     1.32441   0.0253319
         196     1.08545     1.32319    0.025232
         197     1.08409     1.32197   0.0251331
         198      1.0827     1.32076   0.0250352
         199      1.0813     1.31956   0.0249383
         200     1.07989     1.31836   0.0248424
         201      1.0785     1.31717   0.0247474
         202     1.07714     1.31598   0.0246534
         203     1.07582      1.3148   0.0245603
         204     1.07455     1.31362   0.0244682
         205     1.07334     1.31245   0.0243769
         206      1.0722     1.31128   0.0242864
         207     1.07115     1.31012   0.0241968
         208     1.07018     1.30897   0.0241079
         209     1.06931     1.30782   0.0240198
         210     1.06855     1.30668   0.0239325
         211      1.0679     1.30555   0.0238458
         212     1.06737     1.30443   0.0237598
         213     1.06696     1.30331   0.0236743
         214     1.06668     1.30221   0.0235895
         215     1.06654     1.30111   0.0235053
         216     1.06655     1.30002   0.0234215
         217     1.06671     1.29895   0.0233382
         218     1.06703     1.29789   0.0232554
         219     1.06752     1.29683    0.023173
         220     1.06819     1.29579    0.023091
         221     1.06904     1.29477   0.0230093
         222     1.07008     1.29376   0.0229279
         223     1.07131     1.29276   0.0228468
         224     1.07275     1.29178   0.0227659
         225      1.0744     1.29081   0.0226852
         226     1.07625     1.28986   0.0226046
         227      1.0783     1.28893   0.0225243
         228     1.08056     1.28801    0.022444
         229     1.08302     1.28712   0.0223639
         230     1.08567     1.28624   0.0222838
         231     1.08849     1.28539   0.0222037
         232     1.09148     1.28455   0.0221238
         233     1.09462     1.28374   0.0220438
         234     1.09788     1.28294   0.0219639
         235     1.10126     1.28217   0.0218841
         236     1.10471     1.28142   0.0218042
         237     1.10823     1.28069   0.0217245
         238     1.11178     1.27998   0.0216448
         239     1.11534     1.27929   0.0215652
         240     1.11889     1.27862   0.0214857
         241     1.12239     1.27797   0.0214063
         242     1.12583     1.27734   0.0213271
         243     1.12919     1.27673    0.021248
         244     1.13245     1.27614   0.0211692
         245     1.13558     1.27557   0.0210905
         246     1.13857     1.27501   0.0210122
         247     1.14142     1.27447    0.020934
         248      1.1441     1.27394   0.0208562
         249     1.14661     1.27343   0.0207787
         250     1.14895     1.27294   0.0207016
         251     1.15111     1.27245   0.0206248
         252     1.15309     1.27198   0.0205484
         253     1.15489     1.27151   0.0204724
         254     1.15652     1.27106   0.0203968
         255     1.15797     1.27062   0.0203216
         256     1.15926     1.27018   0.0202469
         257     1.16038     1.26976   0.0201726
         258     1.16135     1.26933   0.0200988
         259     1.16217     1.26892   0.0200255
         260     1.16286     1.26851   0.0199526
         261     1.16342     1.26811   0.0198802
         262     1.16385     1.26771   0.0198083
         263     1.16418     1.26732   0.0197369
         264     1.16441     1.26693    0.019666
         265     1.16454     1.26654   0.0195956
         266     1.16458     1.26616   0.0195257
         267     1.16455     1.26578   0.0194562
         268     1.16445      1.2654   0.0193873
         269     1.16428     1.26502   0.0193189
         270     1.16406     1.26465    0.019251
         271     1.16378     1.26428   0.0191835
         272     1.16346     1.26391   0.0191166
         273      1.1631     1.26354   0.0190501
         274      1.1627     1.26317   0.0189841
         275     1.16227      1.2628   0.0189187
         276      1.1618     1.26244   0.0188537
         277     1.16131     1.26207   0.0187891
         278     1.16079     1.26171   0.0187251
         279     1.16025     1.26134   0.0186615
         280     1.15968     1.26098   0.0185984
         281     1.15908     1.26062   0.0185357
         282     1.15846     1.26026   0.0184735
         283     1.15782     1.25989   0.0184118
         284     1.15714     1.25953   0.0183505
         285     1.15643     1.25917   0.0182897
         286     1.15569     1.25881   0.0182293
         287     1.15491     1.25845   0.0181694
         288      1.1541     1.25809   0.0181099
         289     1.15324     1.25772   0.0180509
         290     1.15233     1.25736   0.0179923
         291     1.15137     1.25699   0.0179342
         292     1.15036     1.25663   0.0178765
         293     1.14929     1.25626   0.0178192
         294     1.14816      1.2559   0.0177624
         295     1.14696     1.25553    0.017706
         296     1.14569     1.25516   0.0176501
         297     1.14435     1.25478   0.0175946
         298     1.14294     1.25441   0.0175396
         299     1.14145     1.25403    0.017485
         300     1.13988     1.25365   0.0174308
         301     1.13824     1.25327   0.0173771
         302     1.13652     1.25288   0.0173239
         303     1.13472     1.25249   0.0172711
         304     1.13285      1.2521   0.0172188
         305     1.13091      1.2517   0.0171669
         306      1.1289      1.2513   0.0171155
         307     1.12683     1.25089   0.0170645
         308      1.1247     1.25048   0.0170141
         309     1.12252     1.25007    0.016964
         310      1.1203     1.24965   0.0169145
         311     1.11803     1.24923   0.0168654
         312     1.11573      1.2488   0.0168168
         313      1.1134     1.24836   0.0167686
         314     1.11105     1.24793   0.0167209
         315     1.10869     1.24749   0.0166736
         316     1.10631     1.24704   0.0166269
         317     1.10393     1.24659   0.0165805
         318     1.10154     1.24613   0.0165347
         319     1.09915     1.24567   0.0164893
         320     1.09675     1.24521   0.0164443
         321     1.09436     1.24474   0.0163998
         322     1.09196     1.24426   0.0163557
         323     1.08956     1.24378   0.0163121
         324     1.08716      1.2433   0.0162689
         325     1.08475     1.24281   0.0162262
         326     1.08233     1.24232   0.0161838
         327     1.07991     1.24182    0.016142
         328     1.07747     1.24132   0.0161005
         329     1.07502     1.24082   0.0160595
         330     1.07255     1.24031    0.016019
         331     1.07007     1.23979   0.0159788
         332     1.06758     1.23927   0.0159391
         333     1.06508     1.23875   0.0158998
         334     1.06256     1.23822    0.015861
         335     1.06005     1.23769   0.0158225
         336     1.05753     1.23715   0.0157845
         337     1.05502     1.23661   0.0157469
         338     1.05253     1.23607   0.0157098
         339     1.05007     1.23552    0.015673
         340     1.04766     1.23497   0.0156366
         341     1.04529     1.23441   0.0156007
         342     1.04299     1.23385   0.0155651
         343     1.04077     1.23329   0.0155299
         344     1.03865     1.23272   0.0154951
         345     1.03663     1.23215   0.0154606
         346     1.03474     1.23158   0.0154264
         347     1.03298     1.23101   0.0153926
         348     1.03137     1.23044    0.015359
         349     1.02993     1.22986   0.0153257
         350     1.02865     1.22929   0.0152927
         351     1.02756     1.22871     0.01526
         352     1.02666     1.22814   0.0152274
         353     1.02596     1.22757    0.015195
         354     1.02545       1.227   0.0151628
         355     1.02516     1.22643   0.0151308
         356     1.02507     1.22586   0.0150988
         357     1.02519      1.2253    0.015067
         358     1.02551     1.22474   0.0150353
         359     1.02604     1.22419   0.0150036
         360     1.02677     1.22364   0.0149719
         361      1.0277      1.2231   0.0149403
         362     1.02881     1.22256   0.0149086
         363      1.0301     1.22203    0.014877
         364     1.03156     1.22151   0.0148453
         365     1.03317     1.22099   0.0148136
         366     1.03493     1.22048   0.0147818
         367     1.03683     1.21998     0.01475
         368     1.03884     1.21949   0.0147182
         369     1.04097     1.21901   0.0146862
         370     1.04318     1.21853   0.0146542
         371     1.04548     1.21806   0.0146221
         372     1.04784     1.21761     0.01459
         373     1.05025     1.21716   0.0145578
         374     1.05269     1.21672   0.0145255
         375     1.05516     1.21629   0.0144931
         376     1.05765     1.21587   0.0144607
         377     1.06013     1.21545   0.0144283
         378      1.0626     1.21505   0.0143958
         379     1.06504     1.21465   0.0143632
         380     1.06746     1.21426   0.0143307
         381     1.06983     1.21389   0.0142981
         382     1.07215     1.21351   0.0142654
         383     1.07441     1.21315   0.0142328
         384     1.07661      1.2128   0.0142002
         385     1.07875     1.21245   0.0141676
         386      1.0808     1.21211    0.014135
         387     1.08277     1.21177   0.0141024
         388     1.08466     1.21144   0.0140699
         389     1.08646     1.21112   0.0140374
         390     1.08817     1.21081   0.0140049
         391     1.08978      1.2105   0.0139725
         392     1.09129     1.21019   0.0139402
         393     1.09269      1.2099   0.0139079
         394     1.09398      1.2096   0.0138757
         395     1.09515     1.20931   0.0138436
         396     1.09619     1.20903   0.0138116
         397     1.09711     1.20874   0.0137797
         398      1.0979     1.20847   0.0137479
         399     1.09854     1.20819   0.0137162
         400     1.09903     1.20792   0.0136846
         401     1.09937     1.20765   0.0136532
         402     1.09955     1.20738   0.0136219
         403     1.09957     1.20711   0.0135907
         404     1.09941     1.20684   0.0135597
         405     1.09909     1.20658   0.0135288
         406      1.0986     1.20631   0.0134981
         407     1.09793     1.20605   0.0134675
         408     1.09709     1.20578   0.0134372
         409     1.09609     1.20551    0.013407
         410     1.09493     1.20524    0.013377
         411     1.09362     1.20497   0.0133472
         412     1.09218      1.2047   0.0133176
         413     1.09062     1.20442   0.0132882
         414     1.08896     1.20414   0.0132591
         415     1.08723     1.20386   0.0132301
         416     1.08543     1.20357   0.0132014
         417     1.08361     1.20329   0.0131729
         418     1.08179       1.203   0.0131445
         419     1.07998      1.2027   0.0131165
         420     1.07823     1.20241   0.0130886
         421     1.07654     1.20211   0.0130609
         422     1.07496     1.20181   0.0130334
         423     1.07349      1.2015   0.0130061
         424     1.07216      1.2012    0.012979
         425     1.07097     1.20089   0.0129521
         426     1.06994     1.20058   0.0129254
         427     1.06906     1.20027   0.0128988
         428     1.06834     1.19997   0.0128723
         429     1.06777     1.19966    0.012846
         430     1.06734     1.19935   0.0128198
         431     1.06703     1.19904   0.0127937
         432     1.06683     1.19874   0.0127678
         433     1.06671     1.19843   0.0127419
         434     1.06665     1.19813   0.0127162
         435     1.06663     1.19783   0.0126905
         436     1.06662     1.19753    0.012665
         437      1.0666     1.19723   0.0126396
         438     1.06655     1.19693   0.0126142
         439     1.06645     1.19663    0.012589
         440     1.06629     1.19633   0.0125639
         441     1.06604     1.19604   0.0125389
         442     1.06569     1.19574    0.012514
         443     1.06525     1.19545   0.0124892
         444     1.06469     1.19516   0.0124645
         445     1.06403     1.19486     0.01244
         446     1.06325     1.19457   0.0124156
         447     1.06237     1.19427   0.0123913
         448     1.06139     1.19397   0.0123672
         449     1.06031     1.19368   0.0123433
         450     1.05914     1.19338   0.0123195
         451     1.05789     1.19308   0.0122958
         452     1.05658     1.19277   0.0122723
         453     1.05521     1.19247    0.012249
         454     1.05379     1.19216   0.0122258
         455     1.05234     1.19186   0.0122028
         456     1.05087     1.19155     0.01218
         457     1.04938     1.19124   0.0121573
         458      1.0479     1.19092   0.0121348
         459     1.04642     1.19061   0.0121124
         460     1.04496     1.19029   0.0120902
         461     1.04353     1.18997   0.0120682
         462     1.04212     1.18965   0.0120463
         463     1.04076     1.18933   0.0120246
         464     1.03945     1.18901    0.012003
         465     1.03819     1.18869   0.0119816
         466       1.037     1.18836   0.0119603
         467     1.03587     1.18803   0.0119391
         468     1.03482     1.18771   0.0119181
         469     1.03386     1.18738   0.0118972
         470     1.03299     1.18705   0.0118764
         471     1.03223     1.18672   0.0118557
         472     1.03157     1.18639   0.0118352
         473     1.03103     1.18606   0.0118147
         474     1.03062     1.18574   0.0117943
         475     1.03034     1.18541    0.011774
         476      1.0302     1.18508   0.0117538
         477     1.03021     1.18476   0.0117337
         478     1.03036     1.18443   0.0117136
         479     1.03066     1.18411   0.0116935
         480     1.03109     1.18379   0.0116735
         481     1.03166     1.18348   0.0116535
         482     1.03236     1.18317   0.0116335
         483     1.03317     1.18285   0.0116136
         484     1.03409     1.18255   0.0115937
         485     1.03509     1.18224   0.0115738
         486     1.03615     1.18194   0.0115538
         487     1.03726     1.18165   0.0115339
         488      1.0384     1.18135    0.011514
         489     1.03954     1.18106   0.0114941
         490     1.04065     1.18078   0.0114743
         491     1.04173     1.18049   0.0114544
         492     1.04274     1.18021   0.0114345
         493     1.04366     1.17994   0.0114147
         494     1.04449     1.17966   0.0113949
         495      1.0452     1.17939   0.0113751
         496     1.04578     1.17912   0.0113553
         497     1.04621     1.17885   0.0113356
         498     1.04649     1.17859    0.011316
         499     1.04661     1.17832   0.0112964
         500     1.04655     1.17806   0.0112769
         501     1.04632      1.1778   0.0112575
         502     1.04591     1.17753   0.0112381
         503     1.04531     1.17727   0.0112188
         504     1.04453     1.17701   0.0111997
         505     1.04357     1.17674   0.0111806
         506     1.04243     1.17648   0.0111616
         507     1.04111     1.17621   0.0111428
         508     1.03961     1.17594   0.0111241
         509     1.03794     1.17567   0.0111056
         510     1.03612      1.1754   0.0110872
         511     1.03414     1.17512   0.0110689
         512     1.03201     1.17484   0.0110508
         513     1.02976     1.17456   0.0110329
         514     1.02739     1.17427   0.0110152
         515     1.02491     1.17398   0.0109976
         516     1.02235     1.17369   0.0109802
         517     1.01972     1.17339    0.010963
         518     1.01703     1.17309    0.010946
         519      1.0143     1.17278   0.0109292
         520     1.01156     1.17247   0.0109126
         521     1.00881     1.17216   0.0108961
         522     1.00607     1.17184   0.0108799
         523     1.00336     1.17152   0.0108639
         524     1.00069     1.17119    0.010848
         525    0.998066     1.17086   0.0108324
         526    0.995508     1.17053   0.0108169
         527     0.99302     1.17019   0.0108016
         528    0.990606     1.16985   0.0107865
         529     0.98827     1.16951   0.0107716
         530    0.986011     1.16916   0.0107568
         531    0.983833     1.16881   0.0107422
         532    0.981733     1.16846   0.0107278
         533     0.97971     1.16811   0.0107135
         534    0.977761     1.16775   0.0106994
         535    0.975886     1.16739   0.0106854
         536    0.974082     1.16703   0.0106715
         537    0.972348     1.16667   0.0106578
         538    0.970685      1.1663   0.0106442
         539    0.969093     1.16594   0.0106308
         540    0.967576     1.16557   0.0106174
         541    0.966137      1.1652   0.0106042
         542    0.964783     1.16483   0.0105911
         543    0.963521     1.16446   0.0105781
         544    0.962358     1.16409   0.0105651
         545    0.961304     1.16372   0.0105523
         546    0.960368     1.16335   0.0105396
         547     0.95956     1.16297   0.0105269
         548    0.958892      1.1626   0.0105142
         549    0.958371     1.16223   0.0105017
         550    0.958008     1.16186   0.0104891
         551    0.957809     1.16149   0.0104766
         552    0.957781     1.16112   0.0104642
         553    0.957931     1.16075   0.0104517
         554    0.958261     1.16039   0.0104392
         555    0.958774     1.16002   0.0104267
         556    0.959474     1.15966   0.0104142
         557    0.960356      1.1593   0.0104016
         558     0.96142     1.15895    0.010389
         559    0.962663      1.1586   0.0103764
         560     0.96408     1.15825   0.0103637
         561    0.965665     1.15791   0.0103509
         562    0.967412     1.15757    0.010338
         563    0.969313     1.15723   0.0103251
         564    0.971363      1.1569    0.010312
         565    0.973551     1.15658   0.0102989
         566    0.975867     1.15626   0.0102856
         567      0.9783     1.15595   0.0102723
         568    0.980842     1.15564   0.0102588
         569    0.983484     1.15534   0.0102452
         570    0.986217     1.15504   0.0102316
         571    0.989031     1.15475   0.0102178
         572     0.99192     1.15446   0.0102039
         573    0.994874     1.15419   0.0101899
         574    0.997887     1.15391   0.0101757
         575     1.00095     1.15365   0.0101615
         576     1.00406     1.15339   0.0101472
         577     1.00721     1.15313   0.0101328
         578      1.0104     1.15289   0.0101183
         579     1.01362     1.15265   0.0101036
         580     1.01686     1.15241   0.0100889
         581     1.02014     1.15218   0.0100741
         582     1.02345     1.15196   0.0100593
         583     1.02678     1.15175   0.0100443
         584     1.03015     1.15154   0.0100293
         585     1.03355     1.15134   0.0100141
         586     1.03698     1.15114  0.00999895
         587     1.04046     1.15096  0.00998369
         588     1.04397     1.15077  0.00996837
         589     1.04752      1.1506  0.00995299
         590     1.05112     1.15043  0.00993755
         591     1.05478     1.15027  0.00992205
         592     1.05848     1.15011   0.0099065
         593     1.06223     1.14996   0.0098909
         594     1.06603     1.14982  0.00987526
         595     1.06987     1.14969  0.00985958
         596     1.07375     1.14956  0.00984386
         597     1.07767     1.14944  0.00982811
         598     1.08161     1.14933  0.00981233
         599     1.08557     1.14922  0.00979652
         600     1.08952     1.14912   0.0097807
         601     1.09347     1.14903  0.00976486
         602      1.0974     1.14894  0.00974902
         603     1.10128     1.14886  0.00973317
         604      1.1051     1.14879  0.00971733
         605     1.10885     1.14873  0.00970149
         606      1.1125     1.14867  0.00968567
         607     1.11605     1.14861  0.00966986
         608     1.11947     1.14856  0.00965407
         609     1.12276     1.14852  0.00963831
         610     1.12589     1.14848  0.00962258
         611     1.12885     1.14845  0.00960689
         612     1.13164     1.14842  0.00959123
         613     1.13423      1.1484  0.00957561
         614     1.13664     1.14838  0.00956004
         615     1.13884     1.14837   0.0095445
         616     1.14084     1.14835  0.00952902
         617     1.14263     1.14835  0.00951358
         618     1.14422     1.14834  0.00949819
         619      1.1456     1.14833  0.00948284
         620     1.14679     1.14833  0.00946755
         621     1.14777     1.14833   0.0094523
         622     1.14857     1.14833  0.00943711
         623     1.14919     1.14833  0.00942196
         624     1.14963     1.14833  0.00940686
         625     1.14992     1.14834  0.00939181
         626     1.15006     1.14834  0.00937681
         627     1.15006     1.14834  0.00936185
         628     1.14994     1.14835  0.00934694
         629     1.14971     1.14835  0.00933208
         630     1.14939     1.14835  0.00931727
         631     1.14899     1.14835  0.00930251
         632     1.14852     1.14835  0.00928779
         633     1.14799     1.14835  0.00927311
         634     1.14742     1.14835  0.00925849
         635     1.14682     1.14835  0.00924391
         636     1.14619     1.14834  0.00922937
         637     1.14556     1.14834  0.00921489
         638     1.14492     1.14833  0.00920044
         639     1.14428     1.14833  0.00918605
         640     1.14365     1.14832   0.0091717
         641     1.14303     1.14831  0.00915739
         642     1.14242      1.1483  0.00914313
         643     1.14183     1.14829  0.00912892
         644     1.14126     1.14828  0.00911475
         645      1.1407     1.14827  0.00910063
         646     1.14016     1.14826  0.00908655
         647     1.13965     1.14824  0.00907251
         648     1.13915     1.14823  0.00905852
         649     1.13868     1.14821  0.00904458
         650     1.13823      1.1482  0.00903068
         651     1.13781     1.14818  0.00901682
         652     1.13741     1.14817    0.009003
         653     1.13705     1.14815  0.00898923
         654     1.13673     1.14813  0.00897551
         655     1.13644     1.14811  0.00896182
         656      1.1362      1.1481  0.00894818
         657     1.13602     1.14808  0.00893458
         658     1.13589     1.14806  0.00892102
         659     1.13581     1.14804   0.0089075
         660     1.13581     1.14802  0.00889402
         661     1.13587       1.148  0.00888059
         662       1.136     1.14799  0.00886719
         663     1.13621     1.14797  0.00885383
         664     1.13648     1.14795  0.00884052
         665     1.13682     1.14793  0.00882724
         666     1.13722     1.14792    0.008814
         667     1.13768      1.1479   0.0088008
         668     1.13819     1.14789  0.00878763
         669     1.13874     1.14787  0.00877451
         670     1.13933     1.14786  0.00876142
         671     1.13993     1.14785  0.00874837
         672     1.14055     1.14784  0.00873536
         673     1.14117     1.14783  0.00872239
         674     1.14177     1.14782  0.00870945
         675     1.14235     1.14781  0.00869655
         676     1.14289      1.1478  0.00868369
         677      1.1434      1.1478  0.00867087
         678     1.14385     1.14779  0.00865808
         679     1.14424     1.14779  0.00864533
         680     1.14456     1.14778  0.00863262
         681     1.14482     1.14778  0.00861994
         682     1.14501     1.14777   0.0086073
         683     1.14511     1.14777   0.0085947
         684     1.14515     1.14777  0.00858214
         685     1.14511     1.14776  0.00856961
         686     1.14499     1.14776  0.00855712
         687      1.1448     1.14775  0.00854466
         688     1.14455     1.14775  0.00853225
         689     1.14423     1.14774  0.00851986
         690     1.14386     1.14774  0.00850752
         691     1.14344     1.14773  0.00849521
         692     1.14298     1.14773  0.00848294
         693     1.14249     1.14772   0.0084707
         694     1.14197     1.14771   0.0084585
         695     1.14143      1.1477  0.00844633
         696     1.14088     1.14769   0.0084342
         697     1.14033     1.14768  0.00842211
         698     1.13979     1.14767  0.00841005
         699     1.13928     1.14766  0.00839802
         700     1.13878     1.14764  0.00838604
         701     1.13833     1.14763  0.00837408
         702     1.13791     1.14762  0.00836217
         703     1.13754      1.1476  0.00835028
         704     1.13723     1.14759  0.00833844
         705     1.13698     1.14757  0.00832662
         706     1.13679     1.14756  0.00831484
         707     1.13666     1.14754   0.0083031
         708     1.13659     1.14753  0.00829138
         709     1.13658     1.14751   0.0082797
         710     1.13664      1.1475  0.00826806
         711     1.13676     1.14748  0.00825644
         712     1.13693     1.14747  0.00824486
         713     1.13715     1.14745  0.00823331
         714     1.13741     1.14744  0.00822179
         715     1.13771     1.14742   0.0082103
         716     1.13804     1.14741  0.00819884
         717     1.13839      1.1474  0.00818742
         718     1.13875     1.14739  0.00817602
         719     1.13911     1.14737  0.00816466
         720     1.13946     1.14736  0.00815333
         721     1.13979     1.14735  0.00814203
         722     1.14009     1.14734  0.00813076
         723     1.14035     1.14733  0.00811952
         724     1.14057     1.14732  0.00810831
         725     1.14073     1.14732  0.00809713
         726     1.14083     1.14731  0.00808598
         727     1.14086      1.1473  0.00807486
         728     1.14081     1.14729  0.00806377
         729     1.14068     1.14728  0.00805272
         730     1.14045     1.14727  0.00804169
         731     1.14014     1.14726   0.0080307
         732     1.13973     1.14725  0.00801973
         733     1.13922     1.14724   0.0080088
         734     1.13862     1.14723   0.0079979
         735     1.13792     1.14721  0.00798703
         736     1.13712      1.1472  0.00797619
         737     1.13622     1.14719  0.00796538
