#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     15.1476     15.1476           0
           2     15.2673     15.2075   0.0423238
           3     15.1137     15.1762   0.0380438
           4     15.1868     15.1789   0.0286239
           5     15.2701     15.1971   0.0281194
           6     15.2902     15.2126   0.0273844
           7     15.2494     15.2179   0.0239705
           8     15.0227     15.1935   0.0309986
           9     15.2944     15.2047   0.0295145
          10     15.2537     15.2096   0.0269672
          11     15.3282     15.2204   0.0265848
          12     15.2104     15.2195   0.0243823
          13     15.2612     15.2228   0.0227166
          14     15.1892     15.2204   0.0212198
          15     15.1039     15.2126   0.0211785
          16     15.2697     15.2162    0.020153
          17     15.2027     15.2154   0.0189832
          18     15.1702     15.2129   0.0180935
          19      15.231     15.2138   0.0171664
          20     15.3575      15.221   0.0177475
          21     15.2778     15.2237    0.017107
          22     15.2743      15.226   0.0164831
          23     15.1838     15.2242    0.015868
          24     15.2175     15.2239   0.0152093
          25     15.2559     15.2252   0.0146548
          26     15.2581     15.2264   0.0141459
          27     15.1126     15.2222   0.0142368
          28     15.3832      15.228   0.0148434
          29     14.9565     15.2186   0.0170294
          30     15.2469     15.2195   0.0164878
          31     15.0517     15.2141   0.0168212
          32     15.0721     15.2097   0.0168714
          33     15.1233     15.2071    0.016562
          34      15.057     15.2027    0.016653
          35     15.5588     15.2128   0.0190337
          36     15.1608     15.2114   0.0185598
          37     15.3075      15.214    0.018239
          38     15.3191     15.2168   0.0179677
          39      15.034     15.2121    0.018108
          40     15.2672     15.2134   0.0177077
