#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.974159   -0.974159           0
           2   -0.974929   -0.974544 0.000272321
           3    -0.97383   -0.974306 0.000265841
           4   -0.973595   -0.974128 0.000251928
           5   -0.974438    -0.97419 0.000209039
           6   -0.975112   -0.974344 0.000223669
           7   -0.973703   -0.974252 0.000209626
           8   -0.974143   -0.974239 0.000183868
           9    -0.97455   -0.974273 0.000166662
          10   -0.974068   -0.974253  0.00015126
          11   -0.974565   -0.974281 0.000140139
          12   -0.972738   -0.974152 0.000177951
          13   -0.974003   -0.974141 0.000164634
          14   -0.974455   -0.974163 0.000154392
          15   -0.973916   -0.974147 0.000144974
          16   -0.973745   -0.974122 0.000138077
          17   -0.973126   -0.974063 0.000141829
          18    -0.97402   -0.974061  0.00013397
          19   -0.975184    -0.97412 0.000139351
          20   -0.974564   -0.974142 0.000134142
          21   -0.974381   -0.974154 0.000128237
          22   -0.974593   -0.974173 0.000123951
          23   -0.974636   -0.974194 0.000120179
          24   -0.974706   -0.974215 0.000117053
          25    -0.97317   -0.974173 0.000119608
          26   -0.974558   -0.974188 0.000115917
          27   -0.974346   -0.974194 0.000111773
          28   -0.974314   -0.974198 0.000107864
          29   -0.973639   -0.974179 0.000105851
          30   -0.973382   -0.974152 0.000105602
          31   -0.974612   -0.974167 0.000103234
          32   -0.973955    -0.97416  0.00010022
          33   -0.974454   -0.974169 9.75761e-05
          34   -0.974602   -0.974182 9.55336e-05
          35   -0.975098   -0.974208 9.63245e-05
          36   -0.974052   -0.974204 9.37461e-05
          37   -0.972959    -0.97417 9.70641e-05
          38   -0.974651   -0.974183 9.53302e-05
          39   -0.973229   -0.974158 9.59753e-05
          40   -0.974441   -0.974166 9.38356e-05
