#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.50456     1.50456           0
           2     1.51404      1.5093  0.00335157
           3     1.50459     1.50773  0.00257486
           4     1.51141     1.50865  0.00208882
           5     1.50828     1.50858  0.00167233
           6     1.50721     1.50835  0.00140906
           7     1.50809     1.50831  0.00120826
           8     1.51028     1.50856  0.00108208
           9     1.50647     1.50833 0.000986301
          10     1.50711      1.5082 0.000895117
          11     1.50641     1.50804 0.000828438
          12     1.50211     1.50755 0.000894806
          13     1.50434      1.5073 0.000859281
          14     1.50361     1.50704  0.00083728
          15     1.51042     1.50726  0.00081126
          16     1.50458      1.5071 0.000777639
          17     1.50701     1.50709 0.000731912
          18      1.5109      1.5073  0.00072127
          19     1.51431     1.50767 0.000771933
          20     1.50807     1.50769 0.000733598
          21     1.50942     1.50777 0.000703267
          22     1.51121     1.50793 0.000688452
          23      1.5064     1.50786  0.00066174
          24     1.50485     1.50774 0.000645981
          25     1.51101     1.50787 0.000633276
          26     1.51458     1.50813 0.000659471
          27     1.50771     1.50811 0.000635223
          28     1.51274     1.50828 0.000633682
          29     1.50368     1.50812  0.00063132
          30     1.50957     1.50817 0.000612134
          31     1.50826     1.50817 0.000592395
          32     1.51177     1.50828 0.000584441
          33     1.51203      1.5084 0.000577642
          34     1.51178     1.50849 0.000569169
          35     1.50564     1.50841  0.00055874
          36      1.5098     1.50845 0.000544542
          37     1.50374     1.50832 0.000544532
          38     1.50632     1.50827 0.000532739
          39     1.51459     1.50843 0.000543145
          40     1.50401     1.50832 0.000540688
