#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0435017   0.0435017           0
           2   0.0450979   0.0442998 0.000564328
           3   0.0442249   0.0442748 0.000376771
           4   0.0428671   0.0439229  0.00041562
           5     0.04351   0.0438403 0.000340602
           6   0.0440473   0.0438748 0.000285577
           7    0.043977   0.0438894 0.000245153
           8   0.0435482   0.0438468 0.000218188
           9   0.0437178   0.0438324 0.000194414
          10   0.0427448   0.0437237 0.000203133
          11   0.0434466   0.0436985 0.000186222
          12   0.0445978   0.0437734 0.000185172
          13   0.0442728   0.0438118 0.000174867
          14   0.0437913   0.0438104 0.000162382
          15   0.0429428   0.0437525 0.000161529
          16   0.0434676   0.0437347 0.000152412
          17   0.0420394    0.043635 0.000173023
          18   0.0436457   0.0436356 0.000163412
          19   0.0444767   0.0436799 0.000160696
          20   0.0421004   0.0436009 0.000170968
          21   0.0452632     0.04368 0.000180223
          22   0.0435116   0.0436724 0.000172194
          23   0.0446145   0.0437134 0.000169509
          24   0.0442093    0.043734 0.000163701
          25   0.0414548   0.0436428 0.000180766
          26   0.0430624   0.0436205 0.000175187
          27   0.0425968   0.0435826 0.000172753
          28   0.0435968   0.0435831 0.000166584
          29    0.043328   0.0435743 0.000161072
          30   0.0432671   0.0435641 0.000156028
          31   0.0441831    0.043584 0.000152267
          32   0.0429239   0.0435634   0.0001489
          33   0.0437054   0.0435677  0.00014445
          34   0.0439155   0.0435779 0.000140563
          35   0.0432733   0.0435692 0.000136816
          36   0.0450127   0.0436093 0.000138766
          37   0.0430861   0.0435952 0.000135735
          38   0.0442464   0.0436123  0.00013324
          39   0.0442089   0.0436276 0.000130699
          40   0.0428708   0.0436087 0.000128794
