#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0583682   0.0583682           0
           2     0.05889   0.0586291 0.000184484
           3   0.0587652   0.0586745 0.000128453
           4   0.0586949   0.0586796  9.6441e-05
           5   0.0595785   0.0588593 0.000178355
           6   0.0588865   0.0588639 0.000148686
           7   0.0595905   0.0589677 0.000159621
           8   0.0593108   0.0590106 0.000145315
           9    0.058598   0.0589647 0.000136207
          10   0.0600396   0.0590722 0.000159457
          11   0.0587401    0.059042 0.000147791
          12   0.0602372   0.0591416 0.000165668
          13   0.0600608   0.0592123 0.000167335
          14   0.0595128   0.0592338 0.000156753
          15   0.0601776   0.0592967 0.000158428
          16   0.0600442   0.0593434 0.000155261
          17   0.0590776   0.0593278 0.000146914
          18   0.0586183   0.0592884 0.000143943
          19   0.0599121   0.0593212  0.00014006
          20   0.0583365    0.059272 0.000141447
          21   0.0596415   0.0592896 0.000135801
          22   0.0608421   0.0593601 0.000146824
          23     0.05838   0.0593175 0.000146493
          24   0.0596275   0.0593304 0.000140957
          25   0.0570764   0.0592403 0.000161603
          26   0.0591051   0.0592351 0.000155471
          27   0.0606339   0.0592869  0.00015811
          28    0.059358   0.0592894 0.000152483
          29   0.0591712   0.0592853  0.00014728
          30   0.0587628   0.0592679 0.000143397
          31   0.0601501   0.0592964 0.000141566
          32    0.060416   0.0593314   0.0001414
          33   0.0586756   0.0593115 0.000138504
          34   0.0616397     0.05938 0.000150408
          35   0.0589104   0.0593666 0.000146708
          36    0.059151   0.0593606 0.000142755
          37   0.0597945   0.0593723 0.000139378
          38   0.0600692   0.0593906 0.000136911
          39   0.0597265   0.0593992 0.000133671
          40   0.0589622   0.0593883 0.000130775
