#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.892356   -0.892356           0
           2   -0.892405    -0.89238 1.70554e-05
           3   -0.891749    -0.89217 0.000172134
           4   -0.891514   -0.892006 0.000191922
           5   -0.891755   -0.891956 0.000159959
           6   -0.892815   -0.892099 0.000186699
           7   -0.891897    -0.89207 0.000162253
           8   -0.891582   -0.892009 0.000153029
           9   -0.892438   -0.892057 0.000143239
          10   -0.891498   -0.892001 0.000139402
          11   -0.892044   -0.892005 0.000126784
          12   -0.892183    -0.89202 0.000117085
          13   -0.891597   -0.891987 0.000112496
          14   -0.892005   -0.891988 0.000104468
          15   -0.891411    -0.89195 0.000104354
          16   -0.891911   -0.891947 9.78606e-05
          17   -0.892077   -0.891955 9.23997e-05
          18   -0.891966   -0.891956 8.72684e-05
          19   -0.892096   -0.891963 8.29864e-05
          20   -0.892127   -0.891971  7.9239e-05
          21   -0.892071   -0.891976 7.56088e-05
          22   -0.892034   -0.891979 7.22177e-05
          23    -0.89252   -0.892002 7.28167e-05
          24   -0.892534   -0.892024 7.30735e-05
          25   -0.891665    -0.89201 7.15487e-05
          26   -0.892054   -0.892012 6.88167e-05
          27   -0.891758   -0.892002 6.69073e-05
          28   -0.892583   -0.892023 6.76532e-05
          29   -0.892323   -0.892033 6.61051e-05
          30   -0.892195   -0.892039  6.4121e-05
          31   -0.891999   -0.892037 6.20655e-05
          32   -0.891984   -0.892036 6.01483e-05
          33   -0.891837    -0.89203 5.86261e-05
          34   -0.891727   -0.892021 5.75721e-05
          35    -0.89185   -0.892016 5.61331e-05
          36   -0.891592   -0.892004 5.57957e-05
          37   -0.891636   -0.891994 5.51699e-05
          38   -0.891935   -0.891993 5.37398e-05
          39    -0.89149    -0.89198 5.38831e-05
          40   -0.891799   -0.891975 5.27259e-05
