#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.53585     2.53585           0
           2     2.52497     2.53041  0.00384857
           3     2.53445     2.53176  0.00279164
           4     2.51893     2.52855  0.00347714
           5     2.53307     2.52945  0.00289682
           6     2.52623     2.52892  0.00246324
           7     2.53049     2.52914  0.00212161
           8     2.52317      2.5284  0.00198353
           9     2.52093     2.52757  0.00192862
          10     2.52175     2.52698  0.00182135
          11      2.5263     2.52692  0.00165683
          12     2.53187     2.52733  0.00156924
          13     2.52721     2.52733  0.00144855
          14     2.51996      2.5268   0.0014374
          15     2.52321     2.52656  0.00136139
          16     2.53744     2.52724  0.00143621
          17     2.50718     2.52606  0.00177125
          18     2.52176     2.52582  0.00168885
          19     2.53248     2.52617  0.00163596
          20       2.524     2.52606  0.00155775
          21     2.52501     2.52601  0.00148439
          22     2.52466     2.52595   0.0014182
          23      2.5234     2.52584  0.00136085
          24     2.53269     2.52613  0.00133377
          25     2.52231     2.52597  0.00128914
          26     2.53823     2.52645    0.001323
          27     2.53595      2.5268  0.00132003
          28     2.51468     2.52636  0.00134191
          29      2.5323     2.52657  0.00131115
          30     2.51559      2.5262   0.0013175
          31     2.52233     2.52608  0.00128092
          32     2.51584     2.52576  0.00128025
          33     2.53483     2.52603  0.00127063
          34     2.53822     2.52639  0.00128278
          35     2.53786     2.52672  0.00128733
          36     2.52072     2.52655   0.0012623
          37     2.53368     2.52675  0.00124278
          38     2.54273     2.52717  0.00127924
          39     2.52525     2.52712  0.00124739
          40     2.52345     2.52703  0.00121957
