#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.317368    0.317368           0
           2    0.317676    0.317522 0.000109096
           3    0.318608    0.317884 0.000304515
           4      0.3176    0.317813 0.000236529
           5    0.319483    0.318147 0.000353663
           6    0.318228    0.318161 0.000294975
           7    0.318179    0.318163 0.000252848
           8    0.318979    0.318265 0.000240924
           9     0.31792    0.318227  0.00021718
          10    0.317814    0.318186 0.000199344
          11    0.317294    0.318105 0.000197022
          12    0.316816    0.317997  0.00020781
          13    0.318114    0.318006 0.000192018
          14    0.317792    0.317991 0.000178912
          15    0.318274     0.31801 0.000167974
          16    0.318196    0.318021 0.000157877
          17    0.317538    0.317993 0.000151128
          18    0.318074    0.317997 0.000142799
          19    0.318587    0.318028 0.000138614
          20    0.317927    0.318023 0.000131777
          21     0.31857    0.318049 0.000128046
          22    0.319016    0.318093 0.000129548
          23    0.318951    0.318131  0.00012917
          24    0.318373    0.318141 0.000124182
          25    0.317928    0.318132 0.000119506
          26    0.318133    0.318132  0.00011491
          27    0.318773    0.318156 0.000113077
          28    0.318201    0.318158  0.00010905
          29    0.318662    0.318175 0.000106668
          30    0.318291    0.318179 0.000103183
          31    0.318175    0.318179 9.98543e-05
          32    0.318213     0.31818 9.67397e-05
          33    0.317776    0.318168 9.45806e-05
          34    0.318068    0.318165 9.18436e-05
          35    0.318288    0.318168 8.92871e-05
          36    0.318092    0.318166 8.68317e-05
          37    0.318977    0.318188 8.72047e-05
          38    0.317747    0.318176 8.56799e-05
          39    0.319966    0.318222  9.4982e-05
          40    0.318698    0.318234   9.335e-05
