#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.482576   -0.482576           0
           2   -0.482784    -0.48268 7.36522e-05
           3   -0.482454   -0.482604 7.86362e-05
           4   -0.482395   -0.482552 7.43484e-05
           5   -0.482383   -0.482518 6.66998e-05
           6   -0.482747   -0.482556 6.55493e-05
           7    -0.48257   -0.482558 5.62148e-05
           8   -0.482503   -0.482552 4.96168e-05
           9   -0.482777   -0.482577 5.00214e-05
          10   -0.482702   -0.482589 4.65582e-05
          11   -0.482511   -0.482582 4.28646e-05
          12   -0.482719   -0.482593 4.07848e-05
          13   -0.482588   -0.482593 3.76494e-05
          14   -0.482691     -0.4826 3.56047e-05
          15   -0.482731   -0.482609 3.42928e-05
          16   -0.482435   -0.482598 3.38273e-05
          17   -0.482657   -0.482601 3.20184e-05
          18   -0.482365   -0.482588 3.28148e-05
          19   -0.482672   -0.482593 3.13805e-05
          20   -0.482647   -0.482595 2.99301e-05
          21   -0.482446   -0.482588 2.93372e-05
          22   -0.482521   -0.482585 2.81617e-05
          23   -0.482517   -0.482582  2.7094e-05
          24   -0.482383   -0.482574 2.72079e-05
          25   -0.482596   -0.482575 2.61336e-05
          26   -0.482854   -0.482586 2.72382e-05
          27   -0.482655   -0.482588  2.6351e-05
          28    -0.48251   -0.482585 2.55583e-05
          29   -0.482247   -0.482574 2.72159e-05
          30   -0.482607   -0.482575 2.63313e-05
          31   -0.482597   -0.482575 2.54918e-05
          32     -0.4829   -0.482586 2.66418e-05
          33    -0.48255   -0.482585 2.58558e-05
          34   -0.482864   -0.482593  2.6365e-05
          35   -0.482653   -0.482594 2.56679e-05
          36    -0.48266   -0.482596  2.5019e-05
          37   -0.482424   -0.482592 2.47728e-05
          38   -0.482298   -0.482584 2.52987e-05
          39   -0.482746   -0.482588 2.49894e-05
          40   -0.482683    -0.48259 2.44776e-05
