#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.848257   -0.848257           0
           2   -0.848726   -0.848491 0.000165548
           3   -0.848194   -0.848392 0.000136917
           4   -0.848295   -0.848368 0.000104829
           5   -0.848142   -0.848323 9.30975e-05
           6    -0.84871   -0.848387 9.74735e-05
           7   -0.848278   -0.848372 8.47912e-05
           8   -0.847664   -0.848283 0.000111176
           9   -0.848622   -0.848321 0.000104997
          10   -0.848277   -0.848316 9.45892e-05
          11   -0.848567   -0.848339 8.86911e-05
          12   -0.848643   -0.848364 8.48422e-05
          13   -0.848208   -0.848352 7.91609e-05
          14   -0.848497   -0.848363  7.4174e-05
          15   -0.848031   -0.848341 7.24528e-05
          16   -0.848205   -0.848332 6.84179e-05
          17   -0.848077   -0.848317  6.6018e-05
          18    -0.84834   -0.848318  6.2362e-05
          19   -0.848668   -0.848337 6.17271e-05
          20   -0.848142   -0.848327  5.9403e-05
          21   -0.848558   -0.848338 5.75852e-05
          22    -0.84818   -0.848331 5.54142e-05
          23   -0.847781   -0.848307 5.79258e-05
          24   -0.848226   -0.848304 5.56103e-05
          25   -0.848275   -0.848302 5.33976e-05
          26   -0.848482   -0.848309 5.17887e-05
          27   -0.848348   -0.848311 4.98899e-05
          28   -0.848609   -0.848321  4.9235e-05
          29   -0.847907   -0.848307 4.95678e-05
          30   -0.847986   -0.848296 4.90604e-05
          31   -0.848017   -0.848287 4.82988e-05
          32    -0.84833   -0.848289 4.68079e-05
          33   -0.848348   -0.848291 4.54242e-05
          34   -0.848205   -0.848288 4.41579e-05
          35   -0.848811   -0.848303 4.53509e-05
          36   -0.848097   -0.848297 4.44495e-05
          37   -0.848739   -0.848309 4.48235e-05
          38    -0.84885   -0.848323 4.58479e-05
          39   -0.847522   -0.848303 4.90631e-05
          40   -0.848473   -0.848307 4.80205e-05
