#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.669789    0.669789           0
           2    0.668721    0.669255 0.000377623
           3    0.675476    0.671329  0.00171162
           4    0.675545    0.672383   0.0015752
           5     0.66872     0.67165  0.00142033
           6    0.670713    0.671494  0.00119217
           7    0.674958    0.671989  0.00111984
           8    0.666958     0.67136  0.00114287
           9    0.670837    0.671302  0.00101736
          10    0.672836    0.671455 0.000927126
          11     0.66971    0.671297 0.000856315
          12    0.685098    0.672447  0.00135232
          13    0.666944    0.672023  0.00131287
          14    0.685107    0.672958  0.00151565
          15    0.674458    0.673058  0.00141791
          16    0.676891    0.673298  0.00134937
          17     0.67795    0.673571  0.00129745
          18    0.694182    0.674716  0.00165523
          19    0.659986    0.673941  0.00174024
          20    0.672114     0.67385  0.00165562
          21     0.66926    0.673631  0.00159114
          22    0.678128    0.673835  0.00153189
          23    0.673162    0.673806  0.00146557
          24    0.679759    0.674054  0.00142534
          25     0.66882    0.673845  0.00138362
          26     0.64462    0.672721  0.00172766
          27    0.673704    0.672757  0.00166406
          28    0.662688    0.672398  0.00164303
          29    0.665557    0.672162  0.00160321
          30    0.673123    0.672194  0.00155009
          31    0.667507    0.672043  0.00150744
          32    0.674634    0.672124  0.00146251
          33    0.675643     0.67223  0.00142208
          34    0.688596    0.672712  0.00145944
          35    0.671582    0.672679   0.0014181
          36    0.672744    0.672681  0.00137871
          37    0.656369     0.67224  0.00141018
          38    0.664727    0.672043  0.00138686
          39    0.673237    0.672073  0.00135164
          40     0.66988    0.672018  0.00131896
