#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0862747   0.0862747           0
           2   0.0894449   0.0878598  0.00112085
           3   0.0875842   0.0877679 0.000750987
           4   0.0887811   0.0880212 0.000604448
           5    0.087265     0.08787 0.000502123
           6   0.0874452   0.0877992 0.000423397
           7   0.0884772   0.0878961 0.000373826
           8   0.0863625   0.0877044 0.000373025
           9   0.0888688   0.0878337 0.000353302
          10    0.087731   0.0878235 0.000318121
          11   0.0898647    0.088009  0.00033903
          12   0.0893455   0.0881204 0.000328561
          13   0.0862296    0.087975 0.000333932
          14    0.090171   0.0881318 0.000344958
          15    0.087643   0.0880992 0.000323497
          16   0.0860848   0.0879733 0.000326861
          17    0.089118   0.0880407 0.000314493
          18   0.0909414   0.0882018 0.000335782
          19   0.0885029   0.0882177 0.000318483
          20   0.0835408   0.0879838 0.000378802
          21   0.0894405   0.0880532  0.00036706
          22   0.0893257    0.088111 0.000354904
          23   0.0861163   0.0880243  0.00034991
          24   0.0874515   0.0880004 0.000336143
          25   0.0886236   0.0880254  0.00032362
          26   0.0913642   0.0881538 0.000335687
          27   0.0882005   0.0881555 0.000323258
          28   0.0878411   0.0881443 0.000311908
          29   0.0913971   0.0882564 0.000320687
          30   0.0895384   0.0882992 0.000312832
          31    0.088562   0.0883077 0.000302855
          32   0.0870882   0.0882695 0.000295779
          33   0.0886882   0.0882822 0.000287088
          34   0.0853472   0.0881959 0.000291334
          35   0.0889907   0.0882186 0.000283893
          36    0.088089    0.088215  0.00027603
          37   0.0892596   0.0882432  0.00027001
          38   0.0886442   0.0882538 0.000263111
          39   0.0856863    0.088188 0.000264472
          40   0.0884307    0.088194  0.00025793
