#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0380697   0.0380697           0
           2   0.0395932   0.0388314 0.000538632
           3    0.037315   0.0383259 0.000547073
           4   0.0375775   0.0381388 0.000441141
           5   0.0386273   0.0382365  0.00036357
           6    0.037855   0.0381729 0.000308487
           7   0.0388941    0.038276 0.000281094
           8   0.0374396   0.0381714 0.000264685
           9   0.0394061   0.0383086 0.000268484
          10   0.0371044   0.0381882 0.000267278
          11   0.0379977   0.0381709  0.00024354
          12    0.038442   0.0381935 0.000224291
          13   0.0378183   0.0381646 0.000208886
          14   0.0385782   0.0381941 0.000196043
          15   0.0385806   0.0382199 0.000184659
          16   0.0375598   0.0381787 0.000177667
          17   0.0373412   0.0381294 0.000173912
          18   0.0389978   0.0381776  0.00017081
          19   0.0380028   0.0381684 0.000162068
          20   0.0371315   0.0381166 0.000162046
          21    0.038062    0.038114  0.00015435
          22   0.0368154    0.038055 0.000158219
          23   0.0375876   0.0380346 0.000152639
          24   0.0383836   0.0380492  0.00014697
          25   0.0373914   0.0380229 0.000143428
          26   0.0379424   0.0380198 0.000137945
          27   0.0370138   0.0379825 0.000137776
          28   0.0384719       0.038 0.000133959
          29   0.0371192   0.0379696 0.000132739
          30   0.0376359   0.0379585 0.000128779
          31   0.0383527   0.0379712 0.000125252
          32   0.0387654    0.037996 0.000123772
          33   0.0364995   0.0379507  0.00012806
          34   0.0381497   0.0379565 0.000124427
          35   0.0389706   0.0379855 0.000124199
          36   0.0387134   0.0380057 0.000122384
          37   0.0382992   0.0380137 0.000119333
          38   0.0366584    0.037978 0.000121405
          39   0.0394044   0.0380146 0.000123679
          40   0.0380322    0.038015 0.000120588
