#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.212439    0.212439           0
           2    0.212497    0.212468 2.06076e-05
           3    0.212079    0.212339 0.000106877
           4    0.212279    0.212324 8.11957e-05
           5    0.212285    0.212316 6.53183e-05
           6     0.21278    0.212393 8.92064e-05
           7     0.21262    0.212426  8.2149e-05
           8    0.212644    0.212453 7.62588e-05
           9    0.211665    0.212365 0.000106816
          10    0.212128    0.212342 9.87329e-05
          11    0.212548     0.21236 9.15177e-05
          12    0.212204    0.212347 8.48142e-05
          13    0.212629    0.212369 8.10127e-05
          14    0.212838    0.212403 8.18526e-05
          15    0.212835    0.212431 8.13054e-05
          16    0.212506    0.212436 7.63563e-05
          17    0.212714    0.212452 7.35979e-05
          18    0.212293    0.212444 7.00413e-05
          19    0.212603    0.212452 6.68577e-05
          20    0.212385    0.212449 6.35997e-05
          21    0.212454    0.212449 6.05716e-05
          22    0.212469     0.21245 5.78252e-05
          23    0.212588    0.212456 5.56212e-05
          24    0.212558     0.21246 5.34657e-05
          25    0.212559    0.212464 5.14737e-05
          26    0.212445    0.212463 4.94991e-05
          27    0.212129    0.212451  4.9192e-05
          28    0.212618    0.212457 4.77974e-05
          29    0.212722    0.212466 4.70156e-05
          30    0.212651    0.212472 4.58533e-05
          31     0.21283    0.212484 4.58057e-05
          32    0.212146    0.212473  4.5575e-05
          33     0.21229    0.212468 4.45288e-05
          34    0.212671    0.212474 4.36179e-05
          35    0.212095    0.212463 4.36898e-05
          36     0.21243    0.212462 4.24859e-05
          37    0.212332    0.212458 4.14819e-05
          38    0.212814    0.212468 4.14344e-05
          39    0.212676    0.212473 4.07133e-05
          40    0.212387    0.212471 3.97524e-05
