#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.682417   -0.682417           0
           2   -0.682078   -0.682247 0.000120123
           3   -0.681989   -0.682161  0.00010663
           4   -0.682398    -0.68222 9.49793e-05
           5   -0.682193   -0.682215 7.61457e-05
           6   -0.682032   -0.682184 6.93057e-05
           7   -0.682171   -0.682182 5.94328e-05
           8   -0.682017   -0.682162 5.54804e-05
           9   -0.682065   -0.682151 5.03363e-05
          10   -0.681953   -0.682131 4.90296e-05
          11   -0.682338    -0.68215 4.80456e-05
          12   -0.682481   -0.682178  5.1336e-05
          13   -0.682603    -0.68221 5.68794e-05
          14   -0.682309   -0.682217 5.32517e-05
          15   -0.682119   -0.682211 5.01004e-05
          16   -0.682281   -0.682215 4.71611e-05
          17   -0.682254   -0.682218 4.44413e-05
          18   -0.682323   -0.682223 4.23578e-05
          19   -0.682386   -0.682232  4.0979e-05
          20   -0.681961   -0.682218 4.11124e-05
          21   -0.682666    -0.68224 4.43307e-05
          22   -0.681937   -0.682226 4.43931e-05
          23   -0.682003   -0.682216 4.35071e-05
          24   -0.682395   -0.682224 4.23274e-05
          25   -0.681702   -0.682203 4.54924e-05
          26    -0.68254   -0.682216 4.55589e-05
          27   -0.682307   -0.682219 4.39973e-05
          28   -0.682396   -0.682226 4.28776e-05
          29   -0.682309   -0.682228 4.14951e-05
          30   -0.682557   -0.682239 4.15296e-05
          31   -0.682515   -0.682248 4.11313e-05
          32   -0.682189   -0.682246 3.98882e-05
          33   -0.682483   -0.682254 3.93177e-05
          34   -0.682444   -0.682259 3.85594e-05
          35   -0.682041   -0.682253 3.79589e-05
          36   -0.682635   -0.682264 3.83613e-05
          37   -0.682089   -0.682259 3.76129e-05
          38   -0.682027   -0.682253 3.71153e-05
          39   -0.682373   -0.682256 3.62918e-05
          40   -0.681847   -0.682246 3.67955e-05
