#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.582759   -0.582759           0
           2   -0.582764   -0.582762 1.83848e-06
           3   -0.582778   -0.582767 4.66024e-06
           4   -0.582615   -0.582729 3.31342e-05
           5   -0.582801   -0.582743 2.94474e-05
           6   -0.582697   -0.582736 2.55281e-05
           7   -0.582719   -0.582733 2.19977e-05
           8   -0.582809   -0.582743 2.11685e-05
           9   -0.582705   -0.582739 1.92189e-05
          10    -0.58267   -0.582732 1.84662e-05
          11   -0.582659   -0.582725 1.79337e-05
          12   -0.582974   -0.582746  2.5749e-05
          13   -0.582642   -0.582738 2.49835e-05
          14   -0.582732   -0.582737 2.32019e-05
          15   -0.582797   -0.582741 2.19974e-05
          16   -0.582908   -0.582752 2.29627e-05
          17   -0.582554    -0.58274 2.43902e-05
          18   -0.582767   -0.582742 2.30804e-05
          19   -0.582743   -0.582742 2.18658e-05
          20   -0.582697    -0.58274 2.08874e-05
          21   -0.583142   -0.582759 2.73172e-05
          22   -0.582357    -0.58274 3.16013e-05
          23   -0.582816   -0.582744 3.03962e-05
          24   -0.582903    -0.58275 2.98458e-05
          25    -0.58268   -0.582748 2.87846e-05
          26   -0.582953   -0.582755 2.87439e-05
          27   -0.583064   -0.582767  2.9868e-05
          28    -0.58248   -0.582757 3.05136e-05
          29   -0.582566    -0.58275 3.01617e-05
          30    -0.58297   -0.582757  3.0038e-05
          31   -0.582915   -0.582762 2.94959e-05
          32   -0.583002    -0.58277 2.95087e-05
          33    -0.58287   -0.582773 2.87702e-05
          34   -0.583038   -0.582781 2.89612e-05
          35   -0.582725   -0.582779 2.81774e-05
          36   -0.582767   -0.582779 2.73968e-05
          37   -0.582684   -0.582776 2.67768e-05
          38   -0.582452   -0.582768 2.74015e-05
          39   -0.582519   -0.582761 2.74295e-05
          40   -0.582797   -0.582762 2.67582e-05
