#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.143541    0.143541           0
           2    0.150277    0.146909  0.00238149
           3    0.146355    0.146725   0.0015948
           4    0.144505     0.14617  0.00128904
           5    0.146011    0.146138  0.00103162
           6    0.149708    0.146733  0.00101691
           7    0.147068    0.146781  0.00087276
           8    0.147438    0.146863 0.000767516
           9     0.14455    0.146606 0.000723985
          10    0.148649     0.14681 0.000679792
          11     0.14694    0.146822 0.000618095
          12     0.14738    0.146869 0.000568333
          13    0.146398    0.146832 0.000525769
          14    0.146258    0.146791 0.000489813
          15    0.146186    0.146751 0.000458818
          16    0.147556    0.146801 0.000432894
          17    0.143873    0.146629 0.000440362
          18    0.153566    0.147015 0.000559687
          19    0.148129    0.147073 0.000533293
          20    0.144168    0.146928 0.000526037
          21     0.14964    0.147057 0.000516599
          22    0.145571     0.14699 0.000497517
          23    0.144188    0.146868 0.000490566
          24    0.150204    0.147007  0.00048942
          25    0.146784    0.146998 0.000469924
          26    0.145421    0.146937 0.000455748
          27    0.145586    0.146887 0.000441608
          28    0.146266    0.146865 0.000426392
          29     0.14902    0.146939 0.000418112
          30    0.142193    0.146781 0.000433078
          31    0.148452    0.146835 0.000422448
          32    0.147185    0.146846 0.000409388
          33    0.144297    0.146769 0.000404205
          34    0.147039    0.146777 0.000392395
          35    0.144806     0.14672 0.000385203
          36    0.143882    0.146641 0.000382485
          37    0.146991    0.146651 0.000372264
          38    0.148019    0.146687 0.000364205
          39    0.145149    0.146647 0.000356996
          40    0.147303    0.146664 0.000348448
