#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.89906     1.89906           0
           2     1.91206     1.90556  0.00459691
           3     1.90387     1.90499  0.00309894
           4     1.90473     1.90493  0.00232492
           5     1.90681      1.9053   0.0018901
           6     1.90276     1.90488  0.00162187
           7     1.91023     1.90564  0.00155983
           8     1.89957     1.90489  0.00153837
           9     1.90249     1.90462  0.00139022
          10     1.90729     1.90489  0.00127651
          11     1.90366     1.90478  0.00116532
          12     1.90834     1.90507  0.00110543
          13     1.90195     1.90483  0.00104615
          14     1.91593     1.90562  0.00123574
          15     1.90209     1.90539  0.00117557
          16      1.9048     1.90535  0.00110268
          17     1.90723     1.90546  0.00104331
          18     1.91305     1.90588  0.00106709
          19     1.91304     1.90626  0.00107531
          20     1.90546     1.90622  0.00102229
          21     1.91278     1.90653  0.00102018
          22     1.90739     1.90657 0.000974546
          23     1.91476     1.90693 0.000995025
          24     1.90266     1.90675 0.000969338
          25     1.90863     1.90682 0.000933481
          26      1.9017     1.90663  0.00091815
          27     1.91145     1.90681 0.000901313
          28     1.90206     1.90664 0.000884917
          29      1.9029     1.90651 0.000863741
          30     1.90968     1.90661 0.000841417
          31       1.908     1.90666 0.000815469
          32     1.90317     1.90655 0.000797232
          33     1.90594     1.90653 0.000773284
          34     1.90353     1.90644 0.000755557
          35     1.90808     1.90649 0.000735422
          36     1.90396     1.90642 0.000718347
          37      1.9079     1.90646 0.000700044
          38     1.89952     1.90628 0.000705042
          39     1.90972     1.90637 0.000692458
          40     1.91125     1.90649 0.000685818
