#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.554507   -0.554507           0
           2   -0.554779   -0.554643 9.62231e-05
           3   -0.554398   -0.554561 9.24413e-05
           4   -0.554463   -0.554537 7.25304e-05
           5   -0.554692   -0.554568 6.43273e-05
           6   -0.554584   -0.554571 5.36627e-05
           7   -0.554473   -0.554557 4.77774e-05
           8    -0.55487   -0.554596 5.56149e-05
           9   -0.554804   -0.554619 5.40482e-05
          10   -0.554655   -0.554623 4.87601e-05
          11   -0.554625   -0.554623  4.4328e-05
          12   -0.554916   -0.554647 4.68895e-05
          13   -0.554658   -0.554648 4.32903e-05
          14   -0.554773   -0.554657 4.11021e-05
          15   -0.554523   -0.554648 3.93166e-05
          16   -0.554845    -0.55466 3.87461e-05
          17   -0.554459   -0.554649 3.82388e-05
          18   -0.554542   -0.554643 3.65725e-05
          19    -0.55457   -0.554639  3.4845e-05
          20   -0.554584   -0.554636 3.32094e-05
          21   -0.554823   -0.554645 3.27996e-05
          22   -0.554315    -0.55463 3.45633e-05
          23   -0.554717   -0.554634 3.32656e-05
          24   -0.554711   -0.554637 3.20347e-05
          25   -0.554532   -0.554633  3.1029e-05
          26   -0.554985   -0.554646  3.2666e-05
          27   -0.554888   -0.554655  3.2661e-05
          28   -0.554416   -0.554647 3.25956e-05
          29   -0.554466    -0.55464 3.20645e-05
          30   -0.554677   -0.554642  3.1019e-05
          31   -0.554683   -0.554643 3.00464e-05
          32   -0.554982   -0.554654 3.09142e-05
          33   -0.554489   -0.554649 3.03758e-05
          34   -0.554646   -0.554649 2.94825e-05
          35   -0.554587   -0.554647 2.86926e-05
          36   -0.554432   -0.554641  2.8512e-05
          37   -0.554693   -0.554642  2.7776e-05
          38   -0.554028   -0.554626  3.1399e-05
          39   -0.554344   -0.554619 3.14131e-05
          40    -0.55472   -0.554621 3.07292e-05
