#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     79.0955     79.0955           0
           2     79.8096     79.4525    0.252456
           3     78.8146     79.2399    0.241804
           4     78.5327     79.0631    0.237351
           5     79.3255     79.1156    0.195596
           6     79.9667     79.2574    0.208171
           7     78.7454     79.1843    0.190853
           8     79.0505     79.1676    0.167727
           9     79.4596        79.2    0.152197
          10     78.9538     79.1754    0.138954
          11     79.5252     79.2072     0.12991
          12      77.685     79.0803    0.170088
          13     78.9071      79.067    0.157525
          14      79.362     79.0881    0.147676
          15     78.9547     79.0792    0.138098
          16     78.7214     79.0568    0.131265
          17     77.9091     78.9893    0.139833
          18     79.0062     78.9903    0.132068
          19     79.9842     79.0426    0.135082
          20     79.4391     79.0624    0.129774
          21     79.1858     79.0683    0.123728
          22     79.5192     79.0888    0.119789
          23     79.6167     79.1117     0.11676
          24     79.5401     79.1296    0.113251
          25     78.1442     79.0902    0.115376
          26     79.3044     79.0984    0.111232
          27     79.2187     79.1029    0.107201
          28     79.2047     79.1065    0.103434
          29     78.5682     79.0879     0.10152
          30     78.3834     79.0644    0.100816
          31     79.6379     79.0829   0.0992459
          32     78.9079     79.0775   0.0962951
          33     79.3012     79.0843   0.0936154
          34     79.5388     79.0976   0.0918115
          35     80.1137     79.1267   0.0936656
          36     78.8974     79.1203     0.09128
          37     77.8951     79.0872   0.0946287
          38     79.3966     79.0953   0.0924882
          39     78.0562     79.0687   0.0938759
          40     79.3086     79.0747   0.0917204
