#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.646577   -0.646577           0
           2   -0.646277   -0.646427 0.000106207
           3   -0.646215   -0.646356 9.14269e-05
           4   -0.646447   -0.646379 7.13135e-05
           5   -0.646372   -0.646378 5.70634e-05
           6   -0.646404   -0.646382 4.77242e-05
           7   -0.646258   -0.646364 4.40966e-05
           8   -0.646436   -0.646373 3.94784e-05
           9   -0.646018   -0.646334 5.11811e-05
          10    -0.64646   -0.646346 4.75836e-05
          11   -0.646352   -0.646347 4.32604e-05
          12   -0.646293   -0.646342 3.98867e-05
          13   -0.646699    -0.64637 4.52699e-05
          14   -0.646677   -0.646392 4.70528e-05
          15   -0.646597   -0.646405 4.58586e-05
          16   -0.646654   -0.646421 4.55576e-05
          17   -0.646371   -0.646418 4.29721e-05
          18   -0.646231   -0.646408 4.18189e-05
          19   -0.646627   -0.646419 4.11796e-05
          20    -0.64628   -0.646412 3.97059e-05
          21   -0.646695   -0.646426 4.00409e-05
          22   -0.646121   -0.646412 4.05479e-05
          23   -0.646406   -0.646412 3.87859e-05
          24   -0.646614    -0.64642 3.80719e-05
          25    -0.64607   -0.646406 3.90377e-05
          26   -0.646791   -0.646421 4.02491e-05
          27    -0.64673   -0.646432 4.03582e-05
          28   -0.646437   -0.646432 3.89173e-05
          29   -0.646654    -0.64644 3.83202e-05
          30   -0.646646   -0.646447 3.76498e-05
          31   -0.646533    -0.64645 3.65369e-05
          32   -0.646534   -0.646452 3.54909e-05
          33   -0.646402   -0.646451 3.44488e-05
          34   -0.646502   -0.646452  3.3468e-05
          35   -0.646497   -0.646454 3.25358e-05
          36    -0.64702   -0.646469 3.52309e-05
          37   -0.646302   -0.646465 3.45685e-05
          38   -0.646566   -0.646467 3.37619e-05
          39   -0.646493   -0.646468 3.29026e-05
          40   -0.646584   -0.646471 3.22064e-05
