#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.437712    0.437712           0
           2    0.436165    0.436939 0.000547034
           3    0.435432    0.436436 0.000548839
           4    0.436321    0.436408 0.000412381
           5    0.434731    0.436072 0.000445873
           6    0.436573    0.436156 0.000379294
           7    0.437037    0.436282 0.000345366
           8    0.434641    0.436077 0.000357918
           9    0.434575     0.43591 0.000354909
          10    0.436226    0.435942 0.000320826
          11    0.432946    0.435669 0.000390489
          12    0.432482    0.435404 0.000439096
          13    0.435741    0.435429 0.000406084
          14    0.434824    0.435386 0.000379377
          15    0.435636    0.435403  0.00035445
          16    0.437112     0.43551 0.000348027
          17    0.435889    0.435532  0.00032827
          18    0.438284    0.435685 0.000343788
          19    0.436001    0.435702 0.000326097
          20    0.435973    0.435715 0.000310075
          21    0.438004    0.435824 0.000313888
          22    0.436156    0.435839 0.000299982
          23    0.436075    0.435849 0.000287115
          24    0.435071    0.435817 0.000276977
          25    0.437833    0.435898 0.000277384
          26    0.432776    0.435778 0.000291537
          27    0.436306    0.435797 0.000281396
          28    0.435175    0.435775 0.000272221
          29    0.433315     0.43569 0.000275733
          30    0.437462    0.435749 0.000272793
          31    0.436183    0.435763 0.000264352
          32    0.436237    0.435778 0.000256505
          33    0.436008    0.435785 0.000248827
          34    0.434543    0.435748 0.000244176
          35    0.436525    0.435771 0.000238206
          36    0.433705    0.435713 0.000238397
          37    0.436955    0.435747 0.000234305
          38    0.436642     0.43577 0.000229321
          39     0.43587    0.435773 0.000223455
          40    0.437634    0.435819 0.000222657
