#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     24.7419     24.7419           0
           2     24.6819     24.7119   0.0211964
           3     24.6253      24.683    0.027494
           4     24.4155     24.6161   0.0614891
           5     24.5328     24.5995   0.0514035
           6     25.0287      24.671   0.0780996
           7       24.42     24.6351   0.0747214
           8     24.5352     24.6227   0.0664171
           9     24.9044      24.654   0.0660046
          10     24.4769     24.6363   0.0617331
          11     24.5195     24.6256   0.0570261
          12     24.8286     24.6426   0.0547242
          13     24.5565     24.6359   0.0509135
          14     24.6534     24.6372   0.0472922
          15     24.4282     24.6233   0.0461466
          16     24.5899     24.6212   0.0433095
          17     24.6839     24.6249    0.040919
          18     24.7038     24.6292     0.03888
          19     24.7662     24.6365   0.0374958
          20     24.7188     24.6406   0.0358463
          21     24.8954     24.6527   0.0361344
          22     24.8329     24.6609   0.0354078
          23     25.0337     24.6771   0.0373944
          24     25.0256     24.6916   0.0385529
          25     24.5758      24.687   0.0372881
          26     24.4975     24.6797   0.0365596
          27     24.4177       24.67   0.0364704
          28     24.8882     24.6778   0.0359907
          29     24.7729     24.6811   0.0348987
          30      24.773     24.6841   0.0338696
          31     24.5887     24.6811   0.0329167
          32     24.5038     24.6755   0.0323508
          33     24.5671     24.6722    0.031537
          34     24.5955       24.67     0.03069
          35     24.5824     24.6675   0.0299151
          36     24.5318     24.6637   0.0293203
          37     24.6171     24.6624   0.0285549
          38     24.4691     24.6574   0.0282533
          39     24.3786     24.6502   0.0284184
          40     24.6376     24.6499   0.0277097
