#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0311343   0.0311343           0
           2   0.0299558    0.030545  0.00041667
           3    0.029541   0.0302104 0.000389649
           4   0.0302322   0.0302158 0.000292275
           5   0.0305076   0.0302742 0.000239573
           6   0.0298519   0.0302038 0.000209726
           7   0.0304383   0.0302373 0.000182422
           8    0.029544   0.0301506 0.000179027
           9   0.0302616    0.030163 0.000159559
          10   0.0294559   0.0300923 0.000158498
          11   0.0295822   0.0300459 0.000150719
          12   0.0290324   0.0299614 0.000160081
          13    0.029578   0.0299319  0.00015046
          14   0.0291708   0.0298776 0.000149213
          15   0.0312361   0.0299681 0.000164472
          16   0.0312916   0.0300509 0.000173753
          17   0.0298167   0.0300371 0.000164077
          18   0.0304278   0.0300588 0.000156391
          19   0.0292603   0.0300168 0.000153703
          20   0.0300312   0.0300175 0.000146019
          21   0.0303898   0.0300352 0.000140138
          22   0.0306568   0.0300635 0.000136587
          23   0.0302439   0.0300713 0.000130873
          24   0.0294329   0.0300447 0.000128095
          25   0.0298261    0.030036 0.000123269
          26   0.0293457   0.0300094 0.000121353
          27   0.0299759   0.0300082 0.000116865
          28   0.0303443   0.0300202 0.000113306
          29   0.0299715   0.0300185 0.000109411
          30   0.0289105   0.0299816 0.000111824
          31   0.0310352   0.0300156 0.000113265
          32   0.0311229   0.0300502  0.00011489
          33   0.0287059   0.0300094  0.00011841
          34    0.030165    0.030014 0.000115016
          35   0.0290703    0.029987 0.000114847
          36   0.0293499   0.0299693 0.000113012
          37   0.0306171   0.0299868 0.000111305
          38    0.031286    0.030021 0.000113505
          39   0.0305816   0.0300354 0.000111501
          40   0.0307176   0.0300525  0.00011001
