#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.443893    0.443893           0
           2     0.45355    0.448721  0.00341408
           3     0.44714    0.448194  0.00231641
           4    0.435914    0.445124  0.00317608
           5    0.444753     0.44505  0.00254173
           6    0.440714    0.444327  0.00221847
           7    0.442412    0.444054  0.00191834
           8    0.431386     0.44247   0.0022386
           9    0.443143    0.442545  0.00199112
          10     0.43521    0.441811  0.00192237
          11    0.442391    0.441864  0.00174833
          12    0.449276    0.442482  0.00170826
          13    0.441467    0.442404  0.00157863
          14    0.448125    0.442812  0.00151785
          15    0.441367    0.442716  0.00141972
          16     0.44152    0.442641  0.00133295
          17    0.430874    0.441949  0.00142297
          18    0.437756    0.441716  0.00136285
          19    0.437361    0.441487  0.00131025
          20    0.438175    0.441321  0.00125516
          21    0.445746    0.441532  0.00121295
          22     0.43875    0.441406  0.00116439
          23    0.440342    0.441359  0.00111468
          24    0.445016    0.441512   0.0010786
          25     0.44273     0.44156  0.00103656
          26    0.446966    0.441768  0.00101733
          27    0.433929    0.441478  0.00102024
          28    0.450366    0.441796    0.001032
          29    0.445006    0.441906  0.00100233
          30    0.447349    0.442088 0.000985203
          31     0.44861    0.442298 0.000975633
          32    0.447688    0.442466 0.000959573
          33    0.454586    0.442834 0.000998302
          34      0.4378    0.442686 0.000979857
          35    0.447953    0.442836 0.000963347
          36    0.440071    0.442759 0.000939645
          37    0.439642    0.442675  0.00091802
          38    0.453463    0.442959 0.000936726
          39    0.452008    0.443191 0.000941004
          40    0.442535    0.443175 0.000917622
