#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      2.1757      2.1757           0
           2     2.18111     2.17841  0.00191074
           3     2.18205     2.17962  0.00161461
           4     2.18037     2.17981  0.00122188
           5     2.18032     2.17991 0.000981749
           6      2.1788     2.17973 0.000835349
           7     2.18413     2.18035 0.000922703
           8     2.17915      2.1802 0.000819561
           9     2.18903     2.18118  0.00117726
          10      2.1821     2.18128  0.00106306
          11     2.18523     2.18164  0.00102549
          12     2.17875     2.18139 0.000967849
          13     2.18087     2.18135  0.00089424
          14     2.17928     2.18121 0.000842539
          15     2.17909     2.18107 0.000798055
          16     2.18647      2.1814 0.000816569
          17     2.17822     2.18122 0.000789763
          18     2.17674     2.18097 0.000784118
          19     2.17936     2.18088 0.000747399
          20     2.18638     2.18116 0.000758843
          21      2.1803     2.18112 0.000723817
          22     2.17381     2.18078 0.000763314
          23     2.18514     2.18097 0.000753206
          24     2.18536     2.18116 0.000743634
          25     2.17899     2.18107  0.00071894
          26     2.18084     2.18106 0.000691342
          27     2.17978     2.18101  0.00066735
          28     2.18273     2.18107 0.000646341
          29     2.18375     2.18117  0.00063058
          30     2.17984     2.18112  0.00061111
          31     2.17813     2.18103 0.000598966
          32     2.17593     2.18087 0.000601011
          33     2.18793     2.18108 0.000619737
          34     2.18854      2.1813 0.000639163
          35     2.17813     2.18121 0.000627284
          36     2.17883     2.18114 0.000613319
          37     2.18109     2.18114 0.000596744
          38     2.18378     2.18121 0.000585078
          39     2.17584     2.18107  0.00058609
          40     2.18692     2.18122 0.000589363
