#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.613228   -0.613228           0
           2   -0.613228   -0.613228 5.26836e-09
           3   -0.613116    -0.61319 3.04608e-05
           4    -0.61328   -0.613213 2.99632e-05
           5   -0.613327   -0.613236 3.15412e-05
           6   -0.613435   -0.613269 4.01449e-05
           7    -0.61293    -0.61322 5.64428e-05
           8   -0.613686   -0.613279 7.35018e-05
           9   -0.613251   -0.613276 6.53996e-05
          10   -0.613506   -0.613299 6.27862e-05
          11   -0.613473   -0.613314 5.90439e-05
          12    -0.61333   -0.613316 5.41378e-05
          13   -0.613513   -0.613331 5.20509e-05
          14   -0.613493   -0.613342 4.95988e-05
          15   -0.613411   -0.613347 4.65041e-05
          16   -0.613355   -0.613348 4.36005e-05
          17   -0.613278   -0.613343 4.12277e-05
          18   -0.613233   -0.613337 3.93949e-05
          19    -0.61348   -0.613345 3.80331e-05
          20   -0.613204   -0.613338 3.67795e-05
          21   -0.613499   -0.613345 3.58171e-05
          22   -0.612673   -0.613315 4.53999e-05
          23    -0.61311   -0.613306 4.42883e-05
          24   -0.613257   -0.613304 4.24897e-05
          25   -0.613136   -0.613297 4.13196e-05
          26   -0.613517   -0.613306 4.05876e-05
          27   -0.613767   -0.613323  4.2523e-05
          28   -0.613169   -0.613317 4.13563e-05
          29   -0.613456   -0.613322 4.02044e-05
          30   -0.613561    -0.61333 3.96439e-05
          31   -0.613404   -0.613332 3.84377e-05
          32   -0.613377   -0.613334 3.72623e-05
          33    -0.61322    -0.61333 3.62927e-05
          34   -0.613537   -0.613336 3.57317e-05
          35   -0.613618   -0.613344 3.56061e-05
          36   -0.613863   -0.613359 3.74159e-05
          37   -0.613236   -0.613356 3.65514e-05
          38   -0.613218   -0.613352 3.57695e-05
          39   -0.613153   -0.613347 3.52134e-05
          40   -0.613422   -0.613349 3.43835e-05
