#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.528379   -0.528379           0
           2    -0.52877   -0.528575 0.000138395
           3   -0.528433   -0.528527 9.99342e-05
           4   -0.528662   -0.528561 8.03718e-05
           5   -0.528461   -0.528541 6.67606e-05
           6   -0.528488   -0.528532 5.62081e-05
           7   -0.528625   -0.528545  4.9705e-05
           8   -0.528886   -0.528588 5.89951e-05
           9   -0.528662   -0.528596 5.30046e-05
          10   -0.528554   -0.528592 4.78675e-05
          11   -0.528589   -0.528592 4.35168e-05
          12   -0.528788   -0.528608 4.28604e-05
          13   -0.528806   -0.528623 4.21878e-05
          14   -0.528645   -0.528625 3.92032e-05
          15   -0.528691   -0.528629 3.68366e-05
          16   -0.528608   -0.528628 3.45591e-05
          17   -0.528865   -0.528642 3.52326e-05
          18   -0.528714   -0.528646 3.35044e-05
          19   -0.528803   -0.528654 3.27501e-05
          20   -0.528416   -0.528642 3.32045e-05
          21   -0.528649   -0.528643 3.16248e-05
          22   -0.528537   -0.528638 3.05495e-05
          23   -0.528631   -0.528637 2.92226e-05
          24   -0.528649   -0.528638  2.8009e-05
          25   -0.528662   -0.528639 2.69055e-05
          26   -0.528781   -0.528644 2.64199e-05
          27   -0.528792    -0.52865 2.59989e-05
          28   -0.528372    -0.52864 2.69029e-05
          29   -0.528448   -0.528633 2.67802e-05
          30   -0.528804   -0.528639 2.64873e-05
          31   -0.528552   -0.528636 2.57806e-05
          32   -0.528886   -0.528644 2.61287e-05
          33   -0.528416   -0.528637 2.62314e-05
          34   -0.529002   -0.528648  2.7568e-05
          35   -0.528656   -0.528648 2.67815e-05
          36   -0.528509   -0.528644 2.63152e-05
          37   -0.528482    -0.52864 2.59656e-05
          38   -0.528229   -0.528629 2.74373e-05
          39   -0.528519   -0.528626  2.6879e-05
          40   -0.528788    -0.52863 2.65108e-05
