#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.761887   -0.761887           0
           2   -0.761611   -0.761749 9.74676e-05
           3   -0.761365   -0.761621 0.000122917
           4   -0.761888   -0.761688 0.000108765
           5   -0.761122   -0.761575 0.000133433
           6   -0.761687   -0.761593   0.0001125
           7   -0.761701   -0.761609 9.74806e-05
           8    -0.76134   -0.761575 9.09177e-05
           9   -0.761842   -0.761605 8.55169e-05
          10   -0.761862    -0.76163 8.07473e-05
          11   -0.761909   -0.761656 7.72761e-05
          12   -0.761725   -0.761662 7.10506e-05
          13   -0.761688   -0.761664 6.56134e-05
          14   -0.761679   -0.761665 6.09359e-05
          15   -0.761563   -0.761658 5.72499e-05
          16    -0.76158   -0.761653 5.38786e-05
          17   -0.761378   -0.761637 5.30834e-05
          18   -0.761662   -0.761638  5.0153e-05
          19   -0.761587   -0.761636 4.75847e-05
          20    -0.76137   -0.761622 4.70234e-05
          21   -0.761694   -0.761626 4.49084e-05
          22   -0.761407   -0.761616 4.39569e-05
          23   -0.761538   -0.761612 4.21762e-05
          24   -0.761474   -0.761607 4.08135e-05
          25   -0.760942    -0.76158 4.70373e-05
          26   -0.762137   -0.761601 4.98746e-05
          27   -0.761679   -0.761604 4.81098e-05
          28   -0.761132   -0.761587 4.92589e-05
          29    -0.76131   -0.761578 4.84809e-05
          30   -0.761622   -0.761579 4.68867e-05
          31   -0.761607    -0.76158 4.53827e-05
          32   -0.761486   -0.761577 4.40596e-05
          33   -0.761823   -0.761585 4.33513e-05
          34   -0.761558   -0.761584 4.20832e-05
          35     -0.7613   -0.761576 4.16581e-05
          36    -0.76186   -0.761584 4.12416e-05
          37   -0.761665   -0.761586 4.01851e-05
          38   -0.761594   -0.761586 3.91282e-05
          39   -0.761319   -0.761579 3.87192e-05
          40   -0.761799   -0.761585  3.8139e-05
