#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0275206   0.0275206           0
           2    0.027382   0.0274513 4.89884e-05
           3   0.0266894   0.0271974 0.000209914
           4   0.0274576   0.0272624 0.000167217
           5   0.0281687   0.0274437 0.000210188
           6   0.0276101   0.0274714 0.000176977
           7   0.0259643   0.0272561 0.000250491
           8   0.0271254   0.0272398 0.000219712
           9   0.0275892   0.0272786   0.0001987
          10   0.0267804   0.0272288 0.000184971
          11    0.027401   0.0272444 0.000168817
          12   0.0268653   0.0272128 0.000157678
          13   0.0268153   0.0271823 0.000148484
          14      0.0274   0.0271978  0.00013869
          15   0.0268459   0.0271744 0.000131414
          16   0.0273969   0.0271883 0.000123935
          17   0.0261374   0.0271265 0.000131157
          18   0.0279668   0.0271731 0.000131917
          19   0.0277301   0.0272025 0.000128189
          20    0.027056   0.0271951 0.000121989
          21   0.0282029   0.0272431 0.000125263
          22   0.0280628   0.0272804 0.000124988
          23    0.027406   0.0272858 0.000119673
          24    0.027611   0.0272994 0.000115451
          25    0.027918   0.0273241 0.000113454
          26   0.0271517   0.0273175 0.000109284
          27   0.0274974   0.0273242 0.000105439
          28   0.0271512    0.027318 0.000101854
          29   0.0264889   0.0272894 0.000102276
          30   0.0273381    0.027291 9.88796e-05
          31   0.0274464    0.027296 9.58169e-05
          32   0.0265746   0.0272735  9.5438e-05
          33   0.0257012   0.0272258  0.00010376
          34   0.0279555   0.0272473 0.000102904
          35   0.0272142   0.0272464 9.99679e-05
          36   0.0271127   0.0272426 9.72599e-05
          37   0.0271338   0.0272397 9.46758e-05
          38   0.0263055   0.0272151 9.53226e-05
          39   0.0269706   0.0272088 9.30844e-05
          40   0.0262024   0.0271837 9.40967e-05
