#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.720546   -0.720546           0
           2   -0.720682   -0.720614 4.77721e-05
           3   -0.720504   -0.720577  4.3688e-05
           4   -0.721081   -0.720703 0.000113789
           5   -0.720521   -0.720667 9.66706e-05
           6   -0.720689   -0.720671 8.06315e-05
           7   -0.720693   -0.720674 6.91764e-05
           8   -0.720809   -0.720691 6.25627e-05
           9   -0.720761   -0.720698 5.61002e-05
          10   -0.720788   -0.720707 5.12043e-05
          11   -0.720931   -0.720728  5.0406e-05
          12   -0.720777   -0.720732 4.63731e-05
          13   -0.720882   -0.720743 4.42191e-05
          14   -0.720973    -0.72076 4.40015e-05
          15   -0.720578   -0.720748 4.27122e-05
          16   -0.720841   -0.720754   4.044e-05
          17    -0.72061   -0.720745 3.89285e-05
          18   -0.720603   -0.720737 3.75555e-05
          19   -0.720704   -0.720735 3.56199e-05
          20   -0.720549   -0.720726 3.50402e-05
          21   -0.720829   -0.720731 3.37115e-05
          22   -0.720328   -0.720713 3.68198e-05
          23   -0.720554   -0.720706 3.58603e-05
          24   -0.720861   -0.720712 3.49411e-05
          25   -0.720231   -0.720693 3.84831e-05
          26   -0.721319   -0.720717 4.38992e-05
          27   -0.720692   -0.720716 4.22834e-05
          28   -0.720673   -0.720715 4.08012e-05
          29   -0.720988   -0.720724 4.04707e-05
          30   -0.720671   -0.720722 3.91609e-05
          31   -0.720648    -0.72072 3.79705e-05
          32    -0.72055   -0.720715 3.71527e-05
          33   -0.720877   -0.720719 3.63504e-05
          34   -0.721049   -0.720729 3.65472e-05
          35   -0.720511   -0.720723 3.60327e-05
          36   -0.721047   -0.720732  3.6137e-05
          37    -0.72089   -0.720736 3.54131e-05
          38   -0.720429   -0.720728 3.53906e-05
          39   -0.720593   -0.720725 3.46526e-05
          40   -0.720998   -0.720731 3.44532e-05
