#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.441455    0.441455           0
           2    0.437571    0.439513  0.00137311
           3     0.43898    0.439336 0.000926827
           4    0.439225    0.439308 0.000695532
           5    0.442379    0.439922 0.000781864
           6    0.440454    0.440011 0.000656557
           7    0.442027    0.440299 0.000622719
           8    0.439139    0.440154 0.000561508
           9    0.439342    0.440064 0.000506318
          10    0.441266    0.440184 0.000469757
          11    0.441054    0.440263 0.000433657
          12    0.438994    0.440157 0.000410215
          13    0.442933    0.440371 0.000430648
          14    0.439931    0.440339 0.000401029
          15    0.440787    0.440369 0.000375402
          16    0.442537    0.440505 0.000375603
          17    0.440862    0.440526 0.000354097
          18    0.443446    0.440688 0.000369721
          19    0.436715    0.440479 0.000405103
          20    0.444294     0.44067 0.000427414
          21    0.441915    0.440729 0.000411154
          22    0.438743    0.440639 0.000402247
          23    0.440863    0.440648 0.000384877
          24    0.440981    0.440662 0.000369091
          25    0.440939    0.440673 0.000354493
          26    0.438108    0.440575 0.000354321
          27    0.439343    0.440529 0.000344124
          28    0.441002    0.440546 0.000332249
          29    0.438209    0.440465 0.000330424
          30    0.442291    0.440526 0.000324968
          31    0.438783     0.44047 0.000319312
          32    0.439288    0.440433 0.000311464
          33    0.439153    0.440394 0.000304432
          34    0.440663    0.440402  0.00029558
          35    0.440645    0.440409 0.000287217
          36    0.440339    0.440407 0.000279245
          37    0.441346    0.440432 0.000272848
          38     0.43896    0.440394 0.000268406
          39    0.436011    0.440281 0.000284079
          40    0.443455    0.440361 0.000287842
