#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0344735   0.0344735           0
           2   0.0337742   0.0341238 0.000247247
           3    0.034009   0.0340856 0.000167765
           4   0.0334023   0.0339147 0.000194207
           5   0.0336516   0.0338621  0.00016234
           6   0.0335842   0.0338158 0.000141735
           7   0.0338382    0.033819 0.000121523
           8   0.0336351    0.033796 0.000108486
           9   0.0333212   0.0337432 0.000108504
          10   0.0334052   0.0337094 0.000102786
          11    0.033762   0.0337142 9.35526e-05
          12   0.0337938   0.0337209 8.59911e-05
          13   0.0338556   0.0337312 7.99987e-05
          14   0.0343391   0.0337746 8.52582e-05
          15   0.0341434   0.0337992 8.30439e-05
          16   0.0337675   0.0337972 7.78772e-05
          17   0.0336493   0.0337885  7.3781e-05
          18   0.0333659   0.0337651 7.33227e-05
          19   0.0333188   0.0337416 7.31288e-05
          20   0.0324696    0.033678 9.31072e-05
          21   0.0343473   0.0337098 9.39704e-05
          22   0.0341463   0.0337297 9.17694e-05
          23   0.0340173   0.0337422 8.86275e-05
          24   0.0341312   0.0337584 8.64041e-05
          25   0.0330698   0.0337309 8.72273e-05
          26    0.032852   0.0336971 9.01839e-05
          27   0.0331294    0.033676 8.92604e-05
          28   0.0334322   0.0336673 8.64963e-05
          29    0.034063    0.033681 8.45827e-05
          30   0.0336009   0.0336783 8.18054e-05
          31   0.0339322   0.0336865 7.95756e-05
          32   0.0346624    0.033717 8.27271e-05
          33   0.0330118   0.0336956 8.29346e-05
          34    0.032115   0.0336491 9.26134e-05
          35   0.0340414   0.0336603 9.06428e-05
          36   0.0336121    0.033659 8.81349e-05
          37   0.0344549   0.0336805 8.83391e-05
          38   0.0339237   0.0336869 8.62459e-05
          39    0.033835   0.0336907  8.4118e-05
          40    0.034192   0.0337032 8.29432e-05
