#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      43.807      43.807           0
           2     45.1779     44.4924    0.484698
           3     44.3627     44.4492    0.325054
           4     44.5335     44.4703    0.244473
           5      43.764      44.329    0.232837
           6     44.1472     44.2987    0.195993
           7     44.3865     44.3112    0.168394
           8     43.8961     44.2594    0.155134
           9     44.5079      44.287    0.140332
          10     43.5595     44.2142    0.143927
          11     43.9877     44.1936    0.132308
          12      43.972     44.1752    0.122564
          13     43.7203     44.1402    0.118024
          14     44.5082     44.1665    0.112483
          15     44.0521     44.1588    0.105242
          16     43.8124     44.1372    0.100868
          17     44.3836     44.1517   0.0959704
          18     44.2355     44.1563   0.0907517
          19     44.0982     44.1533   0.0860268
          20     44.4911     44.1702   0.0833672
          21     44.4825      44.185    0.080713
          22     44.5012     44.1994   0.0783134
          23     44.0596     44.1933   0.0751439
          24     44.7848      44.218    0.075947
          25     43.5338     44.1906   0.0776831
          26     44.3493     44.1967   0.0749348
          27     44.3667      44.203   0.0724235
          28     44.1755      44.202   0.0698436
          29     43.7369      44.186    0.069252
          30     44.1606     44.1851   0.0669487
          31     43.5916      44.166   0.0674713
          32     44.4498     44.1749   0.0659433
          33     44.2534     44.1772   0.0639879
          34     43.7069     44.1634   0.0635836
          35     44.3268     44.1681   0.0619381
          36     44.1048     44.1663   0.0602425
          37     44.4127      44.173   0.0589812
          38     44.3292     44.1771   0.0575722
          39     44.6517     44.1893   0.0573675
          40     44.6509     44.2008   0.0570825
