#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     10.2678     10.2678           0
           2     10.3174     10.2926   0.0175575
           3      10.201     10.2621   0.0275388
           4     10.3514     10.2844   0.0282947
           5     10.1856     10.2646   0.0287225
           6     10.3203     10.2739   0.0253895
           7     10.2012     10.2635    0.023791
           8     10.2415     10.2608   0.0209762
           9     10.2913     10.2642   0.0189185
          10     10.1957     10.2573   0.0182222
          11     10.2553     10.2571   0.0165666
          12      10.159      10.249   0.0170865
          13      10.226     10.2472   0.0158633
          14     10.2292     10.2459   0.0147823
          15     10.3122     10.2503   0.0144427
          16      10.356     10.2569   0.0149753
          17     10.2072      10.254   0.0143768
          18     10.3188     10.2576   0.0140217
          19     10.2387     10.2566   0.0133189
          20     10.2615     10.2569   0.0126552
          21     10.2483     10.2565   0.0120591
          22     10.2615     10.2567   0.0115132
          23     10.3142     10.2592   0.0112811
          24     10.1997     10.2567   0.0110799
          25     10.1881      10.254   0.0109715
          26     10.2988     10.2557   0.0106844
          27     10.2539     10.2556   0.0102889
          28     10.2387      10.255  0.00993912
          29     10.2087     10.2534  0.00972384
          30     10.2255     10.2525  0.00944417
          31     10.2362      10.252  0.00915415
          32      10.224     10.2511  0.00890972
          33     10.2683     10.2516  0.00865502
          34     10.1566     10.2488  0.00883986
          35     10.2478     10.2488  0.00858735
          36     10.1704     10.2466  0.00862066
          37     10.3817     10.2503  0.00912831
          38     10.2843     10.2512    0.008932
          39     10.1067     10.2475  0.00943956
          40     10.2286      10.247  0.00921529
