#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.19673     0.19673           0
           2    0.196515    0.196623 7.61722e-05
           3    0.196909    0.196718 9.31061e-05
           4    0.196561    0.196679 7.77382e-05
           5    0.196911    0.196725 7.47459e-05
           6    0.196716    0.196724 6.23028e-05
           7    0.196772    0.196731 5.37794e-05
           8     0.19722    0.196792 7.40431e-05
           9    0.196617    0.196772 6.83101e-05
          10    0.196746     0.19677 6.15311e-05
          11     0.19695    0.196786  5.8074e-05
          12     0.19653    0.196765 5.70261e-05
          13    0.196811    0.196768 5.27487e-05
          14    0.197047    0.196788 5.26162e-05
          15    0.196971      0.1968 5.04958e-05
          16    0.196675    0.196792 4.79453e-05
          17    0.196297    0.196763  5.3266e-05
          18    0.196501    0.196749 5.22566e-05
          19    0.197027    0.196763 5.15157e-05
          20    0.196731    0.196762 4.89661e-05
          21    0.196803    0.196764 4.66738e-05
          22      0.1966    0.196756 4.51416e-05
          23    0.196168    0.196731 4.99096e-05
          24    0.196883    0.196737 4.82314e-05
          25    0.196726    0.196737 4.63042e-05
          26    0.196228    0.196717 4.84858e-05
          27    0.196868    0.196723 4.70106e-05
          28    0.196186    0.196703 4.90772e-05
          29    0.196812    0.196707 4.75278e-05
          30    0.196643    0.196705  4.5991e-05
          31    0.197359    0.196726 4.91142e-05
          32    0.196262    0.196712 4.96711e-05
          33    0.196612    0.196709 4.82578e-05
          34    0.196821    0.196712 4.69522e-05
          35    0.196321    0.196701 4.69217e-05
          36    0.196201    0.196687 4.76259e-05
          37    0.196502    0.196682 4.65997e-05
          38    0.196928    0.196688 4.58213e-05
          39    0.196729    0.196689 4.46584e-05
          40    0.196459    0.196684 4.39105e-05
