#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.293671    0.293671           0
           2    0.292773    0.293222 0.000317638
           3    0.294153    0.293532 0.000330173
           4    0.292905    0.293375 0.000282441
           5    0.292902    0.293281 0.000241272
           6    0.292982    0.293231 0.000206121
           7    0.293697    0.293297 0.000187111
           8    0.294646    0.293466 0.000227278
           9    0.292741    0.293385 0.000215826
          10    0.292823    0.293329 0.000201446
          11    0.293001    0.293299 0.000185326
          12    0.293064     0.29328 0.000170915
          13    0.293805     0.29332 0.000162469
          14    0.293255    0.293316 0.000150931
          15     0.29271    0.293275 0.000146163
          16    0.293209    0.293271 0.000137086
          17    0.292527    0.293227  0.00013583
          18    0.293685    0.293253  0.00013064
          19     0.29367    0.293275 0.000125601
          20    0.293339    0.293278 0.000119363
          21    0.293499    0.293288 0.000114141
          22    0.293434    0.293295 0.000109146
          23    0.293644     0.29331 0.000105449
          24     0.29306      0.2933 0.000101571
          25    0.293488    0.293307 9.77878e-05
          26    0.293186    0.293303 9.41385e-05
          27     0.29397    0.293327 9.38419e-05
          28    0.294393    0.293365 9.79036e-05
          29    0.293692    0.293377 9.51734e-05
          30    0.293441    0.293379 9.20252e-05
          31    0.293626    0.293387 8.94014e-05
          32    0.293226    0.293382 8.67487e-05
          33    0.293633    0.293389 8.44523e-05
          34    0.293736      0.2934 8.25818e-05
          35    0.293342    0.293398 8.02387e-05
          36    0.293033    0.293388 7.86485e-05
          37    0.294302    0.293412  8.0309e-05
          38    0.293865    0.293424 7.90725e-05
          39    0.294973    0.293464  8.6442e-05
          40    0.293672    0.293469 8.44378e-05
