#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.249157    0.249157           0
           2    0.249183     0.24917 9.24365e-06
           3    0.248806    0.249049 9.93566e-05
           4    0.248705    0.248963 0.000105376
           5     0.24933    0.249036 0.000106924
           6    0.249305    0.249081 9.80523e-05
           7    0.248978    0.249066 8.51509e-05
           8    0.248691    0.249019  8.6458e-05
           9    0.249429    0.249065 8.80216e-05
          10    0.248976    0.249056 7.96664e-05
          11    0.249263    0.249075 7.46061e-05
          12    0.248595    0.249035 7.83597e-05
          13    0.249516    0.249072 8.05998e-05
          14    0.249197    0.249081 7.53333e-05
          15    0.249101    0.249082 7.03229e-05
          16    0.248879    0.249069 6.70682e-05
          17    0.249137    0.249073 6.32397e-05
          18    0.249706    0.249108 6.87996e-05
          19     0.24956    0.249132 6.91695e-05
          20    0.249054    0.249128 6.58229e-05
          21    0.250258    0.249182 8.17644e-05
          22    0.248833    0.249166  7.9573e-05
          23    0.249268    0.249171 7.62363e-05
          24     0.24968    0.249192 7.59592e-05
          25    0.249477    0.249203 7.37704e-05
          26    0.249093    0.249199 7.10549e-05
          27    0.249561    0.249212 6.96765e-05
          28    0.249625    0.249227 6.87256e-05
          29       0.249    0.249219 6.68017e-05
          30    0.249252     0.24922 6.45838e-05
          31    0.249274    0.249222 6.25233e-05
          32     0.24885     0.24921 6.16418e-05
          33    0.249721    0.249226 6.16815e-05
          34    0.249628    0.249238 6.09905e-05
          35    0.249588    0.249248 6.00627e-05
          36     0.24863    0.249231 6.07974e-05
          37    0.249649    0.249242 6.01986e-05
          38    0.249297    0.249243 5.86316e-05
          39    0.249747    0.249256 5.85309e-05
          40    0.249322    0.249258 5.70909e-05
