#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.432132    0.432132           0
           2    0.431113    0.431622 0.000360338
           3    0.431991    0.431745 0.000260333
           4    0.431303    0.431635 0.000217437
           5     0.43334    0.431976 0.000351215
           6    0.434208    0.432348 0.000448368
           7    0.429996    0.432012 0.000494396
           8    0.431461    0.431943 0.000437362
           9    0.433213    0.432084 0.000410889
          10    0.433824    0.432258 0.000404951
          11    0.431633    0.432201  0.00037211
          12    0.434881    0.432425 0.000402554
          13    0.433504    0.432508 0.000380057
          14    0.433154    0.432554 0.000355707
          15     0.43095    0.432447 0.000347688
          16    0.433355    0.432504 0.000330559
          17    0.432765    0.432519  0.00031147
          18    0.435161    0.432666 0.000326938
          19    0.433208    0.432694 0.000310971
          20    0.435189    0.432819 0.000319454
          21    0.436833     0.43301 0.000356863
          22     0.43233    0.432979  0.00034198
          23     0.43367    0.433009 0.000328426
          24    0.437405    0.433192 0.000362223
          25    0.433168    0.433191 0.000347736
          26    0.431152    0.433113 0.000343091
          27    0.429878    0.432993 0.000350677
          28    0.432471    0.432975 0.000338648
          29    0.433127     0.43298 0.000327011
          30    0.433917    0.433011 0.000317598
          31    0.431497    0.432962 0.000311083
          32    0.431787    0.432925 0.000303523
          33    0.433696    0.432949 0.000295221
          34    0.434649    0.432999 0.000290743
          35    0.431657     0.43296 0.000284954
          36    0.435904    0.433042 0.000288531
          37    0.436334    0.433131 0.000294126
          38    0.429966    0.433048 0.000297945
          39     0.43354    0.433061 0.000290573
          40    0.434649      0.4331  0.00028601
