#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.229538    0.229538           0
           2    0.230268    0.229903 0.000257936
           3    0.230124    0.229977 0.000182176
           4    0.229419    0.229837  0.00018239
           5    0.230027    0.229875 0.000149829
           6    0.229854    0.229872 0.000124897
           7    0.229668    0.229843 0.000110381
           8    0.229545    0.229805  0.00010268
           9    0.229785    0.229803 9.12965e-05
          10    0.229849    0.229808 8.22849e-05
          11     0.22998    0.229823 7.62849e-05
          12    0.229759    0.229818  7.0116e-05
          13    0.230628     0.22988 8.81756e-05
          14    0.230367    0.229915 8.84681e-05
          15    0.230124    0.229929 8.36601e-05
          16    0.230055    0.229937  7.8801e-05
          17    0.230531    0.229972  8.1547e-05
          18     0.22965    0.229954 7.89585e-05
          19    0.230159    0.229965  7.5535e-05
          20    0.230235    0.229978 7.29582e-05
          21    0.229567    0.229959 7.20632e-05
          22    0.229673    0.229946 6.99449e-05
          23     0.23016    0.229955 6.75186e-05
          24    0.229914    0.229953 6.47274e-05
          25    0.230197    0.229963 6.28667e-05
          26    0.229571    0.229948 6.22329e-05
          27    0.230332    0.229962 6.15333e-05
          28    0.230179     0.22997 5.98232e-05
          29    0.230423    0.229986 5.97624e-05
          30    0.229835    0.229981 5.79796e-05
          31    0.230572        0.23 5.91607e-05
          32    0.230038    0.230001 5.73241e-05
          33    0.230437    0.230014 5.70916e-05
          34    0.230027    0.230014 5.54137e-05
          35    0.229674    0.230005 5.46773e-05
          36    0.229752    0.229998 5.36077e-05
          37    0.230525    0.230012 5.40172e-05
          38    0.230111    0.230015 5.26589e-05
          39    0.229726    0.230007 5.18261e-05
          40    0.230114     0.23001 5.05993e-05
