#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.369714    0.369714           0
           2    0.371055    0.370384 0.000474204
           3    0.372225    0.370998 0.000592439
           4    0.370815    0.370952 0.000446101
           5    0.372043     0.37117 0.000406769
           6    0.371742    0.371266  0.00034997
           7    0.371172    0.371252 0.000300233
           8    0.371388    0.371269 0.000263182
           9    0.371163    0.371257 0.000234202
          10    0.369399    0.371072  0.00027478
          11     0.36991    0.370966 0.000269346
          12    0.371458    0.371007 0.000250006
          13    0.370918       0.371 0.000230868
          14    0.369894    0.370921 0.000227492
          15    0.370569    0.370898 0.000213533
          16    0.371387    0.370928 0.000202368
          17    0.370359    0.370895 0.000193214
          18    0.372292    0.370972 0.000197455
          19     0.37016     0.37093 0.000191632
          20    0.370467    0.370907 0.000183441
          21    0.369987    0.370863 0.000179853
          22    0.370329    0.370839 0.000173306
          23    0.372017     0.37089 0.000173183
          24    0.371608     0.37092 0.000168536
          25    0.370619    0.370908 0.000162222
          26    0.372592    0.370973 0.000168419
          27    0.371696    0.370999 0.000164298
          28    0.371223    0.371007 0.000158625
          29    0.371175    0.371013 0.000153261
          30    0.371632    0.371034 0.000149535
          31     0.37175    0.371057 0.000146486
          32    0.372186    0.371092 0.000146099
          33    0.369206    0.371035  0.00015244
          34    0.369713    0.370996 0.000152837
          35    0.370868    0.370992 0.000148514
          36    0.369609    0.370954 0.000149277
          37    0.371499    0.370969 0.000145967
          38    0.370808    0.370965 0.000142187
          39    0.373319    0.371025 0.000150815
          40    0.371482    0.371036 0.000147477
