#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.287273    0.287273           0
           2    0.297296    0.292285  0.00354359
           3    0.282469    0.289013  0.00356626
           4    0.292552    0.289898  0.00278228
           5    0.286356    0.289189  0.00231425
           6    0.296768    0.290452  0.00224693
           7    0.295813    0.291218   0.0020523
           8    0.284108    0.290329  0.00197888
           9     0.29037    0.290334  0.00175901
          10    0.285538    0.289854  0.00164719
          11    0.296623     0.29047  0.00160827
          12    0.293508    0.290723  0.00149405
          13    0.286876    0.290427  0.00140812
          14    0.295149    0.290764  0.00134733
          15    0.292287    0.290866  0.00126133
          16    0.283602    0.290412  0.00126156
          17    0.287851    0.290261  0.00119631
          18    0.286699    0.290063  0.00114609
          19    0.289815     0.29005  0.00108585
          20    0.292082    0.290152   0.0010363
          21    0.295373      0.2904  0.00101634
          22     0.29523     0.29062 0.000993572
          23    0.289248     0.29056 0.000952163
          24    0.290691    0.290566 0.000912505
          25    0.290582    0.290566 0.000876005
          26    0.298366    0.290866   0.0008922
          27    0.290328    0.290846 0.000859378
          28    0.295256    0.291004 0.000842994
          29    0.287972    0.290899 0.000820381
          30    0.286302    0.290746 0.000807219
          31    0.292366    0.290798 0.000782869
          32    0.288357    0.290722 0.000762113
          33    0.290203    0.290706 0.000739181
          34    0.290445    0.290699  0.00071748
          35    0.291034    0.290708 0.000697044
          36    0.288644    0.290651 0.000680035
          37    0.297326    0.290831 0.000685168
          38    0.299225    0.291052 0.000701836
          39    0.291072    0.291053  0.00068384
          40    0.292631    0.291092 0.000667881
